file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1184356.exe,173455072,190079947,1956366,1308973,26169975,170236,24694,24124192,156553,32049268,2056368,39169061,772823,112063,<not supported>,1679405,<not supported>,41307849,783783,43389488,144582,119,93914,12767000,43213000
1247728.exe,449998082,406589015,7461462,979581,84783471,3819131,6242,84417016,3725865,109072910,7784644,62419823,7350768,3342715,<not supported>,774864,<not supported>,109383668,495832,63246834,68668,97267,158849,7397000,0
1464477.exe,276595948,526163178,2418334,1298025,79365460,254669,24609,73576141,259152,142153389,7095347,64765962,1595836,147490,<not supported>,2697689,<not supported>,177148137,506163,66760549,190316,10,137851,42347000,41338000
1637061.exe,410701017,414859034,5951105,768147,89183537,3449140,6229,87867364,3448011,116859356,6867297,60249246,7063732,3720150,<not supported>,701532,<not supported>,101159483,603376,53014719,72939,89305,133157,3324000,4002000
1758935.exe,416895085,385892541,6860779,862835,82849134,3362292,6239,86577118,3316219,116424836,6697936,65481815,7385296,2787081,<not supported>,765434,<not supported>,110272365,573517,54111642,67710,86956,122901,1000000,7679000
2070371.exe,325936867,311648565,3858049,2788249,47676875,240179,49061,47037101,242682,66287894,3988499,78255668,1545243,293470,<not supported>,3035623,<not supported>,86294095,793967,82686305,257075,40,152961,18998000,75992000
2075190.exe,355735846,352242095,4151019,2610257,61684000,331864,49152,61380602,316655,92436344,7685854,79395797,2348917,297313,<not supported>,3740829,<not supported>,79753529,943899,77145724,348227,17,298527,29135000,76355000
2185872.exe,416397463,382277162,6766706,934791,82346750,3473172,6237,87324329,3308752,117446002,6824010,63849336,7305818,2608827,<not supported>,679745,<not supported>,109230662,515067,54860689,63080,103927,167516,1879000,5322000
2954072.exe,287859327,627799120,2449768,1362628,132070882,223844,24608,118918077,246050,126958351,7043935,67312677,1421011,232509,<not supported>,2449773,<not supported>,145596667,532061,66692205,176873,0,101852,45920000,40928000
3408192.exe,246179199,508822154,2093985,1367075,104478677,195971,24580,100097557,185925,105958126,4511831,79479907,830864,301009,<not supported>,1645903,<not supported>,112727465,383648,86300480,147357,205,76402,35808000,35808000
4853971.exe,414314273,386414418,6795814,893564,83499347,3422067,6233,86887816,3315346,118288583,6835446,65505687,7438409,2729694,<not supported>,760279,<not supported>,111818992,533835,54482492,66380,97588,130491,2420000,6361000
4886910.exe,530784100,1089965282,2814181,1585815,125953096,285467,24611,125238233,298087,314784807,8513662,115539833,1557219,457313,<not supported>,1761119,<not supported>,329702356,488218,118190488,142942,92,115132,109949000,45979000
5939101.exe,416760254,395262647,6520017,826040,86401090,3428088,6231,87875866,3367516,116536266,6316629,64249010,7094795,3152218,<not supported>,718044,<not supported>,105903711,596366,52115857,68541,77132,141899,976000,7639000
6244325.exe,471244501,794566710,5345113,2737034,171830608,307243,49034,169299440,302790,185653564,14625354,104220937,2471020,424280,<not supported>,5402722,<not supported>,172280395,1058833,109587558,352965,286,300796,64958000,70954000
6435330.exe,494569963,830661345,4924600,2541994,181828878,356647,49030,178661710,336109,209075237,14739396,103915181,2645685,339930,<not supported>,5712631,<not supported>,210821142,908180,103627212,389608,411,177097,62892000,79862000
6684177.exe,361340532,334061734,4278976,2670204,59053564,309303,49165,61610141,302767,96280359,7652244,80920439,2284208,355979,<not supported>,3644305,<not supported>,83162123,965053,78653583,375471,222,332531,29997000,76992000
7041402.exe,271135087,510115578,2488484,1279688,78332509,258280,24608,74868883,246196,110099886,7442308,64060356,1638617,150422,<not supported>,2851008,<not supported>,121071932,478290,67442261,187222,96,72285,39052000,42056000
7490618.exe,67079993,203247027,286275,42350,45049538,106011,143,45054591,106410,45580832,3285429,36528161,67574,18267,<not supported>,7989,<not supported>,58564181,2438,36650590,584,0,945,19158000,1008000
8016630.exe,322054288,686099662,2489961,1385056,155816228,237191,24608,153495221,221396,213111764,7957318,65788761,1441956,205750,<not supported>,2258170,<not supported>,220698932,500773,68890683,153594,140,97820,54820000,41863000
8619941.exe,413987808,407455062,6153136,782651,89667318,3449343,6238,87772115,3402423,117570038,6633211,61370886,7264490,3556633,<not supported>,714477,<not supported>,103330918,611371,52574956,72289,91935,133607,2219000,5259000
