file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1749177.exe,917117244,733568632,4217247,938036,156355218,3667955,3258,155932515,3634735,213212507,4930930,116852837,1419059,2568238,<not supported>,474533,<not supported>,214610282,3431031,117926680,259462,2984,899447,209380000,65118000
1817867.exe,1065676437,1242592723,5783976,779239,261017715,1654486,2666,264663428,1657519,425252019,6785016,229754822,1488028,4071355,<not supported>,306260,<not supported>,410717560,3620816,219270753,267857,137,210318,264628000,49116000
2766234.exe,468737439,507674307,5015062,926306,115154091,2529435,4166,112545151,2624461,155924355,7079453,67229217,1082966,4209187,<not supported>,404806,<not supported>,143607420,1670836,59778480,39336,40566,32612,133144000,7007000
340754.exe,1121670314,1252394794,6042813,917551,258283590,2119635,2471,258036968,2110633,403992376,7612804,224044437,1578919,3868855,<not supported>,311896,<not supported>,410677377,3338047,227979786,262669,583,648421,277008000,53001000
3588461.exe,1111764182,764241347,7673485,2126369,159288593,3976329,5017,165022561,3936152,246924873,10318953,136774865,1827326,5422278,<not supported>,487280,<not supported>,263161718,4778270,130391758,267520,116099,569926,262638000,65909000
4159594.exe,662208017,997133308,5320412,751833,213796244,1113599,2667,213948505,1130617,339076820,6607852,177146918,1147662,3988892,<not supported>,270180,<not supported>,338617416,1051741,166970316,48091,438,33266,192181000,5004000
4650304.exe,426568679,460696798,5181138,837815,93979632,946402,2479,98028735,921484,148662406,6265497,71987480,787211,3510469,<not supported>,246385,<not supported>,170062545,840555,71690329,48606,34,42858,121691000,5984000
556438.exe,1076213839,1262718513,5848052,830218,258547422,1647749,2862,258871711,1672478,411552695,6859990,225120298,1994807,4022287,<not supported>,382103,<not supported>,415146483,3691896,223693369,251571,833,50617,261260000,55054000
6096802.exe,1061697393,1262342301,5846363,803271,260217866,1676226,2471,258931713,1704882,408466554,6914624,223260241,1542139,4033905,<not supported>,328788,<not supported>,411648885,3493129,224333682,257642,362,38985,266612000,47930000
6116225.exe,383025770,432025002,4867009,669876,92142114,876583,2479,91946348,894576,131888451,6315700,55611093,689337,3896728,<not supported>,254972,<not supported>,130033117,1003868,55115650,45595,198,27832,112138000,3003000
6387452.exe,415080958,445113265,5056003,808688,99817364,910348,2479,104899287,885006,163014709,6009713,75970184,787946,3764735,<not supported>,273020,<not supported>,156385091,989153,63499910,47962,974,34983,120422000,4014000
6489020.exe,380751244,431377816,4783933,695272,90384952,912983,2479,90195415,931935,130045394,6400290,56065969,759008,3926026,<not supported>,242813,<not supported>,131688824,954105,56257937,47460,138,29793,108247000,4009000
689377.exe,828495340,656885308,5586663,899341,135514057,1450810,2477,136255995,1430947,204751863,6294264,110176472,1183954,3816885,<not supported>,308876,<not supported>,204379200,3605048,106119008,243562,1318,473062,180475000,63166000
7137813.exe,456693545,553613071,5441871,999836,112269123,967088,4434,116264197,1057484,152530393,6791213,66352388,849098,3728093,<not supported>,275601,<not supported>,179195920,1025073,89632869,63805,424,53279,126690000,8043000
7156796.exe,419379638,441522351,5113336,824432,98196313,923853,2480,102494081,894154,158056977,6086314,75314193,789033,3599438,<not supported>,270698,<not supported>,160487307,947404,65619561,47769,822,34970,117347000,8023000
7169393.exe,1098567006,1252225803,6158678,945616,259604340,2102729,2667,260909350,2072305,414969684,6583617,228166003,1553793,3960380,<not supported>,313896,<not supported>,415220483,3600522,223561584,248411,25934,628803,263079000,59017000
7718795.exe,419417523,472718698,4821999,764855,106636846,898262,2480,112129428,879280,168359826,6250622,73671297,813792,3978471,<not supported>,251143,<not supported>,148134095,1047280,60254492,48766,1099,33172,117315000,6016000
8269776.exe,1068061238,1268770697,5840470,776684,261315228,1665099,2473,260620548,1704373,410836914,6880270,223314970,1591765,4080347,<not supported>,309309,<not supported>,412283511,3607853,223334093,252392,79,179589,264947000,49990000
8634018.exe,367971807,437925145,4519704,544827,96775557,773524,2478,100538632,751593,153884980,5459785,69491879,715238,3347083,<not supported>,238887,<not supported>,144006376,764548,60813035,48800,219,16058,104840000,5990000
879858.exe,764222622,659316183,5151559,846371,137294173,1436515,2476,138938329,1433070,208510720,6544178,110753631,1164811,4015848,<not supported>,287796,<not supported>,204121991,3073339,104605525,239601,16328,37075,164052000,60019000
