file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1051839.exe,247852488,364195106,3800064,637244,72509733,920638,1877,78201902,766369,122198773,3181128,72881080,547598,1916163,<not supported>,284671,<not supported>,131531575,743236,62709464,173574,349,13924,65623000,6960000
1252905.exe,312533494,388713491,4960193,1092179,90084922,859609,4218,93923052,719112,135666946,4000226,72251301,848301,2592411,<not supported>,442998,<not supported>,113118897,1286423,55988130,229434,115,17682,88656000,5976000
1764918.exe,281346427,443943669,3058093,809639,77544228,648746,3333,73041806,710258,102739761,4289813,57119921,634124,2807973,<not supported>,285076,<not supported>,136725350,742048,73941564,162963,60,13276,76992000,5999000
2418910.exe,282061444,430071236,3427122,652517,97456282,743957,2613,98600323,650753,103550786,3468607,63913453,887178,2082177,<not supported>,438565,<not supported>,95167130,871494,59347299,131843,29,13323,79087000,6006000
286469.exe,293600124,425733922,3244781,626498,95532014,639178,2520,97416221,611343,130961402,3676864,62388289,630580,2954818,<not supported>,334906,<not supported>,106136285,1013134,53324078,150553,4945,13800,84126000,6009000
3097002.exe,326471308,433017260,4178470,923391,98802006,777685,3240,97812449,655630,133955621,3807715,63635524,885449,3231674,<not supported>,422518,<not supported>,107875048,1395672,55732789,219972,1245,21317,90023000,4001000
384742.exe,293871369,477367525,3447032,584824,112723525,694039,2532,115522808,567505,116948954,3196559,70124184,867625,2421850,<not supported>,369038,<not supported>,98340678,950624,61222737,139661,13466,15390,84268000,5016000
4119306.exe,262310684,426425190,3033730,647309,74978644,651056,2242,71019450,759494,96968181,4952704,53909724,580447,3144414,<not supported>,259520,<not supported>,137149474,700085,73433837,153719,42,11594,73877000,5990000
4982865.exe,329423856,382040476,5037332,1090310,84555681,939727,3445,92110908,771167,140343401,4003968,77600563,938042,2196860,<not supported>,490079,<not supported>,124313492,1172539,56815326,240192,1133,16579,88983000,9998000
5251261.exe,265937329,381109719,3256021,744694,69876391,763302,2439,70948107,887519,106335192,4298886,63015037,531606,2502866,<not supported>,259812,<not supported>,147602662,670524,72565000,164059,106,14474,69674000,8078000
5546172.exe,277848817,424807723,2996636,715125,75202845,692377,2440,71698112,809806,102628716,4048024,58763045,564996,2777839,<not supported>,268809,<not supported>,138113693,720417,74836677,164921,264,12621,73652000,6967000
5717238.exe,289680777,467756192,3064675,649779,92309303,617720,2847,88480232,605212,114408147,3753726,56085794,819431,2517920,<not supported>,356502,<not supported>,114506417,880746,56398093,157847,42015,42060,76848000,9980000
5804700.exe,281311079,466705031,2680059,651602,86850754,603376,2516,80694199,700711,104992929,4088253,54920157,661579,3477210,<not supported>,312734,<not supported>,115413306,1036129,64715542,142054,325,12053,79301000,5019000
6399800.exe,554026054,1048376871,3189970,657386,203797888,1097081,2484,197480783,1144895,300045398,4824685,167534317,1043357,3609653,<not supported>,308770,<not supported>,333345554,810882,183761797,138031,65612,50639,155766000,8039000
6676911.exe,275352691,478514729,2868336,507044,89181616,629869,2690,81986340,642988,104142451,4048768,54575554,822916,2990073,<not supported>,346252,<not supported>,113517349,917467,61947789,141888,259,9761,76988000,6078000
6962765.exe,270933100,406119595,3047110,730206,70960990,672237,2735,71039081,791946,101396779,4454052,58233247,598109,2761102,<not supported>,261283,<not supported>,143443691,675548,75420169,158513,57,17038,72760000,5980000
778856.exe,265241572,451083373,2866978,630162,80434670,607919,2534,74009382,643919,98810595,4010804,55393235,668695,3081457,<not supported>,284550,<not supported>,127355575,832407,70436404,145232,298,9885,75009000,6000000
7873464.exe,584044104,997993188,4204451,825154,209117424,1259747,3140,209657269,1154130,329813016,3639367,182798128,1227216,2353911,<not supported>,508590,<not supported>,327818888,970011,174204938,176156,625,21169,165975000,6998000
8420004.exe,547165004,1049668138,3112468,623003,204419296,1103637,2436,198121074,1146612,300126586,4434242,167619133,1063356,3102403,<not supported>,307589,<not supported>,331363875,818944,183497459,138249,33,15377,154717000,8983000
885892.exe,324974935,380350125,4469540,1231982,80269395,1039809,4418,84561766,965670,127327340,4922977,75256974,851263,2360482,<not supported>,545870,<not supported>,133966993,1106298,63525565,253931,114,20419,88109000,10012000
