nome,slopes
1071,0.011753734143556018
1082,0.009284508040744559
1084,0.012351976598569485
1091,0.011016272985493738
1131,0.010999977427860573
1132,0.01087593411377
1140,0.011478292828341107
1158,0.012003151563904718
1190,0.011740096659939593
1192,0.012152225480117353
1195,0.01219597486086783
1197,0.011832441877556301
1619,0.01139389112233644
1621,0.012439540489629239
1628,0.010494870250498535
1632,0.011902597730785518
1634,0.011902725920199862
1635,0.010195179375089937
1636,0.011689187071829544
1639,0.011986764947898642
1640,0.012445772724332211
1642,0.011206503472951936
1643,0.01267153682491417
1666,0.0119989562262288
1667,0.012379479160659469
1668,0.012265883648735145
1669,0.011989618350819294
1671,0.012647467625602055
1672,0.012037268123060815
1674,0.011269930578987035
2166,0.012021181260187856
2185,0.010583273278399322
