file,cpu-cycles,instructions,cache-references,cache-misses,branch-instructions,branch-misses,page-faults,branch-loads,branch-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,user_time,system_time
1499617.exe,410435746,849611984,3703086,1024377,150100988,566365,8144,148639475,563852,259589291,1324940,120567999,2038091,191242,43179,641422,561458,260816929,28145,122504632,51257,64340,14814,103247000,21840000
193506.exe,922318611,1187784277,4995677,671484,188010089,1570747,4793,186765225,1604105,323018868,17025795,181089820,2442432,246229,54707,124047,31099,338894448,232521,182654799,3190,645152,217132,187127000,64043000
202900.exe,240696163,549117260,6385767,515007,84878078,655548,4430,90237187,701403,160411852,2905574,92883580,696737,1012480,44759,812439,702687,132414115,28384,76583956,43666,63337,10276,54986000,10997000
2387311.exe,411609508,1056737169,2950518,874176,162509735,472203,5997,157327747,463196,220541802,1570553,108703928,1182027,269747,104973,55565,8098,274074361,11582,116300788,981,7102,4890,101474000,11051000
2897120.exe,382997187,871861227,3362439,716169,138223823,489373,7360,132323323,474142,209352826,7321079,106519650,1332024,140985,49986,167770,37385,256292423,23955,127029463,14084,6962,5395,90521000,13075000
3647296.exe,362915603,801875784,4831438,592292,127987102,483706,4237,122228086,447678,207138414,10444768,89511694,1222833,1246924,60874,161732,10150,248581277,10027,105087807,2442,8018,3531,87693000,10961000
4154710.exe,389827463,847939887,5526289,2388062,148839356,545849,9904,159821769,560461,264788261,5986433,120353322,1243293,139522,48822,831886,786281,255824878,25715,121465136,101372,31828,15239,90686000,15114000
481529.exe,477405630,1095514093,4116135,734548,188453760,742944,4624,181267105,799669,259123953,5038606,133938735,1617067,261941,64504,256926,59471,364524877,31403,178213512,3894,122350,19879,106260000,6014000
5183347.exe,1301674630,2171555147,13517766,759479,417622367,1762125,6788,414427439,1878422,716832279,13094742,385491992,3517742,2916348,73791,1245626,198574,730555682,245427,395234610,17040,405314,221716,286468000,64879000
6322295.exe,419669822,992663307,3133808,585078,151422441,1157298,6658,148657019,1199166,268224281,6871288,138187283,1668445,180433,47820,334536,280596,286662519,24430,144051873,21562,72930,11404,103425000,11045000
6322717.exe,859908775,898519469,6294476,752351,148685246,967106,4630,146281229,951378,255107104,11836782,122981852,2042650,1154989,78684,283981,44670,285850481,231851,126148740,2209,642429,255941,171551000,61196000
6623355.exe,598159558,1301112675,2986611,427360,217158423,1281953,5377,213031411,1293795,344063782,4743223,215486823,1793647,210784,58144,135398,24414,373464367,17338,231406751,2476,10506,8175,154778000,7988000
6645661.exe,352091890,874862462,2257798,449970,142482029,573376,4427,138212094,544559,211418992,5421748,115410565,1228592,167726,61252,61594,22086,250665062,9996,122405415,2035,5468,3655,87545000,8953000
7298136.exe,962748265,1213994830,7721086,2161832,207658680,1020071,9353,200780509,972359,322169805,10083707,159918644,3072740,515861,163656,615655,490820,385339230,262902,175287380,40651,471859,1348444,189723000,71895000
7372279.exe,363569432,881495265,2693852,765347,136990030,502232,6777,132816755,488055,216145412,8266984,115237445,1134587,221928,81144,83867,9068,269095911,10378,130952605,888,6503,3869,85672000,13946000
7372799.exe,577629226,1235781489,3665958,685253,172565462,1290304,4235,172633177,1290331,386012940,5732400,227400577,1732317,176529,49146,349804,282161,398923980,22753,228772894,21710,22847,10302,141487000,14945000
7629352.exe,663067602,1369797106,5051925,1756952,182671372,931311,11075,182087581,963319,423398043,8673571,226749461,1969077,239209,64054,963087,860832,426326814,32694,228425673,89886,35482,18088,163617000,17064000
8183565.exe,1367399234,2328579952,7274385,989504,433076297,2630515,4620,435782361,2663832,763228551,18764030,402409246,4221045,309488,55235,419406,282018,757111705,248378,393840672,22550,628510,388142,302305000,68068000
8335978.exe,1298778951,2206101976,5678263,681233,419807077,1945797,6771,417590643,1939011,692594618,9257010,376521542,3113613,349118,85071,515184,23348,717076117,242020,384206070,2898,663844,125147,271829000,80949000
904018.exe,367636294,865267876,2573769,724362,137916632,467962,6585,133455131,453745,220513986,7484503,116029585,1127273,194927,81901,150882,9356,272079090,10983,128453266,976,8609,4087,88165000,11887000
