@relation problema
@attribute 'cpu-cycles' real
@attribute 'instructions' real
@attribute 'cache-references' real
@attribute 'cache-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-misses' real
@attribute 'page-faults' real
@attribute 'branch-loads' real
@attribute 'branch-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-stores' real
@attribute 'L1-icache-load-misses' real
@attribute 'LLC-loads' real
@attribute 'LLC-load-misses' real
@attribute 'LLC-stores' real
@attribute 'LLC-store-misses' real
@attribute 'dTLB-loads' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-stores' real
@attribute 'dTLB-store-misses' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
541140174,839836956,2525950,182570,167261894,565412,131,164592202,562252,260672405,436217,138630852,1487583,136272,21736,114282,84487,275340186,118786,146971727,1270,209939,110429,121955000,37986000,0
94899442,236769470,972893,143899,46849894,68217,137,46286602,74692,67654055,244875,32240049,342386,59753,18586,12128,1758,74855254,3571,32939291,220,2388,2247,27155000,0,0
514698285,808134674,2509462,178954,164059341,616575,130,164121141,609154,262948957,354883,143222131,1248515,119039,24661,54904,9074,268012712,114162,143464419,1094,67710,105093,103558000,36842000,0
520661627,810321012,2409605,172313,164883139,557429,130,165060678,559829,264021867,307107,142605263,1264143,116680,22516,54611,9203,267879335,113818,143246348,1079,307736,104950,98714000,42875000,0
611506766,889108856,8453307,1527100,179480661,1072068,1679,181499305,1169035,287951050,1395796,154147397,5333393,582923,99507,55506,15064,273202802,134793,149750239,7409,144575,131161,111553000,29880000,0
338944578,349280796,1828580,174380,67655757,313327,134,67578023,314553,100990209,324513,47767885,803634,93612,23701,40666,6447,103722558,111381,48109862,703,3101,105017,57992000,34995000,0
521192053,811614947,2501028,176652,165102291,544994,130,165172012,544179,265384502,354130,143831424,1280121,126240,25239,56537,9495,271251679,114691,144001595,1087,523990,310083,111849000,31237000,0
518718538,807564595,2378244,176233,164356962,565215,131,164381048,564010,262764663,349412,142931438,1208000,123264,26385,56541,9096,268132901,114405,143557213,1085,326913,105383,110445000,30845000,0
514718447,819501016,2626854,201628,161400049,610532,325,157696117,609017,248302784,388582,139420801,1320719,123949,24200,72699,23217,285895985,108309,151296707,2193,228479,98882,110163000,30044000,0
92180498,229920945,957058,146984,46073221,74461,138,46198605,75960,67081026,234897,32579082,336824,53974,21169,12375,1781,75016094,3230,33043637,217,3045,1183,23778000,1981000,0
529808399,812818265,2566699,257002,166352171,576736,130,166263868,577272,267012647,403518,143896587,1220466,114691,22679,69842,9944,267700942,115234,142456601,1178,319052,502557,107971000,36990000,0
92290838,234341005,940315,151280,45889885,75384,137,45958412,75854,66889991,258346,32481443,313428,53502,19460,13265,1741,75283224,3536,33141412,208,3171,2199,25801000,0,0
518570165,808949276,2394409,173637,164948567,544907,132,165519435,597344,266848407,421226,143699620,1809495,156899,29677,55319,9099,270199678,113967,143147020,1064,315297,104962,111024000,30006000,0
513067718,813716363,2529188,197457,165827610,566938,131,165802908,569268,265541856,396654,143037344,1272990,117395,23465,55760,9108,270652853,113737,143485817,1087,9236,309416,111961000,26990000,0
95410866,234960069,949624,150625,46503921,73802,136,46016589,75255,66440042,251203,32601790,330387,58697,21623,10760,1699,74849163,3791,32894692,207,3257,2260,23799000,1983000,0
275715047,726337994,1771462,215118,150852857,330117,326,147972124,310804,231764553,310078,126881417,672151,84224,16961,33856,5349,262568063,7472,136918156,631,7716,3718,75576000,1988000,0
519227124,804891296,2519916,186830,164383871,546899,131,164535435,546741,261725162,371401,142969379,1259500,119606,23898,57567,9209,264975653,114015,143166296,1095,355560,308893,110359000,30097000,0
523808507,809838273,2515168,229827,164581965,611140,130,164641514,607571,263056427,349933,143845596,1251331,118853,24997,56936,9289,268336207,114389,143629754,1138,338689,309512,122520000,19922000,0
521337475,808048062,2460390,182973,164438258,608141,130,164680438,608096,263253754,326265,143098140,1285167,120279,25673,56016,9243,267539386,113990,143422454,1078,306829,105251,98945000,42976000,0
519205913,809074449,2556211,196736,164105183,545411,130,164226332,547595,262625838,352808,143832910,1282799,123292,26140,56371,9374,268628135,114741,143792511,1100,339086,309392,108707000,33908000,0
154715774,110705958,2559060,382592,13013126,424734,68,14676769,414559,14483800,536752,7991311,917249,117064,6847,72605,2084,285377,3505,173725,344,602,1692,41139000,979000,1
665905313,802783430,2856995,203785,56518881,193262,134,57258347,209008,6692051,466653,2734089,1698974,122128,9420,69815,11663,1131681,16338,704492,1469,2918,4482,180091000,0,1
1230061200,1690760083,4907004,220890,179256290,273126,129,178994839,272654,5671701,438103,1519972,2590153,167667,12195,131295,21354,2272257,29989,2101884,2745,3480,8530,330290000,1995000,1
95905085,68433434,880073,117029,3977068,74358,134,3974280,75686,3052684,168364,400102,296024,15561,912,10299,1702,177929,2499,109471,206,340,605,24483000,1020000,1
155497146,102240652,1281965,153378,6470593,163854,133,6428211,126109,3418361,187792,219686,352681,23754,1680,16103,2728,276246,3764,177800,338,682,1767,41042000,1001000,1
1229166051,1689095769,4648368,183951,178740297,262843,129,178736980,265353,5703432,464393,1722860,2563118,161109,11044,136364,24148,2504261,30406,1497772,2857,3800,8361,330570000,1997000,1
148401468,99948359,1112767,96929,4582760,119156,68,4652014,83741,1798681,113001,187810,345000,22105,1351,16306,2688,257891,3830,170609,403,1415,1817,41303000,0,1
152010945,106702785,1344801,173912,5791218,167308,133,5926623,120827,3534038,176604,264095,357325,23417,1856,16364,2786,271560,3842,174165,339,1119,1786,41063000,1001000,1
92834626,72136209,886879,108098,3903838,72358,137,3914300,71861,2961622,146750,388059,308725,17216,2090,10861,1703,287087,2364,146601,215,368,646,24065000,2005000,1
153297199,94267936,1283602,153017,4082497,98857,129,4060976,90762,3317578,179139,258333,348096,23373,1842,16832,2671,278918,3885,174517,378,1412,1810,41633000,0,1
150499854,120057082,1315335,169376,4181247,98713,135,4163585,89000,3374835,186520,179254,348286,22129,1335,16806,2724,297070,3917,179728,415,1433,1814,41477000,0,1
285939114,202257940,1639069,155955,5384974,107201,134,5258236,106296,3366673,212178,352345,665809,51129,3611,30772,5037,526200,7183,344198,653,1069,1839,77660000,0,1
59521315,54647569,1755428,255417,4353436,86967,134,3514274,65792,2598095,122309,67128,134638,8303,533,6498,1070,1197888,5718,705217,520,2366,2207,13506000,1929000,1
83430319,82137791,964985,135661,3705077,79988,135,3718757,80779,3493911,189224,139987,219547,13920,1404,10338,1526,178274,2291,101963,188,305,552,22823000,0,1
159194135,114306617,1256544,143820,4000825,97484,133,4072042,98670,3851673,190647,281234,362931,25458,1391,16920,2803,279989,4013,179759,352,589,1251,43383000,0,1
1233585910,1692651625,4888619,184537,178601522,272242,135,178903216,271409,5756893,476579,1820583,2806690,184171,13021,133772,21827,2225221,29992,1395412,2754,4464,7992,335509000,1997000,1
146711442,113342674,1282277,151648,4349749,99015,134,3923183,85226,3271505,172614,288955,319714,20680,1261,16119,2630,264514,3605,219737,600,1794,1949,40127000,0,1
157226464,111085543,1241257,136598,4078570,98317,132,4085519,99410,3524612,188276,315175,341733,21426,2806,23293,3626,353689,4036,204227,400,500,1331,42960000,0,1
144411691,114369516,1353111,165250,4295183,104013,134,3869965,87193,3255505,174684,178415,334772,21211,1333,17269,2653,260222,3681,167418,603,1806,1878,39337000,1008000,1
71666077,104855111,1041297,156743,5377255,95391,128,4721070,84888,3097411,110826,183324,181695,11441,715,8353,1315,139346,1864,86619,165,1001,1375,18164000,1912000,1
248212182,396007391,2556489,351985,84717839,2730987,524,86176713,2699923,114607861,756324,46124967,1215457,145380,31922,102638,62238,118511464,12278,46988603,978,4646,3447,75887000,3035000,2
230761279,307531128,2600238,405476,70620126,3216142,918,76957108,2907938,112987096,899990,50561326,564560,127642,47717,34313,5154,99983457,6371,36555109,918,3215,3691,60836000,1994000,2
227224790,409167415,2632626,403747,82244414,3640543,917,71521811,4415361,88706783,1026417,36384014,538865,97430,32544,33013,5296,129344199,8817,53537516,921,3521,3775,57818000,2990000,2
532783480,1248640978,3221040,277193,267005499,3376612,1005,269470856,3398868,433606240,675917,225876091,1468731,165346,38698,149587,65846,432758071,15908,224830014,12515,24208,7827,143313000,1002000,2
341208312,388526208,8592936,1341474,86483763,3440574,1597,88630535,3103633,127083254,1113895,59509139,2374909,326883,112685,354974,152022,118118412,35617,46233537,12487,78467,54613,60635000,2982000,2
243280496,331680085,2224502,245770,70368736,3822305,1014,76686380,3252213,113669303,669577,51917209,802538,151294,45496,62771,98688,126715365,10507,45811663,8132,6244,4353,62074000,3003000,2
556771793,1184010349,4174834,378215,264115028,3526499,1906,268889557,3467623,435749001,979918,234325840,1566648,178407,38676,293101,205521,371516022,20336,195251986,21521,29698,8455,145028000,5000000,2
520410950,1232368901,2825099,279599,264060220,3637681,519,264973144,3513777,418442209,713133,218599054,1231935,160267,42571,60398,9734,427969277,13383,223422138,1234,16452,4141,138086000,3001000,2
237342078,301813367,2211914,298712,70163934,3597123,524,77600714,3000498,115503948,520595,51831898,523520,115627,43022,31729,5127,120212862,6624,40762284,599,4967,3623,59706000,4975000,2
787237518,621301462,25361634,6322154,133429047,7034880,5020,134646670,6488966,186228907,10144542,78952608,2553266,4321116,1350279,475838,329322,201119627,828262,77981071,34936,42828,8739,203258000,10012000,2
535897109,1224699789,3232755,304671,265542136,3736863,909,266615859,3686011,425614586,876553,227246595,1430190,150974,37075,131335,62547,421914372,17820,219416685,5374,20503,7342,140293000,5010000,2
545233987,1200066663,3748258,388710,264391371,3584112,1907,265594984,3495771,429124035,1006195,230225927,1458928,172364,38477,260420,204743,369222960,25776,201954293,23450,23526,20400,145517000,2007000,2
225995614,318317111,2200196,324736,73975668,3544521,525,78885594,3282191,113135567,539624,49921924,524972,108298,39350,28487,4705,110017901,7283,38820606,782,6256,4074,59243000,2008000,2
527539120,1240918588,3171756,262837,266637071,3531655,1005,269113987,3535937,432533314,681304,220890897,1420857,172238,37236,141557,15053,432921805,14692,223130556,9192,13236,7565,138316000,4975000,2
545303435,1213471913,3543301,424708,261388971,3691315,912,263024021,3611374,422416432,975726,227555194,1184354,147509,36334,64575,10720,380895751,18980,204794324,1775,10616,5443,146181000,2002000,2
