@relation problema
@attribute 'pkg' real
@attribute 'cpu' real
@attribute 'mem' real
@attribute 'gpu' real
@attribute 'wall_clock' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.149475097656250000,3.076110839843750000,?,?,266,205,61,0
3.150573730468750000,3.077270507812500000,?,?,262,190,73,0
3.164550781250000000,3.098205566406250000,?,?,264,200,64,0
3.121765136718750000,3.058654785156250000,?,?,262,191,71,0
3.094787597656250000,3.031127929687500000,?,?,262,194,68,0
3.112670898437500000,3.045776367187500000,?,?,262,186,76,0
3.104614257812500000,3.021911621093750000,?,?,262,233,28,0
3.107116699218750000,3.032958984375000000,?,?,262,190,72,0
3.112304687500000000,3.039611816406250000,?,?,264,206,57,0
3.096801757812500000,3.026733398437500000,?,?,263,195,67,0
3.094055175781250000,3.021789550781250000,?,?,262,183,79,0
3.079895019531250000,3.004089355468750000,?,?,262,205,56,0
3.116577148437500000,3.041931152343750000,?,?,262,194,69,0
3.084350585937500000,3.010070800781250000,?,?,261,205,56,0
3.078430175781250000,2.999633789062500000,?,?,261,212,48,0
3.110900878906250000,3.044860839843750000,?,?,262,198,64,0
3.222106933593750000,3.134826660156250000,?,?,263,196,67,0
3.072753906250000000,2.999023437500000000,?,?,262,203,59,0
3.091369628906250000,3.010986328125000000,?,?,261,205,56,0
3.092163085937500000,3.022888183593750000,?,?,262,190,72,0
3.095214843750000000,3.016235351562500000,?,?,262,210,52,0
3.048583984375000000,2.981872558593750000,?,?,262,210,52,0
3.072998046875000000,3.004760742187500000,?,?,262,161,100,0
3.096496582031250000,3.023986816406250000,?,?,263,187,75,0
3.083007812500000000,3.009155273437500000,?,?,262,206,56,0
3.095031738281250000,3.021179199218750000,?,?,262,202,60,0
3.096313476562500000,3.025390625000000000,?,?,263,227,36,0
3.098937988281250000,3.025329589843750000,?,?,262,190,73,0
3.095642089843750000,3.024475097656250000,?,?,264,212,53,0
3.083984375000000000,3.020263671875000000,?,?,263,204,59,0
3.091735839843750000,3.012145996093750000,?,?,262,219,44,0
3.059448242187500000,2.992187500000000000,?,?,263,174,87,0
3.095336914062500000,3.019653320312500000,?,?,262,207,56,0
3.090393066406250000,3.013427734375000000,?,?,263,216,48,0
3.099487304687500000,3.029663085937500000,?,?,263,203,59,0
3.082336425781250000,3.004943847656250000,?,?,262,211,52,0
3.061218261718750000,2.992004394531250000,?,?,262,219,43,0
3.088867187500000000,3.014892578125000000,?,?,262,170,91,0
3.235412597656250000,3.153564453125000000,?,?,264,216,48,0
3.120910644531250000,3.044738769531250000,?,?,263,228,36,0
3.106323242187500000,3.027160644531250000,?,?,263,199,63,0
3.109741210937500000,3.039916992187500000,?,?,264,205,59,0
3.083801269531250000,3.003906250000000000,?,?,264,192,72,0
3.100952148437500000,3.026489257812500000,?,?,263,215,48,0
3.155822753906250000,3.086120605468750000,?,?,265,209,56,0
3.111633300781250000,3.043395996093750000,?,?,263,198,65,0
3.110534667968750000,3.035888671875000000,?,?,264,196,67,0
3.122802734375000000,3.044372558593750000,?,?,264,187,77,0
3.121704101562500000,3.049072265625000000,?,?,266,205,60,0
3.131530761718750000,3.046447753906250000,?,?,266,226,40,0
3.082336425781250000,3.012756347656250000,?,?,264,228,36,0
3.101013183593750000,3.024353027343750000,?,?,265,201,63,0
3.109252929687500000,3.032165527343750000,?,?,265,188,77,0
3.102172851562500000,3.030273437500000000,?,?,264,219,44,0
3.125366210937500000,3.049377441406250000,?,?,266,205,60,0
