file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1370800.exe,132398,49769126,17884642,497014,13085,64653,212311,116573,20854369,53409,21024149,46378,113867,856485,37033738,3764,41039252,243,16327249,621,837,1059,132173366,27698921,21913000,5217000,91715494
1671790.exe,69546,3058228,1743008,285607,10882,37634,1670,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,406,<not counted>,<not counted>,<not counted>,4162844,2937000,979000,18283392
1845510.exe,378259,144682737,62416362,990979,20517,108988,112436,165862,83140957,69128,82995454,65799,173216,1035795,172552273,6126,154307344,9015,69881407,1649,2996,13308,398656544,46613163,43308000,3021000,60670510
2358896.exe,165980,4099401,1361174,239923,10579,37355,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,404,<not counted>,<not counted>,<not counted>,3458991,2147000,1073000,17454152
2578170.exe,680728,34960983,11405150,738361,23294,94352,25914,49542,46234773,44801,46094710,44168,78301,474549,72909502,2571,73243929,13957,25804275,1376,5131,23164,154696120,19088279,16812000,1977000,33336189
293813.exe,1801160,187224647,96176411,1163954,27065,104241,580744,599057,99726055,85414,95566695,81327,2344995,4230853,207239853,77778,118809489,41185,87339217,6233,6036,22422,586532878,56165479,43880000,11967000,70577152
3040402.exe,951771,25850835,7488822,752046,19273,74353,162290,170201,26865414,25023,26986366,23537,226880,486599,58313768,6802,46597514,9691,16251021,2087,3377,9602,121030763,15634442,11178000,4065000,29809562
321299.exe,162772,5200675,6153182,533346,14664,54283,23154,30082,26138358,15425,26332264,24052,75865,457250,41064710,3416,40423288,1404,7018795,383,<not counted>,<not counted>,<not counted>,10780549,9342000,1038000,24750680
391684.exe,316329,136751281,54737361,832022,21908,94498,21414,37148,84026497,34998,83936040,34078,62668,690421,158751212,4576,151014291,1741,65467471,1375,1534,2832,385853259,42557563,40304000,2015000,56682624
4055920.exe,271429,8989318,6659208,699330,17314,65084,1367,8246,34586510,12421,32257653,15192,204422,697418,49514333,18073,32653494,16100,5910909,1353,4759,4450,77841752,13030044,8750000,3888000,27237864
4310645.exe,231646,48083431,14221616,780470,20244,78656,38894,54270,40663399,35958,40594077,40218,80417,424861,65091446,2749,70827301,2771,27180730,612,2116,4686,182862357,17395846,14048000,3010000,31464811
4547513.exe,241576,46527446,12607086,797881,20836,83186,40807,56901,41479637,37368,41526071,36672,72616,416829,66614133,2586,73430326,2757,27328135,656,2048,4030,193187554,17544548,17255000,0,31886136
4895496.exe,182724,127238979,54652266,782992,19046,93579,20493,35772,78556341,31310,78397868,31020,45858,638579,150637566,4423,143290880,1633,61503630,377,3348,3564,366251330,40555258,40270000,0,54687401
6136209.exe,82911,3047957,1544748,254768,9837,37635,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,400,<not counted>,<not counted>,<not counted>,4058117,1900000,1900000,18378594
6138596.exe,300854,9697434,9244191,548079,16129,61803,24775,31639,29555341,15424,29374062,15577,62726,445103,47950823,15954,37338485,9061,2880201,1356,8585,18353,17023635,12572938,11170000,1015000,26842056
6390372.exe,234616,6351440,7276717,528707,15634,59412,1957,5299,30679014,11512,30665115,15311,36494,349187,45061246,2896,39121642,423,5723247,180,6704,6410,7673277,11927716,11627000,0,25926440
7209300.exe,121276,135452095,55003154,765335,16346,87138,22075,40678,76979937,47768,78423339,44221,85048,757891,156345207,4826,146670809,1730,64261707,621,1604,2752,378861858,45786090,45530000,0,59933778
743173.exe,300777,10343006,9008903,600877,16758,65184,22548,28775,26493396,15044,26435449,14685,50931,426909,44639198,5834,39295002,2768,9115268,622,8035,5163,62201903,12931988,9682000,2904000,27066940
7617595.exe,237679,37959920,13829699,878036,21224,82459,21587,33835,39011307,38361,39009768,37157,51366,388953,61317265,2283,66573755,1646,27058647,391,1742,3545,169186895,16549462,16305000,0,30696532
7736428.exe,85422,3360089,2045721,355019,12665,39808,3441,24208,1839363,48503,1824395,48415,281388,511136,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,445,<not counted>,<not counted>,<not counted>,4972719,4618000,0,19156313
