file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1409011.exe,542155,206039959,101250360,979539,16174,122348,123617,234922,109034107,2025157,111684162,1734114,339792,2630063,258794860,20844,213365139,4156,120294910,908,3457,6782,646659095,97629949,88184000,9018000,162362919
2631785.exe,370532,75207175,31312241,717416,16533,81940,3595,19195,48723438,1983665,48186360,1942178,64267,1809971,129580451,5880,78566839,735,42788954,916,2483,2778,319975525,34689151,30372000,3919000,49001419
2781088.exe,493247,163140312,84020054,863476,17590,107857,5010,29327,137217118,99022,135291564,97237,85428,1139679,242333878,8186,199251598,3896,97295353,523,1836,8053,534439076,69181135,66945000,1998000,83198899
2951063.exe,399046,79272915,33032474,692340,19031,88600,3312,21430,48387469,1876241,48020976,1869620,68244,1661551,132073756,5801,75056730,732,40577523,917,2328,2268,323425071,35639654,34316000,1009000,50016923
3122929.exe,574869,167531485,84735346,999695,21657,133421,33385,83328,144991403,120867,145895378,119629,137844,1454054,258483882,10187,208002451,8478,99208295,1003,3647,11720,539639744,69820592,66098000,2002000,84010626
336539.exe,548592,169731889,87587869,931258,22333,109545,4967,28488,140528545,95908,135856812,916455,44788,1145408,244369297,6441,179339010,584,87537668,521,1733,7316,535610300,65737765,64440000,1006000,79849336
4005226.exe,327797,79151284,33359955,898733,17002,83164,6302,22683,48344328,2135933,49735445,2008647,121099,1695498,123125502,5167,79416094,800,43215175,913,3612,1393,320424361,33586828,32270000,1008000,47965723
4027093.exe,270658,70752165,32208017,656040,17164,77586,24600,36607,45924564,2207514,47687666,2011200,127994,1158629,125573435,6590,77023341,3098,42303919,525,2772,5250,304392933,33676361,30431000,2945000,47936094
4306462.exe,311394,82434979,34250719,709244,18856,86386,3315,18963,47810116,1992197,47132730,1939722,76411,1692028,128478438,5741,74258911,743,40388493,918,2674,2923,319560166,35074863,34758000,0,49216404
4320720.exe,445152,164969677,84317990,952525,18458,106092,5934,33636,143352344,109610,144201813,283174,78635,1268515,253210562,6964,192884860,608,91817810,519,1796,11541,524228593,69562367,67338000,1980000,83879582
4419376.exe,385768,77163441,34238672,726308,20379,86048,26186,40746,49439864,1855765,49119720,1846087,57079,883466,133447192,5347,69804074,2671,37852862,525,2521,5250,300535304,35936833,34636000,1018000,50162696
533881.exe,525039,168196314,87284777,1054672,21891,111343,5236,28314,140774260,95530,140757963,551876,76468,1180207,245423533,6931,187388711,768,89118266,518,1795,9614,528132873,66776964,65340000,1005000,81100229
5569370.exe,520725,169500225,87900586,1002203,19773,113220,9001,27746,140936547,95885,137628788,865534,40523,1149052,245257618,6179,181696119,584,87902293,519,1721,9040,522378180,66421508,64091000,2002000,80690448
5842855.exe,902965,173221814,86620789,1065033,19481,148404,61696,280803,120624105,804177,128437733,603416,275272,2269179,256712259,11813,230320979,13767,111176146,1905,3917,15534,584702819,73294212,69977000,2999000,87681989
5885275.exe,368074,76185199,34622817,707424,18682,83824,25946,41014,49638400,1813630,49310935,1838433,56248,901827,131896768,5418,70089194,2691,38036618,525,2444,6531,304839588,35865744,32508000,2955000,50114338
6068580.exe,525992,168268986,87136564,1017973,19024,108255,6932,33116,142108852,98925,137797013,898903,51239,1184346,245775110,6321,181259442,561,87936614,519,2634,9883,522531470,66280016,64929000,1014000,80388708
6073943.exe,865329,168997915,87103424,957609,20334,113126,6781,35152,143610114,107557,140957378,780135,108358,1553243,249844927,6676,185625158,820,89290955,910,1759,4652,538019943,67127769,65834000,997000,81376063
6178134.exe,579601,169631734,90611728,897198,19532,110761,150718,178220,135008368,159420,128923890,1102663,95087,1256149,243900335,6476,175422189,584,87856739,520,1804,8999,542626030,66100589,60911000,4912000,80387434
7740449.exe,900614,81523947,41229536,907630,26093,146774,87017,65464,49151442,1901542,46765081,2000801,115620,1632018,143633987,7564,63546963,11080,35652044,1913,5725,13960,268683965,38811865,36439000,2024000,53084333
7765486.exe,195198,75277751,31865905,644415,16895,78583,2803,20855,46802529,1993012,46739474,1996453,58551,1233339,127985580,5948,75912325,544,41576091,529,3156,2267,311089897,34302793,32008000,2000000,48505879
