file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1787832.exe,11828542,130269781,49053107,2322249,218334,2964294,218217,464951,236370211,17019636,233719683,17371985,3425650,15356605,761656390,55682,121765998,92567,52745184,8304,17794,43441,874061462,231655384,208290000,22921000,299319931
2048785.exe,182086,88963943,26031632,1476348,14807,122749,10902,64258,133554353,13431446,133094239,13463492,57977,2248144,598060617,17979,88469522,1382,25233543,133,4236,2112,571016351,162260578,161979000,0,176606353
2110174.exe,18218772,93290769,26193940,2045463,154568,7046592,108050,302345,179248481,18646204,182534441,17749175,779945,28756799,727989515,42798,96971471,111140,31363565,6284,15086,35292,810836246,196696660,182386000,14029000,211048112
3080883.exe,1629084,72954174,29219680,1489620,16345,137919,110771,157001,168073608,16333936,165991016,16453018,339169,3738143,547716205,18339,74222173,8851,26507824,1603,5775,9335,580003323,147697286,145373000,2005000,162017569
4900502.exe,3035691,92741283,30472549,1982951,37611,290163,459170,605285,224091976,16003698,220510742,16386168,1014738,5556657,661400427,33653,81790343,136669,29064007,7145,15435,48195,757455350,178035786,160754000,16974000,192509969
4972182.exe,11662407,124734860,58805636,1396678,51710,3448603,393240,540700,151960237,5693324,145391048,5749391,1733957,13131959,416039197,36983,134493353,71902,64815509,8303,9984,52496,746149876,112150165,96825000,14972000,126552863
4998183.exe,13375823,152447958,70257213,1440981,107809,312362,596510,662209,207163278,3720425,196883860,4365832,3037072,9213550,461298987,39299,151234330,61179,82610589,8295,10936,49427,884420228,124470477,111103000,13012000,138517452
4999544.exe,2644389,65158345,32032704,989128,42128,196975,501243,568738,105981513,1769979,107645956,2056424,1594030,4524109,249575437,21144,62802152,59736,25989550,7170,10137,44583,443595893,65824775,53325000,12073000,80202750
5226706.exe,213807,87040257,21882963,1593864,15243,130169,11589,63160,128285247,13388748,128031622,13333303,34904,2149575,631861724,15925,88485086,1637,20701107,138,4789,2883,495698675,170469947,168224000,1990000,184718841
5670639.exe,15192011,149287135,51890579,2341872,205024,638976,262089,450884,259565522,17616116,267271873,16423415,3462010,11811786,797138260,62507,159443019,104114,49919673,8298,11994,34375,1114958259,214944217,200658000,13976000,229194580
6013525.exe,17426269,198435103,50448157,2394834,208415,638340,274274,488246,232618171,20024690,247034624,17856033,3365321,11824017,801249465,64042,200343385,100693,47552477,8297,12366,29405,1279916954,216550308,203305000,12955000,230857891
6224408.exe,16306185,186926290,46327680,2169830,49182,306272,251166,395332,279903957,18028634,273976393,18096718,3584735,11305236,768000971,73853,194960469,77661,51144933,8300,15883,28990,1086732435,206519101,192139000,14010000,221063101
6258569.exe,141936,40952252,3410501,1343844,14079,115880,10503,71414,126387228,12936759,125540465,12967166,141444,1802064,504025794,11958,40749208,1188,1868163,136,3569,1293,394304883,133529587,132143000,1001000,147948506
6608004.exe,682651,62224290,21609923,683955,10973,122335,122238,387314,81511549,1192636,82982129,1821450,440715,1908431,182718954,7161,61630691,421,24124711,1738,1081,539,427587159,49617331,45297000,4026000,64052312
6644544.exe,19873846,147204304,33915765,2140785,83936,1301657,248576,549210,218640128,17036117,221838586,16330500,1315727,14905535,733143416,39874,139999102,132144,31579800,8306,14295,47270,1116428492,197953781,187577000,10030000,212551692
6730647.exe,191613,90562149,24952926,1379447,14018,113962,692628,747559,102291561,11219155,103305864,12080692,1537099,3238443,521699211,21843,88910870,2451,23419265,4264,3341,1860,568429453,141469750,134111000,7005000,155706510
6933552.exe,15841181,139677144,60881039,1400749,37927,314499,379495,424309,193887652,4856863,173880382,5299696,2134687,9308165,442449354,41505,148572749,57286,67415282,8304,10631,63046,835284347,119393154,103227000,15881000,133737877
7977536.exe,24244259,112255235,25111560,1969941,142661,3022822,179899,369521,222360622,17806369,216765651,17564090,1444258,19588779,759954542,30303,98996877,86067,23070036,4236,10131,14882,878022713,205283010,200866000,4017000,219568415
8465470.exe,15349722,150040172,52299486,2382022,202991,618833,252493,485692,254379171,17157080,264038922,16439720,3412025,11527448,797507631,61054,157816337,85481,49261831,8303,12555,28504,1122825505,215401405,201082000,14005000,229721566
8485009.exe,2165823,81209265,20786019,1804647,16130,186435,18746,535918,183647240,13827981,188532546,13988504,958052,4859327,696558780,25180,81386925,68841,20121649,3345,10708,25875,775727478,188827196,178422000,9967000,203296869
