file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1285040.exe,687806,309853194,104959866,3963054,26466,286817,172223,304938,204988271,1302589,205638858,1298102,244913,5899967,1537347372,53620,308388143,16973,105037278,4039,22984,34381,1860982899,443127998,435731000,6995000,510229477
1369343.exe,769152,1117559428,908432997,3961995,31851,325676,618429,614268,804554720,1487025,804749484,1496971,844989,7145780,1748672091,48460,1119207931,5346,917655715,2811,11337,6752,6426315710,472228757,463911000,7998000,486633893
1591395.exe,546480,305902718,105455763,3566411,28223,261072,25015,144670,207694601,1261078,208187692,1263907,193651,5072731,1420217070,38117,307595427,3687,104144820,1109,8612,6043,1841215423,382770384,379401000,3003000,397014731
181251.exe,453112,407057917,103194247,3103506,23086,227528,25796,140042,205845256,1262922,206166247,1256077,202831,5022459,1417583501,37509,408349689,3130,102572835,1111,8948,3354,1838619197,382841852,380551000,2002000,397082244
2042950.exe,534215,207262264,103919169,2852868,27347,231621,441879,177990,206320160,1229963,206631312,1225346,242447,4537360,1242403800,32025,207322855,2745,103570286,2089,7927,4684,1752152312,335266208,330952000,3999000,349579953
2048339.exe,594451,306993769,104036861,3486414,26774,254151,374667,170989,208423446,1289770,207774851,1277225,325945,5669457,1574886257,40492,306931603,3430,103088682,2084,9233,3789,1843659497,424949018,421543000,2996000,439257219
2075294.exe,524909,206691158,5890998,3301566,30068,240863,1130493,1722741,207608438,1240738,207869023,1237960,460549,5194897,1307191278,32382,206063592,4692,2458516,2086,8391,3928,2978657010,353569998,349304000,4003000,367747933
2110646.exe,680031,308141751,105096424,3530201,35570,279908,524782,279601,206792065,1277953,206840855,1274877,260530,5593013,1536194658,41351,307422062,3497,103479579,2088,10546,5312,1948713587,415519536,412125000,3000000,432164837
2117851.exe,543101,1011740813,703906620,3326858,25936,287988,244021,161425,610793177,1449017,612168805,1445621,166972,5329875,1482908882,36773,1019130341,3303,712385335,1689,8874,5363,4181254915,401535607,396222000,4990000,415792964
2266288.exe,318817,311109260,104055529,1687569,28559,152477,692808,1821482,203755025,1109740,207291898,1120708,436128,2723203,585560756,16487,315285429,1376,105403941,2082,3463,1754,1792744580,158141419,151836000,5993000,172658626
2275011.exe,375790,306185966,103596707,1993235,20182,156759,143344,202549,207834536,1148466,207574312,1147096,229309,2590386,662661844,28927,308025279,13628,104259416,4034,8520,32544,1346921357,179912503,171622000,7982000,194241559
232022.exe,283770,305541785,102334999,1825623,20041,151845,11803,69383,208039841,1133500,208060476,1131726,57021,2431159,661954517,16860,307784253,1480,103018615,1106,4709,2067,2062859330,179035935,174741000,3994000,193193999
2361679.exe,507312,304888278,103708095,3412106,23526,239563,91167,216045,206664657,1260758,206399965,1252669,217653,4966952,1413089680,41190,305638428,9462,103046099,2079,14909,18407,2033563712,381212269,378882000,1999000,395545568
2383883.exe,563455,207761037,104757952,3223584,31186,220005,757362,1768581,207681562,1215951,207999376,1215125,432644,4817027,1287217548,32662,207083745,2917,104097246,2082,9937,4270,2765403265,348018218,344651000,3005000,362529120
2434254.exe,999056,307679867,106391540,6638799,38311,444605,118711,366612,207884719,1498476,208095903,1500540,275174,10141490,2973173742,76884,307996742,12302,105785824,1108,23221,10399,3843986485,802304494,800999000,999000,816723816
