file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1943931.exe,14443229,68412188,12066318,987360,13265,116516,45679,87439,32722763,4071983,32059695,4308146,42290,2145402,214922529,8025,70291641,730,12280409,213,2474,2182,163461209,84498762,79997000,4050000,156711992
2520984.exe,13816215,66452346,15653584,723009,11416,89801,5923,23575,26835626,5146371,26905476,5036324,32667,2220303,200845231,7598,66371315,722,11703822,224,1738,907,163714398,54655672,53331000,987000,68669010
2636614.exe,67257794,429273603,58094908,4234840,31893,18195911,34105,454273,314401058,23117537,314414780,23114953,81558,84815740,1951365999,48253,429008290,4459,54973128,259,12150,5519,1146041407,526966949,524518000,1998000,541368139
2695910.exe,10976263,64545079,13777952,912273,15517,96068,4245,27624,32258287,5409313,32225686,5405008,11603,922091,243690701,6008,66206165,553,11445545,201,1503,744,142647820,65665554,65319000,0,79926095
3048609.exe,25381241,88569661,24010734,1906431,15816,304238,6344,312221,39804733,9443658,48925271,9674399,458822,8430992,483912268,35676,131683383,2423,51061351,185,23494,138577,373374400,97571647,95206000,2004000,112039168
3457019.exe,6218175,64267954,13010638,725676,12774,94256,5380,65302,27136228,5459211,27192627,5381241,38702,1961346,199221394,6755,66676327,655,11639177,182,1280,397,138007271,54296947,52936000,980000,68444556
363509.exe,7780481,69968314,54491768,882510,14614,96533,4130,27215,32074159,4666298,32118819,4662558,12081,980894,239185665,6652,71930212,583,56556447,188,1854,955,278816296,64383532,64075000,0,78706334
3666543.exe,88900,2657649,2384851,182868,5220,32702,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,210,0,358,2243929,3471166,1040000,2080000,17223381
4046853.exe,13755892,63765407,12862679,809948,14063,153956,3719,117535,27202687,4761669,27136019,4777149,21640,1839324,219222661,6643,66580861,664,11661775,237,2269,2015,137769202,59001653,57717000,995000,73378528
5075663.exe,28490508,90089008,13486755,1045198,15044,1181100,8172,68777,58633119,9972065,59059906,9911157,57329,14405887,365139800,11571,91793332,1027,10759921,216,2305,1169,250839374,98088831,97786000,0,112297631
5104802.exe,6154706,75121878,13297905,738160,13501,79088,4985,26475,27023129,5209540,27431707,5140884,40547,939796,200880839,6953,78529483,589,11619991,195,1174,682,177259826,53777756,52403000,1007000,67917709
5409465.exe,24675319,73436505,15616848,1031228,13548,824893,12640,50522,40232772,10227844,40364025,10211909,27821,7934756,335094676,9161,74107251,858,11061620,179,2522,1419,201655640,90412384,89138000,1001000,104556528
5878214.exe,40372808,260135333,182144031,6062023,2174208,5443239,7511358,7624505,232660285,8573327,224967024,8680093,18085078,28997545,1329635518,269229,259131141,737627,180741749,117352,367712,702960,1140264022,360585895,181047000,179047000,375152813
5920970.exe,14521674,63950965,13420533,737028,12940,78345,3595,23905,26870683,5515721,26868347,5511436,27776,1000871,207654137,6926,66399552,652,11700460,175,2226,718,150033259,56047987,54662000,1012000,70412643
6123694.exe,18565634,98586232,16259801,781124,11204,86077,15711,44963,60187237,5999348,60489568,6042405,33621,1391007,266072959,6595,101690853,604,11781538,184,1686,550,268128391,71796210,69458000,1984000,85827804
6227368.exe,13681746,66698669,21163429,783250,13922,100591,22496,33643,27718778,5072639,27759532,5046754,8428,1861840,220778303,5392,68157014,648,17648258,217,2095,1891,154489300,59667938,58314000,988000,73665419
786190.exe,14392672,66671991,15631482,738645,12799,78826,13121,31336,27940624,5611445,27962737,5609591,28232,935637,212407834,7151,69308643,676,12164240,170,2308,1709,157143718,57276863,56944000,0,71534271
787752.exe,6535228,84340596,24848886,871691,13798,123786,4372,26207,47855812,4953922,47895602,4958920,20794,2130507,249342128,6608,85617626,578,22652518,184,1612,742,399393571,67397226,66106000,1001000,81754249
8000029.exe,23663969,778608036,371628859,2564253,19559,401204,21485,226639,613483603,5789362,613405831,5789861,80831,21448263,1117524313,29781,784381931,2717,375325375,246,7394,4905,2632830833,301794721,301439000,0,315836769
8557275.exe,11132614,65190844,14310084,924979,25198,112076,4023,26113,39963456,5758118,39918648,5759385,10074,901251,231043939,5932,66552550,527,11529788,213,2168,2082,192069302,62592359,62198000,0,76905807
