file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1051839.exe,3721219,133962192,68589318,1279482,134235,1185991,405797,707629,75843081,512873,79042404,520011,907149,7607865,221221772,50364,110348818,14045,52379099,1878,8274,9653,420819312,91526933,85042000,6074000,153949102
1252905.exe,5699991,119198870,61523505,1229971,333200,2325933,237196,506428,92329721,511079,85688486,546944,2105453,9838257,272906938,186958,105126230,42877,53055486,4216,6181,19619,360501779,74282882,66976000,6997000,88705826
1764918.exe,3348418,140665478,69425335,1149142,162488,1265109,390242,807255,78172948,506747,77346643,567598,1411798,8241174,258004217,75150,104197608,14794,53591020,3327,6388,10358,458268133,69173626,60989000,7869000,83621903
2418910.exe,4211514,105233396,61201848,1184994,134769,1275055,183390,557380,96785098,511661,91606354,545152,1112665,8197155,243687090,72874,89121241,17237,55770837,2609,6793,10349,430635638,65596432,59166000,6016000,79938376
286469.exe,3368020,135634080,67766945,1180352,237867,1279358,299421,583547,92057051,766328,84636954,845898,1749776,10283967,257324636,157251,100138398,24612,51737517,2521,5450,12828,448019555,69550056,63106000,6010000,83843637
3097002.exe,4350816,122927682,63571087,1227160,332011,1690354,223241,521416,92406411,613719,86140062,614592,1877302,9172446,269538872,166843,102833307,37006,50201683,3235,5710,18306,370782544,73007963,66722000,5975000,87364932
384742.exe,3498978,113327651,72797100,1147153,168135,1136373,178206,494797,115015182,542594,103556552,559482,1171277,8080001,261633832,83809,90889461,14519,55041853,2531,8613,13543,463483423,70719228,66393000,4023000,85019539
4119306.exe,2561529,138397572,64543326,1207702,149325,1344276,201675,621238,69602975,686181,69583900,859434,1328989,11449641,235237407,65504,131372389,8743,69934622,2242,4478,8126,498028817,63452821,58125000,5010000,77760215
4982865.exe,4746491,110458789,56319261,1247609,299949,1661238,236711,495971,92463859,562197,86541597,579367,2356696,9926817,279032281,152125,106102922,52445,52071215,3440,12063,23573,363593239,75013447,69726000,4980000,89263289
5251261.exe,2740720,141490755,66125353,1284829,146566,1365853,280849,457872,72513575,585942,71753436,689725,1368657,10012844,241738720,73263,120924262,10040,68211206,2437,3002,8940,485836876,65027333,60636000,4042000,79052164
5546172.exe,3123367,140026246,69186190,1150109,152364,1308505,289599,464748,75356304,621779,74379535,719108,1256242,9404146,269550127,84225,112685148,11292,63420812,2452,4364,8815,503301255,67707474,62345000,4948000,81937317
5717238.exe,3444558,142595204,69336446,1104704,157748,1291395,355539,536728,77101532,546248,76262039,596720,1325345,8379849,250090376,74957,104506191,15258,56639141,2841,6105,8975,476434212,67437934,61104000,6010000,81821683
5804700.exe,2715313,130024957,61056538,1243325,251856,1363968,270836,538144,83060281,877892,77515201,960839,2129486,12081764,245718519,173512,120307367,23788,67922891,2517,6633,11343,459706199,66196534,59888000,5988000,80582944
6399800.exe,3383250,314267918,163262595,1893268,264023,2317069,119161,366652,215971922,1246223,220836057,1154876,888509,8219790,465301432,30688,349233948,13778,185524132,2481,9678,29127,995390592,125889024,122455000,3011000,140175365
6676911.exe,3136833,145565113,68445235,1138133,156798,1430845,302001,636740,72790315,586295,72379586,680070,1391503,10676168,242065003,83646,119283525,11135,66750160,2685,4561,7965,485868579,65583400,56298000,8889000,79844312
6962765.exe,2936116,144497328,68469306,1182015,179308,1412017,308065,484707,72451272,591926,72361683,676250,1426646,9897385,243326744,76641,119678031,10745,67496025,2732,4733,7980,488090544,65912058,63419000,1981000,80410284
778856.exe,2475033,138012996,65968449,1240470,155232,1409785,272614,454753,71408423,608014,71270739,726555,1452439,10482989,242621569,72434,120056595,10669,67087928,2532,6654,9521,481714114,65691677,59207000,6021000,80165621
7873464.exe,3481627,318585090,165191013,2162484,306424,1642561,144883,787684,207851422,1552598,208681767,1476217,1611736,11321262,484091547,57919,362752830,17528,192877812,3132,12360,34607,1032488920,130550248,123213000,6955000,144957748
8420004.exe,3163283,313203728,163426645,2003170,252467,1939124,121653,356437,214688330,1310870,219897887,1200689,1025225,8208192,469460874,29611,349745711,12642,185832084,2431,6318,27816,1005099040,126783662,122454000,3982000,141321195
885892.exe,4921378,105175275,50442990,1434623,426200,2575571,234634,493993,109622232,514901,99055991,533930,2584825,10031566,287403104,161030,107959915,51184,54146674,4415,7103,27723,364394778,77431172,69092000,8010000,91706578
