file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1402105.exe,20704028,522338976,237526931,20055158,166728,569748,6922101,7360543,549033691,633217,544413931,635556,27888507,43890129,2239747420,799982,499795535,445133,232847374,98763,308851,391235,5361476029,624905137,425931000,198433000,690223556
171227.exe,13670281,215655215,106984915,1125845,260484,532086,418386,449415,29929506,65838,29412388,61162,7142821,26399910,320218368,201208,213023762,16370,106692708,4040,2112,1563,899150820,86801927,79522000,6958000,101171258
2146464.exe,13113543,210100651,106799836,1676538,101990,372150,1063125,1552923,210155486,93126,211894383,106168,7988926,29609958,524511750,191134,198962949,21112,99072221,2086,3379,1805,1726318698,142269559,136936000,4997000,156722000
283471.exe,6367259,390220276,100617285,2378542,25935,320310,16920,101773,211659827,170630,211575428,163576,367258,18281326,979996271,27273,402797177,2307,99621657,1115,5863,3069,1369441064,264198093,260895000,2998000,278192517
3208130.exe,14833696,448096431,195042562,7147304,155530,640470,6402115,6754609,493794262,609461,494885725,613157,12669519,31203333,1976898209,205094,442738157,591271,195120856,97791,111189,396541,5014259220,534025244,374442000,159188000,548402987
3208532.exe,28028587,581222880,209048980,5571528,285893,872171,6647288,6794469,303540862,486050,303233487,497906,29001463,55056491,1428672712,414647,566592768,1668235,204727875,99784,115684,751441,2584251604,385548751,227084000,158059000,402312633
385049.exe,6937302,213064239,104319616,875797,13142,192217,278078,157958,100378746,69840,95194637,69385,299805,14989519,268061859,7416,213118752,660,113266437,2085,1530,697,1018344277,72125529,68001000,3000000,86368821
511442.exe,19567841,231413237,116655018,1563746,149525,524849,611413,768236,213880193,138285,215260946,128146,13408951,44477434,587953997,223204,229369055,192124,114734284,2083,3651,2087,1877241671,157497197,152000000,5000000,171703087
5441244.exe,12681277,300787306,101995305,2253221,154269,410094,294245,112452,325209909,182004,315030383,176760,8760285,31583840,957968603,196412,297748237,23760,99862850,2087,7004,3661,3157645241,257656256,253269000,4004000,271886058
5448241.exe,6883575,213830538,106285523,1231003,15942,213516,278314,159611,210857113,86734,206237622,90426,383889,15395614,443109416,13339,199243851,1115,101886259,2079,2983,1765,1817974430,119327945,115898000,2997000,133676200
5524738.exe,13018102,209641100,105837830,1408653,135923,360398,341380,60057,214580746,91258,215232528,90934,8499015,30129063,532017640,189545,199156718,21041,99273218,2088,4609,1846,1736997142,143830056,140459000,2988000,158082987
5602065.exe,13164615,211846418,107230649,1711914,104051,369625,889497,1354361,215158421,89455,212439897,104996,7986536,29632940,524948631,189105,198133382,21216,99617737,2087,3164,1403,1741326302,142504203,136160000,6007000,156904965
5690648.exe,6930566,215875882,106355601,1030000,17150,202843,9858,49516,89933831,81513,93183406,74136,343231,14178023,347572284,8916,212072555,792,109188632,1112,2179,1038,1324545083,93923923,91608000,2013000,108004993
5748937.exe,6708356,413810403,103850518,1343044,19075,227227,11251,57812,195692720,111279,196697244,102382,575220,15992534,521115719,15317,414441916,1213,105934947,1111,3253,1445,2014523923,141245503,138934000,1999000,155398689
5770138.exe,6846167,212964442,105851058,1235276,17359,222347,150550,44530,216906221,92345,204702324,88120,430744,14660739,441611120,12896,198090430,1046,103204811,2082,2594,1174,1837609286,119499163,117171000,2002000,133557384
5979726.exe,12870057,208170630,105437791,1435894,136498,405639,195569,72670,211949470,120464,213485199,109531,8320204,29826840,546600856,173948,199357152,36084,99386270,2088,4887,2609,1623158245,146864877,140556000,5981000,161537396
6551688.exe,6693244,207817460,102209604,1249353,23962,218129,8577,44396,103081802,71552,99207893,68409,298430,14581212,389919590,9631,205480193,963,106118615,1110,3417,2255,1490138981,105600538,103331000,2006000,119859270
6835408.exe,12785546,203201509,102749177,1517280,121213,375187,394436,441994,201399516,113794,203988553,105987,8007298,29319224,555855917,211060,208459359,10878,102421124,4036,4577,2630,1820637090,150539547,142199000,8011000,164788047
691289.exe,28112722,581426024,308828647,5932418,177890,803761,7002326,7509386,305304083,460535,302726118,470388,27828291,55860559,1436462820,319326,569340634,1769427,306606369,99790,270544,492875,2691093831,388629709,227621000,160732000,402803323
8238023.exe,13117920,211166934,105752802,1431285,136826,365158,229442,58302,216472025,99627,216285772,108988,8407879,29252654,533678984,186068,198132649,22975,98809994,2088,3786,1744,1742994021,143694919,138312000,5011000,157978129
