file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1735981.exe,4021378,343258401,183876921,2111447,156654,1449305,484974,843720,183512117,1390531,186231149,1456523,1525936,11891524,476906080,116809,307987491,17186,174397402,2833,6420,28987,1027127410,154356601,141847000,11903000,201066954
2408959.exe,2453425,294892259,155297649,1598156,68724,947646,117980,372710,198552748,861082,198607940,864725,391056,6326051,392100948,28543,306760136,15330,158705588,2040,5908,27975,900974330,105846341,103515000,2010000,120272817
3675256.exe,1875210,95800519,45939021,911891,67652,807281,115996,306573,75715134,447885,75274147,461835,359629,5282577,178604677,15604,102499813,10350,49712883,2062,2341,8520,340070555,48291121,42972000,4996000,62502028
4166218.exe,2314730,104306982,49559442,1066124,108120,970414,225685,432736,74383733,415053,73570994,449263,1358170,7442251,198397673,45721,104350164,26603,52664397,2644,4416,12924,368858863,54747136,50390000,3952000,69135138
4381451.exe,4118404,118413390,58543995,1431338,463049,2010129,313647,563966,88005186,591602,89219173,586629,2085677,10269773,329053474,208646,122604938,62072,60780199,3034,5243,19651,410780156,88276045,76978000,10996000,102703831
4540243.exe,1902955,305943754,158977890,1612956,131464,1233396,87949,368505,201955523,1285028,202077432,1285414,505782,6543723,422321437,27742,319685848,13720,169348886,2596,5393,23809,937585597,113727716,105494000,7961000,127866278
4860832.exe,2478988,294959683,153596113,1630071,110054,995890,127400,373099,199681709,862555,199120168,866589,495614,6401276,396540248,25266,313535743,15723,161891252,2034,6051,26964,902801346,106965465,102629000,4024000,121250112
5461201.exe,2542572,106768846,50602891,973377,123233,1257751,168695,417400,75391122,639293,75277375,557877,1334493,8367321,205945603,33311,106554859,11634,54083457,2468,2949,10495,375567311,55588759,47375000,7895000,69886084
5528880.exe,1901426,97818948,46400586,954676,94928,942109,90901,240671,77138646,423704,77641406,448857,686966,6379277,188625691,13728,106945930,9274,51506641,1949,3792,8512,351266372,50992290,45592000,4955000,65271876
5557634.exe,2956088,111794307,55914085,1277476,333208,1039738,322933,799820,88365127,270481,88682913,261542,2724305,7928555,263429529,252984,117092410,107237,58776713,4043,5114,26953,410062700,71005560,61485000,9071000,85241080
6164655.exe,3640326,112664233,54240147,1148520,136567,1062244,316117,794145,67514687,532021,67346796,597060,1310205,8982080,230952177,98100,94105966,14023,47956389,2540,4031,10018,371098484,62683022,56230000,6024000,76827363
6968005.exe,3573209,109772847,54752790,1209860,259308,1349766,275281,701599,82433274,529512,76751703,549955,1540293,8381724,248467374,209064,92756385,40686,49939397,3264,5112,10252,368771743,67040853,58713000,7961000,81341734
7117658.exe,2324355,104835188,49478618,1093039,134282,997078,224661,621905,70956988,415960,71941962,444152,1511731,7328537,202281497,50626,103050697,26790,51836835,2650,4326,13695,366770542,55105826,49594000,5060000,69281841
7240130.exe,2534113,297771282,155409708,1642591,176811,1243287,129740,375275,200104528,1011368,200548291,1016166,654276,6500907,412649671,26190,318474062,12887,169200426,2435,4329,21355,926048880,111046050,106744000,3990000,125475840
7244472.exe,2324704,100410601,48152898,1056386,118152,1006753,161749,247258,71861663,436708,71855825,468170,1242465,7322573,194467263,45794,105819740,31522,52211932,2269,3796,11316,357912346,53202220,47995000,4897000,67669147
7380878.exe,2261732,302481777,157403135,1756300,243260,1309223,184234,414299,201624603,1151199,201229089,1149595,835470,7022552,424837282,60394,318458729,36955,169424350,2486,8896,26304,938117902,115128013,110823000,3993000,129477542
7534269.exe,10982139,359283868,184245977,3930702,1512507,4769167,712635,1250090,245882072,6623464,245054014,6662647,8213042,26337960,1051849931,1198331,357281005,132240,182523571,6971,17858,41582,1108923886,284565457,263197000,21015000,298953422
7568057.exe,1948260,90189971,53812213,1014891,90331,901875,144837,394251,90380763,384134,89121612,408106,872635,6912817,195381145,16071,95613469,8632,59122674,1935,4798,11294,411789350,53064501,49650000,3039000,67495937
7632862.exe,714608,42947593,20416808,664294,24802,200438,641252,299167,27649913,86506,31111391,95491,324404,1057100,77756613,2981,59517825,2625,32725793,2948,1201,5254,168222390,20889991,15670000,4896000,35351323
7824960.exe,2443672,293753723,153509879,1585436,146421,1171342,125239,371574,200163708,870713,199495269,873942,614606,6392784,401935934,25633,314129234,14513,163685899,2073,5166,27552,898653638,108393900,103055000,5002000,122706107
