file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1370229.exe,75714,29028449,13547413,558417,12527,63506,18907,31417,21038917,34645,19877767,41277,49723,744370,41267664,5448,29634212,461,15388690,138,1456,1184,100852699,31268653,28190000,2088000,98162206
1769104.exe,61222,70114199,35543606,500719,11039,61783,5822,18535,50385589,21735,50449552,20883,36547,369971,87630129,2380,81542764,196,41577416,127,681,2080,234118039,23383939,21080000,2007000,37510010
1997948.exe,106336,80739539,39417930,604869,11856,69258,4682,18682,54711476,21994,54831659,22618,34301,503001,97496401,2680,90092527,242,46341981,517,1203,4194,257139841,26203491,23912000,1992000,40303074
2207605.exe,177362,8727923,5179145,724355,13310,51158,1246,8343,23145602,9309,23302728,11301,39359,396997,41228627,2935,30959074,505,12353035,522,9583,<not counted>,<not counted>,11391192,9109000,2024000,25613501
2366368.exe,98840,80030533,38823960,568637,10766,69920,4049,14057,55436045,21523,55333016,19574,17034,473890,97493813,2592,91006748,264,47090630,519,729,2232,259729373,26051711,24721000,988000,40024510
2780834.exe,65785,79363403,39327417,485325,10732,65584,5290,12038,53492918,21189,53510430,18946,14864,410358,94084191,2514,87721351,207,45424584,324,691,5891,251740960,25486527,25146000,0,39887499
3235338.exe,93208,79267317,39749412,518829,10322,62171,3412,12764,54609201,24694,54821622,22963,22888,454720,96336443,2772,90184565,223,46699516,321,727,5970,259371045,26728507,23439000,2929000,41115505
375888.exe,377400,10141769,8749998,403272,10353,42727,2479,4798,21273106,10419,20129684,17692,27709,306229,37604164,3169,26881550,899,124910,134,<not counted>,<not counted>,<not counted>,10220239,9879000,0,24130734
3892624.exe,81987,76380827,36613134,507153,11336,61609,5397,17074,52352467,21945,51705475,22174,34362,465771,91280965,2467,83590982,241,42745655,518,1067,3421,242014860,24658389,22355000,2032000,38988410
4073051.exe,64598,70173760,35611420,506759,11436,62808,3876,15623,49380620,23184,49594959,21076,25034,365230,87580724,2291,81421090,187,41679837,127,643,2166,234944041,23411493,22003000,1000000,37778921
4121629.exe,65024,74811939,36607718,501686,11280,61951,4201,16639,50037156,25121,50275458,22159,30331,429668,88773470,2320,82544072,205,42224895,324,692,4196,238319182,24627332,23270000,1011000,38824765
4578708.exe,350428,9445146,9294341,439944,11356,44788,1738,6788,22435442,11201,21872755,19042,32974,323936,37871751,3123,27728214,748,2930763,132,<not counted>,<not counted>,<not counted>,10558329,9265000,1029000,24816655
526412.exe,60591,72614247,35508425,510948,11257,63466,1587,18627,50771101,24310,50688561,22000,36852,381530,89539808,2361,82079436,197,41891585,131,689,1861,236079338,23643251,20416000,2916000,37902626
5811632.exe,132742,85736942,44332483,609361,11930,61720,14366,34705,59017243,87017,57930172,76437,68790,1010438,108715050,6800,96029600,329,50937032,423,852,6124,282742712,30742705,28512000,1966000,45055052
5869113.exe,57172,75142871,36917545,500559,12554,64378,2844,13029,50203458,19257,50966826,41114,122833,543275,93372256,2620,82460092,287,42122512,130,828,2999,239456212,24181357,21707000,1973000,38314063
5976921.exe,44530,72964054,35875912,475374,11552,62803,3784,14678,50023168,23229,49926524,20075,25110,371565,87711180,2322,80858689,192,41305763,128,662,3285,232691348,23717915,23520000,0,37754365
6028185.exe,67710,80523886,39480202,506275,11538,64577,1708,12220,54165301,20028,54302105,21191,16449,427069,96355514,2596,89768342,217,46609910,323,734,6227,259079430,25863245,25608000,0,40074586
6426681.exe,46550,74238778,35774935,492644,11736,62496,4229,14195,48996977,23735,49433997,21427,25602,375950,87112143,2242,81454739,191,41602337,128,647,2571,234187838,23564158,22207000,1009000,37801893
7766424.exe,65839,80638541,39016984,477976,10889,66078,4552,16648,54255975,25615,54584076,24196,28712,468642,96507200,2605,90162204,210,46708990,324,730,5171,259002367,25711155,25300000,0,39946469
8455115.exe,57875,72331119,35749176,507849,12437,64657,1759,9510,49467945,20556,49634656,18056,21148,353357,87372348,2346,81055956,194,41354341,127,708,2430,233773802,23606504,20401000,2914000,37921953
