file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
2307838.exe,13514796,210023892,104363991,1172904,282950,533479,379649,457131,187401323,97987,189739092,92808,7248183,27159045,337396319,200765,209540051,20834,108188273,2084,2895,1724,1288821802,115316466,108743000,6041000,164738033
2409014.exe,452724,317083936,11747365,1581372,28933,187445,599438,317064,509259972,1338368,518102489,1341593,544483,2767590,561051786,16080,325166354,1321,8215207,2520,4220,2595,1795099807,151231496,145795000,4993000,165663172
2451062.exe,364187,309998241,104167075,1789800,20596,141751,728766,986336,309788851,1126627,313279617,1130764,534140,3205820,571469241,17373,315631999,1263,105482234,2087,3380,1793,1690759533,154170507,150841000,3016000,168523832
2516802.exe,343508,320139570,107266805,1828275,14870,131126,609389,696940,204293980,1063978,204969565,1068737,1030525,3885549,608641482,42015,312356897,8648,108446626,4042,4379,1976,1306240806,164775449,154379000,9959000,179202591
2538223.exe,373499,303235833,101933282,1848375,18724,143068,12291,65512,513729354,1130360,514402874,1136383,111974,2416159,634937078,17289,308632775,1605,103006392,1111,5175,2703,2350268763,171801844,168325000,3005000,186123087
2838507.exe,247140,212775261,4354503,1240289,12725,86957,896074,1334609,213362057,1113670,216296743,1122466,364912,1859780,289491068,9509,214788812,2732,2756131,2082,3028,1227,1087811216,78733647,71453000,6946000,93219980
3425234.exe,365445,307799862,104655786,1575259,20752,130692,428765,121006,208881306,1128691,210129809,1130265,175742,2218336,545347363,14338,313850233,2950,105483253,2084,4300,2350,1457888348,149631561,146288000,3005000,163847884
3760856.exe,359277,307093914,103713022,1704624,24672,158604,391903,58382,419558437,1139565,419659871,1139123,180872,2260739,560197125,16265,313356282,1294,104672651,2082,4149,2354,1762389214,151648986,148301000,3006000,166096828
3881005.exe,351453,304289824,102506655,1624397,23535,146194,10020,59269,208481423,1122791,208437977,1124019,56592,2096028,565604697,15663,309748739,1311,104014596,1106,3617,2827,1345766917,151961464,148545000,2990000,166185538
421866.exe,424192,309543643,103944291,1778700,15009,125065,681039,771652,317281899,1138345,317395227,1136887,402598,2730442,540794260,18054,312460706,1588,105038397,2085,4113,2491,1569901239,146509654,141068000,5002000,160756748
4782128.exe,318799,309084901,103333589,1551305,16783,141730,551940,227034,208497001,1120693,209709913,1126836,235965,2344821,588729752,16777,313124442,1374,104758546,2090,4176,2129,1262910912,158812708,153442000,5014000,173158407
5172847.exe,417406,305123476,103335280,1557143,21778,130707,143269,56115,316229119,1132543,316241672,1136190,158110,2226835,557923813,16027,313123151,1339,104239005,2093,4798,2651,1456386911,150531813,146147000,3976000,164706317
5945339.exe,275142,314684792,10850763,1509670,23279,177439,167610,79943,316096136,1350050,315649609,1340589,211843,2316535,578353707,15435,318564750,1316,7651288,1536,3436,1916,1580552621,156160994,150793000,4993000,170640873
6012416.exe,14541732,344598247,199553164,5104505,136042,489087,6787756,6702154,403632616,461217,403833267,518381,12528264,27342739,1146307088,213441,346072772,614835,202398837,98761,104616,393723,1905762784,309822348,171276000,138223000,324048552
6086206.exe,643239,1222132486,912165050,3361746,28857,268648,717787,722870,699616115,1451276,701475636,1453211,1054681,6327874,1417193551,40163,1220903727,3457,920775154,2809,10642,6342,4206653906,383498384,379031000,4000000,397971164
6111112.exe,295180,301417048,62405393,1364990,13646,105085,8474,47761,313133737,5560871,313011148,5555145,77900,1790724,466418442,12832,311273103,1369,62000059,1103,3867,2377,1161037512,126934867,123535000,2988000,141332319
6114886.exe,282509,304253375,102076940,1440468,15520,117228,9391,58584,208361813,1119611,208502553,1116338,68071,1955590,542911782,15917,308175926,1463,103331802,1111,4995,2597,1546426003,145885951,142476000,2989000,160228249
6677723.exe,314586,308647021,103425652,1526128,17899,131001,508987,208084,206059587,1124982,207839928,1127054,333126,2611056,597582526,17697,312899639,1345,104619824,2085,3892,1611,1362942164,161410372,154925000,5958000,175861407
7474778.exe,529942,1210051853,901085054,2794764,22839,239988,381330,200465,713370891,1407668,714454702,1411074,253809,4455280,1201383468,32241,1224110052,2878,914083071,1831,8146,5178,4684535634,324560008,319230000,5003000,338954418
8445631.exe,248176,307241157,4988056,1723930,21343,142824,81521,70629,416407976,1432436,415016002,1424277,137004,2238123,574160973,14823,311044905,1260,2423919,1108,3444,1787,1672194592,154735800,151218000,3004000,169154572
