file,L1-dcache-load-misses,L1-dcache-loads,L1-dcache-stores,L1-icache-load-misses,LLC-load-misses,LLC-loads,LLC-store-misses,LLC-stores,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,dTLB-store-misses,dTLB-stores,page-faults,iTLB-load-misses,iTLB-loads,instructions,duration_time,user_time,system_time,perf_time
1200127.exe,5989369,118888804,60720886,2487324,1256746,2867074,681805,704508,103847816,768364,108023060,721072,6429680,16164345,490894762,626162,140128791,39139,70547882,6384,11769,41101,446671787,145549368,127852000,17114000,195184265
1288015.exe,6009102,128247452,60236890,1640648,931396,3005790,144208,207521,105155428,601442,106794470,599066,5714474,17310136,453420793,654946,142846593,17149,67992540,3462,6911,16617,489700389,122837516,114504000,7965000,137285088
1412740.exe,5998283,385381869,206973229,3094372,1154548,2608682,763359,1064717,232787313,1718993,234523294,1716453,8298276,19991803,767094719,704518,370058488,306481,208514124,7964,226191,55699,1198344843,210262612,194900000,14992000,224613890
1661747.exe,6124270,325737320,173491565,2796402,1293591,2816228,320301,413677,242281718,838846,241390077,859768,5130557,14082555,690146408,594530,354583500,53046,187361556,5993,11857,63764,1027408747,186650672,171264000,14935000,201042950
1738849.exe,4925036,146811577,74425694,2239332,822584,2008646,721848,1048728,108891011,629843,107634132,630573,4971631,12127871,438078478,519679,140422265,97336,75158349,7640,11462,37001,526352731,118520261,105140000,13017000,132901283
1836986.exe,4560500,128088032,62770131,1530841,875667,2208993,157131,215613,90185570,642075,89454975,642486,3692381,9973106,414036668,544848,121961628,34556,63032362,2875,5463,13491,459976246,111771034,104377000,7025000,126139695
1867909.exe,4157770,125124000,63431474,2071962,664677,1479885,560238,1819579,87947982,1028561,89060561,939413,5503756,14887407,393074991,488267,134934870,34208,69177234,6343,8099,37992,473355692,105847394,93581000,11946000,120111966
199194.exe,6649329,324055711,173529478,2860518,1295988,3332743,353193,970418,241089356,838090,241685461,844045,5875794,16810812,696173512,628297,357291182,50291,188885515,5450,13037,60257,1016471361,188014641,177369000,9964000,202318087
2010138.exe,5337212,123220291,60032689,2031345,991894,2459247,496770,1864069,90587637,652500,95728831,637622,6057633,17577446,461178354,663177,137818784,63667,67118876,3456,6280,22835,459447074,124168904,119806000,4027000,138610260
2026322.exe,6672227,323636522,174025723,2638687,1310167,3319355,359279,989607,241131800,834842,241372236,838533,5811655,16733347,694760094,629991,355021794,49313,187575441,5500,13155,51765,1010232467,187865480,180528000,6981000,202098965
2065049.exe,3998217,330264397,174461458,2822571,855911,1963053,174248,323154,233819479,899444,234500652,903470,4306053,12411021,613689993,361693,365664073,59860,193299747,5954,13840,48291,1052836041,166198565,154863000,10990000,180300574
2121340.exe,4978542,340462762,184884675,3148589,821907,1884961,228527,325182,252588335,919346,252844564,914165,4516308,12812989,644383129,446776,372209155,240671,193204432,7575,14286,43681,1062285976,174520745,156167000,18019000,188840534
2143171.exe,3620333,121811189,61856065,2154128,659472,1577393,427996,369242,85103105,1037078,90463069,864530,5223064,13500264,386920281,426841,135275466,122216,68643727,6343,10692,29072,462118235,104483873,93161000,11019000,118748015
2186188.exe,6022496,357333017,191090097,3121915,1432318,3625831,542216,573267,229363453,1139192,234233287,1163776,6190666,14337904,766251889,613809,390185949,226710,213322529,7575,14664,45678,1148198666,204576649,190205000,14015000,218886823
2401365.exe,5974242,134808379,66186056,1816557,1002849,2246749,775956,633453,87514833,633497,88337486,701450,5166958,12279369,426454585,696259,123366022,54138,62391470,6118,95063,26273,449001164,114751227,106466000,8035000,128825227
2434801.exe,4559243,121788796,62329895,2435570,967592,2131344,297771,327292,88446001,1266158,94772411,1044108,6706603,15106226,467320208,576328,139039673,127521,70330171,5993,8835,34374,464748995,126145072,112912000,12875000,140586324
2449204.exe,5436772,138236792,69637361,2181901,944472,2048515,645243,825510,92855033,855110,92332244,1024291,6508166,14241030,477005686,658049,131418801,161177,65676792,6774,121358,32720,485317458,132323174,116000000,16000000,146693151
2484484.exe,6663992,153470240,79572410,2769860,1223113,2528125,754109,1178882,109551555,901475,108276651,1135308,9395796,19549184,560106227,903737,149521965,256326,78699741,8588,13026,52514,556324879,151584473,132191000,19027000,165998374
2555671.exe,5851925,171434439,95894379,2378067,1115526,2818147,1252001,1360731,111116262,638748,113110333,643402,7312747,16987743,551902011,599851,168632045,163101,94011733,9499,123257,35385,624556759,148621929,133258000,15029000,162880493
2661841.exe,5132158,352069730,186413327,2884211,866593,2262245,625399,584651,220250095,976333,221105156,1224062,5542944,14633997,643125096,548059,360158671,34510,192460259,7161,54405,43990,1107946708,173296667,159956000,12996000,187913939
2770690.exe,6508915,135991589,68120874,2000298,987834,2650204,487818,1032325,88099736,916803,88882424,997831,5997877,16073540,474745006,734212,125552866,34868,64150119,5455,81595,25186,464921490,132083990,118661000,13072000,146503329
2919030.exe,9462317,338366424,190263574,3920674,1735735,3780259,450254,637557,277839316,1591142,275067105,1791299,10918604,23335194,988127053,1172381,366149215,161291,180103491,8475,22281,70545,1029182807,266598841,252246000,14013000,281179753
3018156.exe,5775855,158267934,83931606,2539802,1104974,2415491,756827,867722,103314916,800678,104400768,1033635,8630364,19178768,541992301,696961,142895771,284978,77935237,7970,13046,51173,551780155,146575926,133175000,13017000,160986965
3034704.exe,5273996,338857559,177438497,2931681,1206174,2716439,302535,397062,235242177,1070586,233721534,1092188,4873850,13613689,686928975,543419,365570698,67932,198837192,6781,16778,49301,1084817419,186842495,166561000,19947000,201172130
3166917.exe,8562700,352537459,188205615,3289284,1627675,3695667,925296,1913564,241152770,1678840,240803840,1523295,10279660,22718032,831517173,1018489,380924670,169367,204129840,7765,21192,75627,1136934436,223915159,205630000,17967000,238081684
3200505.exe,4748372,149049342,74964145,2205563,801726,1951371,553562,749897,107153980,643897,105616679,637778,4444549,11099007,430828084,466447,145686616,59443,78548084,6967,8159,31164,558597266,116786916,101468000,15069000,130844357
3587262.exe,4523968,119068707,57933522,1706856,949645,2620244,149811,235470,92364179,711645,91879765,711256,4202264,12243622,432512296,634056,124969945,11388,61175998,3260,7829,13544,423278062,116074260,112580000,3015000,130513942
3719646.exe,4605430,371145095,200279072,2656436,958615,2099700,1132616,1147839,200186945,2028441,206889065,1696926,8041062,17914513,715582005,608575,344469903,66218,192351871,9026,17283,31051,1127184403,192943618,175636000,16964000,207208500
3846270.exe,4603419,144334153,72968771,2371275,818197,1949155,619136,649933,116960275,674007,108390301,658656,4432248,11374081,430894770,493440,145668197,149600,80813919,7578,8755,27553,549625390,116025070,99600000,16097000,130168588
4073298.exe,4311273,117200867,60227418,2201788,1036632,2271890,176068,262219,99095522,767846,100742052,706704,5678052,13642043,452580932,567977,132427518,94543,67189970,5213,9439,28333,445127225,123510881,110201000,12906000,137788653
4107305.exe,4458137,141706250,71153226,2404675,766493,1855880,465537,480360,107341356,659243,102985513,676451,4572671,10458053,420302550,461335,155137605,178773,86526202,7189,8260,41012,537515452,114184658,99880000,13983000,128481184
4113619.exe,6579577,134886719,67373370,2246690,1040755,2248987,976308,1497984,94008167,815997,94007575,1064094,7735689,15594039,500985556,733813,130818952,123299,65018188,7165,69840,37405,474462948,134641857,119271000,15034000,148849179
422946.exe,4886004,329112274,172597539,2191870,1209287,3093061,134421,230180,224145212,1087708,225858341,1094548,4801500,12896113,673176213,670265,360917629,33605,191946132,3255,12882,23301,1026173079,183099346,174674000,7985000,197492446
4234695.exe,5579360,321982045,172605032,2187279,1066896,2749400,135256,211065,230384636,886748,230297512,888204,3803055,11461058,660122562,648360,346489624,21482,182056652,3254,11558,31001,999423692,178368606,173893000,3997000,192600796
4425410.exe,21968864,191838610,88927249,5474593,2912211,10131203,822697,1259571,158771971,7294657,158479986,7271276,17799422,51286527,1387709791,2618813,198488148,112384,86612232,10538,23173,91469,668621761,373153960,352823000,19990000,387437629
4435988.exe,4803239,145044424,76025133,2699635,778775,1811769,682211,814196,113782346,606545,118005551,603804,5802318,14080871,458671997,486310,148098982,258961,76416414,9235,12064,26859,529077632,123548688,102361000,20869000,137882175
4449212.exe,5925970,135400592,67822964,2235384,954025,2087846,570706,670313,91803325,934776,93018299,1085649,6720171,14844900,484995171,627859,136160153,51863,66787598,6785,89039,26364,497179051,131141431,120749000,10062000,145460980
4512446.exe,4093169,352144311,187235187,2968754,741275,1773726,1062616,1307376,214075653,1621645,215044920,1572684,6573379,15154468,635480627,545015,358014082,209805,193257812,6731,17929,34353,1108430936,171900264,160604000,10972000,186282258
4581841.exe,6569522,136538908,66520259,2142782,1165314,2519683,798066,1052011,92095605,801368,92203329,998336,7675837,15623789,508477090,741561,130551308,116168,64856681,7164,85153,41410,471769963,135607122,122231000,13024000,150006601
4649581.exe,5857145,171548924,87706355,2355059,1005931,2234593,1059523,1274914,129732576,626040,125130210,627421,7067843,13945785,514802366,634528,150326524,531756,85502724,10537,15854,47029,612652129,139827157,123461000,15930000,154236668
473956.exe,5586175,325490157,171881987,2150318,989417,2512716,133071,209077,224158964,915688,223914915,917244,4027426,12081363,642519673,618468,350418897,16262,180638446,3057,10047,26486,1022693277,174021146,168712000,4991000,188416028
4776310.exe,4467669,149458164,77954715,2604670,775013,1753995,650812,661931,118613938,603769,112687372,614195,4984327,11788508,442315234,472194,139698445,337938,75903433,9037,11192,49280,537021415,119882331,100632000,18930000,134241306
4866380.exe,4193851,127623686,61631974,1478389,865653,1932660,153968,216210,87053983,658857,86582860,659271,3780271,9971717,396941627,522374,126583434,12659,64775572,2869,5600,12077,472750816,106988043,100573000,6034000,121314665
5005818.exe,12664565,184728840,117739426,3473214,1420868,3550559,2359212,4146878,151025620,835068,154769641,859537,12740528,31516989,739168107,1142446,183112231,221444,111592376,23566,43945,91638,717237778,199371455,163018000,36004000,213699425
