@relation problema-weka.filters.unsupervised.attribute.Remove-R3-8

@attribute pkg numeric
@attribute cores numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
1.93,1.87,17
3.34,3.22,17
3.15,3.02,17
3.25,3.11,17
1.06,1.02,17
4.55,4.41,17
3.41,3.27,17
2.83,2.72,17
2.61,2.54,17
3.18,3.05,17
5.8,5.58,17
3.38,3.24,17
3.62,3.47,17
3.5,3.35,17
3.73,3.59,17
3.4,3.26,17
3.17,3.04,17
3.22,3.09,17
5.56,5.4,17
6,5.74,17
3.47,3.34,17
3.6,3.47,17
3.09,2.96,17
3.31,3.17,17
4.07,3.95,17
3.47,3.32,17
3.4,3.26,17
2.78,2.68,17
2.96,2.84,17
3.05,2.92,17
3.16,3.02,17
3.54,3.4,17
3.07,2.94,17
2.84,2.72,17
3.42,3.28,17
3.72,3.59,17
1.69,1.64,17
3.34,3.2,17
3.39,3.25,17
3.2,3.07,17
2.47,2.41,17
3.25,3.14,17
3.57,3.44,17
3.56,3.42,17
2.02,1.95,17
3.42,3.28,17
2.55,2.45,17
3.53,3.39,17
3.57,3.44,17
0.78,0.75,17
1.63,1.57,17
3.34,3.2,17
3.31,3.18,17
3.35,3.21,17
3.29,3.14,17
1.87,1.82,17
3.25,3.13,17
3.19,3.05,17
4.78,4.63,17
5.46,5.3,17
3.41,3.27,17
3.46,3.32,17
1.69,1.61,18
1.58,1.5,18
1.41,1.36,18
1.55,1.49,18
1.55,1.47,18
4.24,4.03,18
1.28,1.24,18
1.67,1.59,18
1.7,1.66,18
1.56,1.49,18
4.14,3.94,18
0.48,0.47,18
1.65,1.59,18
1.93,1.86,18
4.22,3.93,18
1.87,1.79,18
1.69,1.6,18
1.09,1.05,18
1.33,1.27,18
1.66,1.59,18
4.09,3.88,18
1.62,1.55,18
4.24,4.04,18
1.08,1.04,18
0.61,0.6,18
2.99,2.86,18
0.91,0.89,18
1.5,1.44,18
1.98,1.9,18
2.03,1.94,18
1.54,1.49,18
1.69,1.61,18
0.83,0.79,18
1.07,1.03,18
1.54,1.47,18
3.58,3.44,18
1.58,1.51,18
6.01,5.75,18
5.36,5.17,18
2.18,2.09,18
1.65,1.58,18
1.3,1.26,18
1.55,1.48,18
1.56,1.48,18
4.1,3.89,18
2.82,2.72,18
1.06,1.02,18
4.67,4.49,18
1.58,1.51,18
4.02,3.79,18
4.38,4.17,18
1.65,1.57,18
3.43,3.31,18
6.28,6.07,18
1.77,1.7,18
1.59,1.52,18
1.33,1.29,18
3.38,3.25,18
1.06,1.02,18
1.57,1.49,18
1.55,1.48,18
1,0.97,18
1.38,1.34,18
1.54,1.47,18
5.21,4.97,18
1.57,1.53,18
0.86,0.84,18
1.88,1.81,18
1.68,1.61,18
5.3,5.05,18
1.59,1.52,18
1.53,1.47,18
1.97,1.89,18
1.56,1.49,18
1.55,1.48,18
1.54,1.48,18
1.56,1.49,18
4.16,3.95,18
4.08,3.88,18
1.58,1.51,18
1.3,1.26,19
1.21,1.16,19
1.06,1.03,19
1.05,1.02,19
1.75,1.68,19
0.91,0.87,19
1.06,1.03,19
1.08,1.05,19
4.37,4.22,19
1.06,1.03,19
4.82,4.67,19
4.15,4.03,19
4.83,4.69,19
1.25,1.2,19
3.36,3.25,19
1.07,1.03,19
0.97,0.93,19
1.05,1.02,19
1.56,1.5,19
0.91,0.87,19
3.5,3.38,19
1.08,1.04,19
1.04,1.01,19
0.97,0.93,19
4.02,3.87,19
1.05,1.01,19
1.54,1.48,19
0.93,0.9,19
0.81,0.78,19
1.07,1.02,19
0.88,0.84,19
1.02,0.97,19
1.6,1.53,19
0.96,0.91,19
0.97,0.92,19
1.03,0.99,19
1.08,1.04,19
1.47,1.41,19
1.68,1.61,19
1.49,1.42,19
1.08,1.04,19
2.92,2.83,19
1.56,1.47,19
1.53,1.45,19
1.11,1.06,19
1.54,1.47,19
1.58,1.5,19
5.03,4.88,19
4.1,3.95,19
1.29,1.24,19
0.95,0.9,19
1.28,1.23,19
2.74,2.65,19
1.7,1.62,19
1.06,1.01,19
1.05,1,19
1.01,0.97,19
4.26,4.13,19
0.95,0.92,19
1.08,1.04,19
0.94,0.9,19
0.88,0.84,19
3.46,3.33,19
1.39,1.34,19
2.41,2.33,19
0.53,0.51,19
1.12,1.09,19
4.42,4.26,19
1.36,1.31,19
1.06,1.03,19
1.68,1.6,19
1.47,1.39,19
3.23,3.12,19
1.17,1.13,19
1.04,1.01,19
3.99,3.86,19
1.43,1.36,19
3.32,3.2,19
5,4.84,19
1.07,1.04,19
0.16,0.16,20
0.01,0.02,20
0.01,0.02,20
0.03,0.02,20
0.17,0.16,20
0.37,0.36,20
0.34,0.33,20
0.53,0.51,20
0.22,0.2,20
0.13,0.13,20
0.01,0.02,20
0.18,0.17,20
0.39,0.38,20
0.32,0.31,20
0.16,0.16,20
0.02,0.01,20
0.14,0.13,20
0.33,0.32,20
0.35,0.34,20
0.19,0.19,20
0.18,0.17,20
0.29,0.29,20
0.2,0.19,20
0.22,0.2,20
0.13,0.12,20
0.19,0.19,20
0.02,0.01,20
0.23,0.21,20
0.01,0.02,20
0.16,0.16,20
0.31,0.3,20
0.21,0.21,20
0.13,0.12,20
0.12,0.12,20
0.23,0.21,20
0.01,0.01,20
0.12,0.12,20
0.36,0.35,20
0.16,0.16,20
0.16,0.16,20
0.37,0.37,20
0.01,0.02,20
0.41,0.4,20
0.17,0.17,20
0.32,0.32,20
0.28,0.28,20
0.19,0.19,20
0.25,0.24,20
0.19,0.19,20
0.32,0.31,20
0.38,0.36,20
0.5,0.49,20
0.16,0.16,20
0.37,0.36,20
0.58,0.56,20
0.2,0.2,20
0.33,0.32,20
0.16,0.16,20
0.32,0.32,20
0.01,0.02,20
0.23,0.22,20
0.34,0.33,20
0.13,0.13,20
0.24,0.24,20
0.16,0.16,20
0.01,0.01,20
0.01,0.01,20
0.37,0.36,20
0.21,0.2,20
0.01,0.02,20
0.33,0.32,20
0.3,0.29,20
0.43,0.41,20
0.13,0.13,20
0.36,0.34,20
0.78,0.75,20
0.2,0.19,20
0.22,0.21,20
0.01,0.01,20
0.37,0.36,20
0.05,0.04,21
1.21,1.15,21
0.12,0.11,21
0.2,0.2,21
2.16,2.09,21
0.03,0.03,21
1.8,1.73,21
0.42,0.41,21
0.16,0.15,21
2.44,2.34,21
1.99,1.94,21
0.06,0.05,21
0.02,0.02,21
0.06,0.05,21
2.52,2.45,21
0.31,0.29,21
1.57,1.52,21
0.35,0.34,21
0.03,0.04,21
2.19,2.12,21
0.35,0.34,21
0.06,0.06,21
0.05,0.05,21
0.06,0.06,21
0.34,0.33,21
1.3,1.27,21
0.14,0.14,21
0.04,0.05,21
0.38,0.38,21
1.55,1.5,21
2,1.93,21
0.25,0.24,21
0.18,0.18,21
0.1,0.1,21
2.01,1.95,21
0.18,0.17,21
0.04,0.04,21
1.56,1.51,21
0.06,0.06,21
1.43,1.39,21
3.05,2.96,21
1.4,1.37,21
0.04,0.04,21
0.11,0.1,21
1.57,1.53,21
0.23,0.23,21
0.57,0.56,21
1.65,1.6,21
0.03,0.04,21
0.16,0.15,21
1.85,1.79,21
0.1,0.1,21
2.02,1.95,21
0.04,0.04,21
0.01,0.02,21
0.05,0.05,21
0.21,0.2,21
0.05,0.05,21
1.94,1.88,21
1.56,1.5,21
0.22,0.22,21
2.57,2.5,21
0.2,0.19,21
0.1,0.09,21
1.54,1.49,21
1.53,1.49,21
0.18,0.18,21
0.16,0.15,21
1.07,1.04,21
0.93,0.9,21
0.32,0.29,21
0.03,0.04,21
0.04,0.04,21
0.06,0.05,21
0.03,0.04,21
1.28,1.23,21
1.22,1.19,21
2.08,2.01,21
0.16,0.16,21
0.03,0.03,21
0.13,0.12,22
0.14,0.13,22
0.14,0.14,22
0.31,0.29,22
0.3,0.29,22
0.31,0.3,22
0.29,0.29,22
0.19,0.18,22
0.12,0.12,22
0.14,0.13,22
0.14,0.13,22
0.14,0.14,22
0.12,0.12,22
0.15,0.14,22
0.32,0.31,22
0.3,0.3,22
0.13,0.12,22
0.3,0.3,22
0.11,0.1,22
0.14,0.13,22
0.14,0.13,22
0.12,0.12,22
0.12,0.12,22
0.08,0.08,22
0.14,0.13,22
0.28,0.27,22
0.27,0.26,22
0.31,0.29,22
0.3,0.28,22
0.31,0.3,22
0.12,0.12,22
1.13,1.08,22
0.13,0.12,22
0.29,0.27,22
0.27,0.27,22
0.13,0.13,22
0.12,0.12,22
0.29,0.28,22
0.29,0.28,22
0.14,0.13,22
0.31,0.29,22
0.13,0.12,22
0.29,0.29,22
0.23,0.22,22
0.12,0.12,22
0.3,0.29,22
0.12,0.11,22
0.11,0.11,22
0.11,0.11,22
0.13,0.12,22
0.3,0.28,22
0.13,0.13,22
0.14,0.13,22
0.11,0.12,22
0.31,0.3,22
0.3,0.3,22
0.2,0.2,22
0.12,0.11,22
0.13,0.12,22
0.12,0.12,22
0.15,0.15,22
0.13,0.13,22
0.3,0.29,22
0.27,0.27,22
0.31,0.31,22
0.13,0.13,22
0.33,0.32,22
0.23,0.22,22
0.12,0.11,22
0.18,0.18,22
0.12,0.12,22
0.3,0.29,22
0.13,0.14,22
0.3,0.29,22
0.14,0.13,22
0.09,0.09,22
0.27,0.27,22
0.11,0.1,22
0.12,0.12,22
0.12,0.12,22
0.47,0.44,23
1.54,1.49,23
1.47,1.43,23
1.4,1.37,23
0.77,0.74,23
0.7,0.68,23
0.75,0.73,23
0.72,0.7,23
4.42,4.25,23
0.43,0.42,23
1.39,1.36,23
1.41,1.38,23
0.69,0.66,23
0.41,0.39,23
1.37,1.33,23
0.46,0.45,23
0.7,0.69,23
0.63,0.61,23
0.78,0.75,23
1.37,1.34,23
1.41,1.37,23
1.36,1.32,23
0.71,0.68,23
1.41,1.37,23
0.33,0.32,23
0.7,0.68,23
0.8,0.77,23
0.84,0.81,23
0.72,0.69,23
0.71,0.69,23
0.71,0.69,23
0.75,0.73,23
1.39,1.35,23
0.68,0.66,23
1.37,1.33,23
0.64,0.62,23
0.65,0.64,23
0.74,0.71,23
1.12,1.1,23
1.7,1.64,23
0.71,0.69,23
0.69,0.68,23
1.41,1.38,23
0.69,0.67,23
1.43,1.39,23
1.41,1.36,23
1.38,1.35,23
1.44,1.41,23
0.68,0.65,23
1.43,1.39,23
1.32,1.29,23
0.75,0.73,23
1.46,1.41,23
0.67,0.65,23
0.71,0.69,23
0.65,0.62,23
0.65,0.62,23
0.68,0.66,23
0.65,0.64,23
0.63,0.62,23
0.67,0.66,23
0.79,0.75,23
1.42,1.38,23
1.2,1.15,23
0.67,0.64,23
1.42,1.38,23
1.53,1.48,23
0.66,0.63,23
0.7,0.68,23
0.61,0.59,23
1.44,1.4,23
0.66,0.64,23
1.1,1.08,23
0.68,0.66,23
1.4,1.36,23
1.11,1.08,23
1.38,1.33,23
1.37,1.34,23
0.74,0.72,23
0.43,0.42,23
1.56,1.51,24
0.6,0.59,24
0.63,0.61,24
0.59,0.57,24
1.37,1.33,24
1.45,1.41,24
1.35,1.31,24
0.71,0.69,24
1.44,1.39,24
1.34,1.3,24
0.69,0.68,24
0.86,0.83,24
0.87,0.85,24
0.75,0.72,24
1.43,1.38,24
1.32,1.28,24
0.63,0.61,24
0.72,0.69,24
0.7,0.67,24
1.34,1.29,24
0.61,0.6,24
1.34,1.3,24
0.71,0.69,24
0.64,0.62,24
0.58,0.57,24
0.65,0.63,24
1.79,1.72,24
1.36,1.32,24
1.99,1.9,24
1.44,1.39,24
0.67,0.65,24
0.57,0.55,24
1.31,1.27,24
0.63,0.61,24
0.71,0.69,24
1.31,1.27,24
2.41,2.33,24
1.42,1.38,24
1.34,1.3,24
0.65,0.64,24
0.61,0.59,24
1.32,1.28,24
0.65,0.62,24
1.39,1.35,24
0.63,0.61,24
0.67,0.65,24
1.32,1.29,24
0.62,0.6,24
1.43,1.39,24
0.62,0.6,24
0.6,0.59,24
0.63,0.62,24
1.36,1.32,24
0.71,0.68,24
0.92,0.9,24
0.71,0.68,24
0.67,0.65,24
0.63,0.62,24
1.32,1.28,24
0.53,0.51,24
0.64,0.63,24
0.64,0.63,24
0.59,0.58,24
0.62,0.61,24
0.63,0.61,24
1.35,1.32,24
0.82,0.78,24
1.47,1.42,24
0.71,0.69,24
1.36,1.32,24
0.68,0.67,24
0.71,0.69,24
1.33,1.3,24
1.52,1.48,24
0.84,0.82,24
1.36,1.33,24
1.33,1.3,24
2.71,2.61,24
1.35,1.3,24
0.63,0.62,24
2.14,2.07,25
0.79,0.76,25
0.75,0.72,25
0.73,0.7,25
0.7,0.67,25
0.77,0.75,25
0.7,0.68,25
0.74,0.73,25
4.4,4.24,25
0.74,0.71,25
1.49,1.45,25
2.2,2.11,25
0.76,0.75,25
0.73,0.7,25
1.58,1.52,25
0.62,0.59,25
0.73,0.71,25
0.76,0.73,25
0.74,0.72,25
0.8,0.77,25
0.74,0.72,25
1.44,1.41,25
1.46,1.42,25
0.82,0.79,25
0.8,0.77,25
0.72,0.7,25
0.83,0.8,25
1.5,1.46,25
1.56,1.51,25
0.71,0.69,25
1.42,1.37,25
0.75,0.73,25
0.69,0.67,25
1.48,1.44,25
1.44,1.4,25
1.49,1.44,25
0.69,0.67,25
1.47,1.43,25
0.87,0.85,25
1.44,1.4,25
0.7,0.67,25
0.73,0.71,25
0.76,0.74,25
1.48,1.43,25
0.73,0.71,25
1.49,1.45,25
0.72,0.71,25
0.7,0.68,25
0.85,0.82,25
1.47,1.42,25
0.75,0.73,25
1.57,1.52,25
2.02,1.96,25
0.72,0.7,25
0.77,0.74,25
0.71,0.69,25
0.71,0.69,25
1.51,1.47,25
0.75,0.73,25
2.17,2.11,25
1.57,1.53,25
0.74,0.72,25
0.96,0.92,25
1.49,1.45,25
1.51,1.47,25
0.67,0.64,25
1.47,1.43,25
1.74,1.68,25
1.45,1.4,25
1.56,1.51,25
0.76,0.73,25
2.14,2.06,25
0.87,0.84,25
0.83,0.8,25
0.7,0.67,25
1.8,1.75,25
0.7,0.68,25
0.88,0.86,25
2.45,2.37,25
1.25,1.22,25
1.33,1.29,26
1.34,1.3,26
1.28,1.25,26
1.57,1.52,26
0.54,0.53,26
0.58,0.56,26
0.62,0.6,26
0.58,0.56,26
1.29,1.25,26
1.37,1.33,26
0.63,0.6,26
1.43,1.37,26
1.38,1.33,26
0.6,0.59,26
0.57,0.56,26
0.61,0.59,26
0.66,0.64,26
0.64,0.62,26
1.25,1.22,26
1.31,1.28,26
1.36,1.32,26
0.59,0.58,26
0.7,0.68,26
0.59,0.57,26
1.32,1.28,26
1.45,1.4,26
0.64,0.61,26
0.64,0.61,26
0.11,0.12,26
0.64,0.62,26
0.7,0.67,26
0.63,0.61,26
0.61,0.59,26
0.59,0.57,26
0.59,0.57,26
0.59,0.57,26
1.33,1.29,26
0.62,0.6,26
1.31,1.28,26
0.36,0.34,26
0.61,0.58,26
0.61,0.59,26
1.62,1.57,26
0.09,0.09,26
0.64,0.62,26
0.52,0.5,26
0.63,0.6,26
1.39,1.36,26
0.78,0.75,26
1.49,1.46,26
0.58,0.57,26
1.5,1.45,26
0.64,0.61,26
0.52,0.5,26
0.65,0.63,26
1.7,1.65,26
0.64,0.62,26
1.37,1.34,26
1.31,1.27,26
0.57,0.56,26
0.61,0.59,26
1.31,1.27,26
1.28,1.24,26
0.6,0.57,26
0.65,0.62,26
1.31,1.28,26
0.6,0.58,26
0.66,0.64,26
1.32,1.28,26
0.57,0.56,26
0.82,0.79,26
0.74,0.71,26
1.31,1.27,26
0.63,0.61,26
1.65,1.59,26
0.65,0.63,26
1.37,1.33,26
1.28,1.24,26
0.67,0.65,26
0.76,0.74,26
1.01,0.98,27
2.11,2.05,27
0.87,0.83,27
1.22,1.18,27
0.43,0.42,27
0.87,0.85,27
0.89,0.86,27
0.91,0.88,27
0.89,0.86,27
0.87,0.85,27
0.89,0.86,27
0.87,0.85,27
0.88,0.85,27
0.84,0.8,27
0.93,0.9,27
2.17,2.11,27
2.92,2.82,27
0.86,0.83,27
0.91,0.89,27
0.9,0.87,27
0.92,0.9,27
0.88,0.85,27
2.13,2.07,27
0.88,0.86,27
0.91,0.89,27
0.97,0.93,27
0.88,0.84,27
0.85,0.83,27
2.25,2.19,27
0.86,0.83,27
2.61,2.53,27
0.88,0.86,27
1.34,1.29,27
1.24,1.2,27
0.81,0.78,27
0.85,0.82,27
0.93,0.89,27
1.31,1.27,27
0.88,0.85,27
0.83,0.81,27
0.8,0.77,27
0.88,0.86,27
0.87,0.85,27
2.16,2.11,27
0.85,0.82,27
2.15,2.09,27
0.83,0.82,27
0.85,0.81,27
0.86,0.83,27
0.84,0.82,27
2.21,2.15,27
0.82,0.8,27
0.85,0.83,27
2.19,2.14,27
0.89,0.86,27
2.16,2.11,27
0.97,0.94,27
0.85,0.83,27
2.86,2.78,27
0.89,0.86,27
2.14,2.08,27
0.82,0.8,27
0.84,0.81,27
2.09,2.03,27
2.21,2.14,27
0.92,0.89,27
0.98,0.96,27
2.18,2.12,27
0.86,0.84,27
0.97,0.94,27
2.11,2.05,27
0.85,0.83,27
2.11,2.04,27
0.87,0.84,27
0.86,0.84,27
0.87,0.85,27
0.89,0.86,27
2.16,2.11,27
0.88,0.85,27
2.15,2.09,27
2.18,2.11,28
1.42,1.38,28
2.81,2.72,28
1.44,1.39,28
2.18,2.11,28
1.39,1.35,28
1.38,1.34,28
1.34,1.31,28
1.91,1.87,28
2.08,2.02,28
0.92,0.9,28
1.8,1.74,28
2.45,2.38,28
1.32,1.27,28
1.2,1.17,28
1.33,1.3,28
2.45,2.37,28
1.36,1.32,28
1.96,1.91,28
1.45,1.42,28
1.42,1.38,28
2.16,2.1,28
1.72,1.67,28
1.41,1.37,28
1.9,1.85,28
2.04,1.97,28
2.41,2.34,28
2.49,2.42,28
2.11,2.04,28
2.37,2.29,28
2.52,2.45,28
2.02,1.96,28
2.98,2.88,28
2.84,2.75,28
1.94,1.89,28
2.24,2.16,28
1.92,1.86,28
2.11,2.05,28
2.94,2.85,28
2.75,2.66,28
2.85,2.75,28
1.09,1.06,28
1.37,1.33,28
1.43,1.39,28
2.77,2.68,28
1.65,1.61,28
1.36,1.33,28
1.9,1.84,28
2.43,2.35,28
1.26,1.23,28
2.11,2.05,28
3.36,3.26,28
1.36,1.32,28
0.74,0.72,28
2.11,2.05,28
1.29,1.25,28
1.04,1.01,28
1.56,1.51,28
1.36,1.32,28
1.2,1.18,28
1.38,1.34,28
1.27,1.22,28
2.01,1.94,28
2.24,2.17,28
1.38,1.34,28
1.67,1.63,28
2.5,2.43,28
1.78,1.73,28
2.15,2.08,28
1.73,1.67,28
1.78,1.72,28
2.03,1.96,28
2.46,2.38,28
3.66,3.55,28
1.37,1.34,28
1.51,1.47,28
2.24,2.17,28
1.35,1.32,28
1.34,1.3,28
2.22,2.16,28
0.29,0.28,29
0.63,0.62,29
0.53,0.51,29
0.51,0.5,29
0.63,0.62,29
0.41,0.39,29
0.25,0.24,29
0.31,0.29,29
0.3,0.3,29
0.49,0.48,29
0.43,0.41,29
0.74,0.71,29
0.5,0.49,29
0.45,0.44,29
0.27,0.27,29
0.24,0.24,29
0.5,0.49,29
0.41,0.39,29
0.3,0.29,29
0.29,0.29,29
0.42,0.41,29
0.53,0.5,29
0.26,0.25,29
0.3,0.29,29
0.3,0.28,29
0.5,0.48,29
0.35,0.35,29
0.37,0.35,29
0.42,0.41,29
0.38,0.37,29
0.29,0.28,29
0.42,0.41,29
0.77,0.75,29
0.49,0.47,29
0.3,0.29,29
0.5,0.47,29
0.31,0.3,29
0.61,0.59,29
0.44,0.42,29
0.63,0.62,29
0.43,0.4,29
0.31,0.3,29
0.5,0.48,29
0.48,0.46,29
0.29,0.28,29
0.67,0.65,29
2.12,2.04,29
0.28,0.27,29
0.3,0.29,29
0.49,0.47,29
0.89,0.86,29
0.28,0.28,29
1.89,1.83,29
0.39,0.38,29
0.42,0.41,29
0.32,0.31,29
0.3,0.29,29
0.52,0.51,29
0.42,0.41,29
0.28,0.28,29
0.49,0.47,29
1.73,1.67,29
0.32,0.31,29
0.4,0.39,29
0.42,0.42,29
0.29,0.28,29
0.51,0.49,29
0.64,0.62,29
0.29,0.29,29
0.49,0.47,29
0.52,0.5,29
0.28,0.28,29
0.64,0.62,29
0.3,0.29,29
0.41,0.41,29
0.48,0.47,29
0.29,0.28,29
0.28,0.27,29
0.5,0.49,29
0.4,0.39,29
1.91,1.83,30
1.88,1.83,30
4.06,3.93,30
4.49,4.36,30
4.49,4.35,30
2.03,1.96,30
1.41,1.37,30
1.47,1.43,30
3.69,3.58,30
1.8,1.74,30
1.47,1.42,30
1.6,1.55,30
2.63,2.55,30
1.64,1.6,30
2.41,2.33,30
1.46,1.41,30
1.54,1.48,30
1.33,1.28,30
2.15,2.09,30
2.12,2.06,30
1.34,1.31,30
4.86,4.7,30
1.75,1.68,30
1.95,1.89,30
2.17,2.12,30
1.35,1.31,30
2.28,2.2,30
4.12,3.98,30
1.92,1.85,30
2.76,2.67,30
2.59,2.5,30
2.66,2.58,30
1.07,1.03,30
1.52,1.47,30
3.31,3.21,30
2.14,2.07,30
1.48,1.42,30
1.59,1.54,30
1.37,1.33,30
1.3,1.26,30
2.93,2.8,30
1.8,1.74,30
1.46,1.41,30
4.86,4.68,30
1.42,1.38,30
3.04,2.94,30
3.08,2.99,30
1.84,1.78,30
2.32,2.25,30
1.27,1.23,30
2.01,1.95,30
1.72,1.67,30
2.74,2.66,30
4.54,4.4,30
3.68,3.56,30
4.49,4.35,30
2.22,2.14,30
2.98,2.88,30
2.32,2.24,30
6.28,6.07,30
1.44,1.4,30
2.49,2.41,30
3.7,3.59,30
0.53,0.51,30
4.38,4.24,30
3.85,3.75,30
1.81,1.75,30
1.58,1.54,30
2.01,1.95,30
1.57,1.52,30
1.54,1.49,30
1.78,1.72,30
3.7,3.59,30
1.51,1.46,30
1.82,1.76,30
1.76,1.7,30
2.14,2.07,30
3.89,3.77,30
3.75,3.63,30
2.1,2.03,30
2.25,2.17,31
1.34,1.3,31
1.6,1.55,31
1.34,1.31,31
0.95,0.92,31
0.67,0.64,31
1.3,1.26,31
3.19,3.09,31
1.26,1.22,31
1.32,1.28,31
1.32,1.28,31
1.52,1.46,31
1.43,1.38,31
0.7,0.67,31
1.3,1.26,31
1.31,1.26,31
0.17,0.17,31
1.41,1.37,31
1.12,1.09,31
4.41,4.25,31
4.33,4.18,31
1.21,1.16,31
1.4,1.35,31
1.41,1.36,31
0.24,0.22,31
0.94,0.91,31
1.31,1.27,31
2.22,2.14,31
1.3,1.25,31
1.29,1.25,31
0.82,0.79,31
1.27,1.23,31
0.84,0.81,31
0.15,0.15,31
1.33,1.29,31
1.25,1.21,31
1.39,1.34,31
1.37,1.32,31
1.34,1.3,31
1.3,1.26,31
1.29,1.24,31
0.9,0.87,31
1.5,1.45,31
1.42,1.38,31
1.44,1.38,31
2.98,2.88,31
2.74,2.65,31
1.5,1.45,31
1.31,1.26,31
1.33,1.28,31
1.43,1.39,31
1.44,1.4,31
1.39,1.35,31
1.51,1.47,31
1.46,1.42,31
1.44,1.4,31
1.35,1.3,31
0.72,0.69,31
0.76,0.73,31
5.16,4.97,31
0.59,0.57,31
1.59,1.54,31
1.28,1.23,31
1.44,1.4,31
0.1,0.1,31
1.14,1.09,31
0.29,0.29,31
3.09,3.01,31
1.22,1.18,31
1.22,1.17,31
1.33,1.28,31
1.29,1.26,31
1.38,1.33,31
0.37,0.35,31
1.28,1.23,31
0.31,0.3,31
1.46,1.41,31
1.32,1.28,31
1.3,1.26,31
1.37,1.32,31
