@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.57,1.52,0.07,0.00,4.08,131974071,103633000,27901000,0
1.57,1.52,0.07,0.00,3.92,130808394,105782000,24948000,0
1.59,1.55,0.07,0.00,3.85,130998534,96983000,33994000,0
1.58,1.53,0.07,0.00,3.98,131469779,97268000,34094000,0
1.59,1.54,0.07,0.00,3.98,132826794,95804000,36924000,0
1.59,1.54,0.07,0.00,3.98,131906813,100922000,30976000,0
1.56,1.51,0.07,0.00,3.93,132472673,94611000,37844000,0
0.34,0.32,0.01,0.00,0.79,25790993,22789000,2972000,0
1.11,1.08,0.05,0.00,2.80,90945404,54956000,35971000,0
1.63,1.59,0.07,0.00,3.87,132853025,105852000,26962000,0
1.53,1.48,0.07,0.00,3.95,133451481,95264000,38105000,0
1.53,1.49,0.07,0.00,3.93,130554429,99664000,30896000,0
0.15,0.15,0.01,0.00,0.40,14575782,12493000,2082000,0
0.31,0.30,0.01,0.00,0.77,25099060,24984000,0,0
0.33,0.32,0.01,0.00,0.79,25665511,24669000,986000,0
0.30,0.30,0.01,0.00,0.72,24836687,24838000,0,0
1.58,1.54,0.07,0.00,3.76,131253858,105194000,25802000,0
0.34,0.33,0.02,0.00,0.84,29153234,28140000,1005000,0
1.49,1.44,0.07,0.00,3.71,132563137,102660000,29901000,0
0.92,0.89,0.05,0.00,2.51,86459148,57304000,29155000,0
1.58,1.53,0.07,0.00,3.79,131985982,102976000,28993000,0
1.52,1.48,0.07,0.00,3.91,131457678,103553000,27879000,0
1.53,1.49,0.07,0.00,3.93,131213043,93431000,37770000,0
1.53,1.49,0.07,0.00,3.94,131340562,103260000,28070000,0
1.57,1.52,0.07,0.00,4.03,133655248,100734000,32913000,0
0.34,0.33,0.01,0.00,0.85,26550371,25560000,983000,0
1.58,1.54,0.07,0.00,3.76,131578033,89324000,42153000,0
1.15,1.12,0.05,0.00,2.87,102178228,69021000,33010000,0
1.52,1.47,0.07,0.00,3.96,130328409,99385000,30809000,0
1.56,1.52,0.07,0.00,3.78,131149296,99049000,32015000,0
1.59,1.54,0.07,0.00,3.79,130902395,105905000,24977000,0
0.32,0.32,0.01,0.00,0.78,26285682,23365000,2920000,0
1.53,1.49,0.06,0.00,3.72,128141642,98038000,30011000,0
1.51,1.47,0.07,0.00,3.88,130474867,108385000,22078000,0
0.31,0.29,0.01,0.00,0.79,26434582,26439000,0,0
1.56,1.52,0.07,0.00,3.84,131096117,100963000,29989000,0
1.48,1.44,0.07,0.00,3.84,128881540,90538000,38227000,0
0.32,0.31,0.01,0.00,0.81,25707313,23691000,1974000,0
1.53,1.48,0.07,0.00,3.95,131133355,107108000,24024000,0
0.99,0.96,0.05,0.00,2.58,90100502,59057000,31030000,0
0.30,0.29,0.01,0.00,0.72,24721498,22757000,1978000,0
0.33,0.32,0.01,0.00,0.81,26891359,26852000,0,0
0.29,0.29,0.01,0.00,0.72,24515819,23539000,980000,0
1.53,1.49,0.07,0.00,3.97,131287327,96464000,34806000,0
1.52,1.47,0.07,0.00,3.93,131151903,106092000,25021000,0
1.56,1.51,0.07,0.00,3.96,131063467,102029000,29008000,0
1.54,1.50,0.07,0.00,3.94,131506607,97376000,34132000,0
1.57,1.52,0.07,0.00,4.01,131798266,102767000,28934000,0
1.54,1.50,0.07,0.00,3.88,129415462,97305000,32100000,0
1.56,1.51,0.07,0.00,3.97,131149980,103271000,27803000,0
0.32,0.30,0.01,0.00,0.75,25019256,25032000,0,0
1.48,1.44,0.07,0.00,3.84,129381556,97520000,31843000,0
