file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1009412.exe ,  0.52,  0.49,  0.03,  0.00,  1.30,   42391979,   39036000,    3002000
1055671.exe ,  1.35,  1.31,  0.07,  0.00,  3.36,  110854434,  104839000,    5990000
1064013.exe ,  0.86,  0.84,  0.04,  0.00,  2.13,   68978913,   65956000,    2998000
1163493.exe ,  1.00,  0.97,  0.05,  0.00,  2.43,   80791699,   77779000,    2991000
1449114.exe ,  1.25,  1.22,  0.06,  0.00,  3.07,   93482442,   86255000,    7020000
1472098.exe ,  1.07,  1.03,  0.06,  0.00,  2.70,   87599255,   78475000,    9054000
1488692.exe ,  0.48,  0.45,  0.02,  0.00,  1.20,   39224802,   36291000,    2942000
1523561.exe ,  0.70,  0.68,  0.03,  0.00,  1.77,   58742233,   53742000,    4976000
1581847.exe ,  0.42,  0.41,  0.02,  0.00,  1.10,   34921991,   29915000,    4985000
1677942.exe ,  0.66,  0.65,  0.03,  0.00,  1.68,   54504977,   47553000,    6934000
1696369.exe ,  0.92,  0.89,  0.05,  0.00,  2.37,   75215721,   65312000,    9895000
1890375.exe ,  1.52,  1.48,  0.08,  0.00,  3.84,  130317939,  114236000,   16033000
1930790.exe ,  0.76,  0.74,  0.03,  0.00,  1.95,   62105069,   57988000,    3999000
2014155.exe ,  1.03,  1.00,  0.06,  0.00,  2.72,   83830633,   78817000,    4988000
212989.exe  ,  0.52,  0.51,  0.03,  0.00,  1.34,   43130996,   37080000,    6013000
2209249.exe ,  0.44,  0.43,  0.02,  0.00,  1.16,   38515917,   31588000,    6910000
2218845.exe ,  0.65,  0.63,  0.03,  0.00,  1.67,   51742358,   46744000,    4972000
2288631.exe ,  0.92,  0.89,  0.05,  0.00,  2.34,   73640115,   66689000,    6967000
2302763.exe ,  0.44,  0.42,  0.02,  0.00,  1.21,   41675298,   31755000,    9923000
2311858.exe ,  0.47,  0.45,  0.02,  0.00,  1.26,   37831129,   32672000,    4950000
2427666.exe ,  0.93,  0.90,  0.05,  0.00,  2.34,   75827376,   68951000,    6895000
2552501.exe ,  0.85,  0.83,  0.04,  0.00,  2.18,   71385294,   65335000,    6030000
2653264.exe ,  0.58,  0.57,  0.03,  0.00,  1.53,   49085680,   43937000,    4992000
2787179.exe ,  0.55,  0.53,  0.03,  0.00,  1.49,   46890106,   40860000,    5979000
301119.exe  ,  0.42,  0.41,  0.02,  0.00,  1.10,   34123982,   31096000,    3009000
306775.exe  ,  0.67,  0.66,  0.03,  0.00,  1.73,   54403275,   51407000,    2965000
3068084.exe ,  0.53,  0.52,  0.02,  0.00,  1.35,   43372079,   39323000,    4033000
3075283.exe ,  0.52,  0.51,  0.02,  0.00,  1.32,   43247923,   41213000,    2010000
3088906.exe ,  0.93,  0.90,  0.05,  0.00,  2.36,   76287222,   70241000,    6020000
3356312.exe ,  1.03,  1.00,  0.06,  0.00,  2.66,   86142118,   82108000,    4005000
3403339.exe ,  0.52,  0.50,  0.03,  0.00,  1.34,   43478208,   36476000,    6900000
3562054.exe ,  0.92,  0.88,  0.05,  0.00,  2.40,   79232405,   75195000,    4010000
3717985.exe ,  1.60,  1.55,  0.09,  0.00,  4.09,  133691907,  122692000,   10972000
3737250.exe ,  0.68,  0.66,  0.03,  0.00,  1.69,   54909474,   50892000,    3991000
3777153.exe ,  0.53,  0.52,  0.03,  0.00,  1.37,   43660631,   35704000,    7934000
4033327.exe ,  0.65,  0.64,  0.03,  0.00,  1.65,   54043617,   43011000,   11002000
4045462.exe ,  0.53,  0.52,  0.03,  0.00,  1.36,   43944560,   38937000,    4991000
4115161.exe ,  1.01,  0.97,  0.06,  0.00,  2.65,   89923915,   77912000,   11986000
4240010.exe ,  1.03,  0.99,  0.06,  0.00,  2.67,   84493236,   79510000,    4969000
4254596.exe ,  1.14,  1.11,  0.06,  0.00,  2.85,   91082641,   88055000,    3001000
441794.exe  ,  0.89,  0.85,  0.05,  0.00,  2.26,   71559869,   62592000,    8941000
4469483.exe ,  0.63,  0.61,  0.04,  0.00,  1.78,   63420492,   59385000,    4026000
4484848.exe ,  0.70,  0.69,  0.03,  0.00,  1.78,   58494471,   52524000,    5946000
4513979.exe ,  0.71,  0.69,  0.03,  0.00,  1.81,   56855988,   52850000,    3988000
472510.exe  ,  0.84,  0.82,  0.04,  0.00,  2.12,   71281346,   68150000,    3006000
5110838.exe ,  1.21,  1.19,  0.06,  0.00,  3.11,  101902908,   89973000,   11864000
5125995.exe ,  5.24,  5.07,  0.27,  0.00, 13.95,  457271376,  404219000,   53028000
5247219.exe ,  0.51,  0.50,  0.02,  0.00,  1.38,   42214558,   39175000,    3013000
5678075.exe ,  0.70,  0.67,  0.03,  0.00,  1.77,   58364261,   54213000,    4015000
5762976.exe ,  0.61,  0.59,  0.03,  0.00,  1.66,   56657171,   54625000,    2023000
