file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1099920.exe ,  0.12,  0.13,  0.01,  0.00,  0.32,   10693569,   10384000,          0,   23172270
1141254.exe ,  0.16,  0.15,  0.01,  0.00,  0.38,   12666869,   10707000,    1946000,   24738976
1164955.exe ,  0.16,  0.15,  0.01,  0.00,  0.41,   13100153,   10069000,    3020000,   27664019
1192925.exe ,  0.31,  0.31,  0.01,  0.00,  0.77,   24576084,   24543000,          0,   36723468
1253138.exe ,  0.30,  0.29,  0.01,  0.00,  0.74,   23488440,   21532000,    1957000,   35598117
1346798.exe ,  0.36,  0.35,  0.02,  0.00,  0.89,   28257205,   25217000,    3026000,   40404265
1399024.exe ,  0.30,  0.29,  0.01,  0.00,  0.75,   22818046,   21814000,     991000,   34938593
182932.exe  ,  0.43,  0.42,  0.02,  0.00,  1.10,   36587199,   32616000,    3953000,   49941883
1840297.exe ,  0.14,  0.14,  0.01,  0.00,  0.35,   11529919,   11533000,          0,   23651333
1859305.exe ,  0.16,  0.15,  0.01,  0.00,  0.42,   13501982,   11540000,    1923000,   26921242
1863270.exe ,  0.14,  0.14,  0.01,  0.00,  0.37,   12079628,   11974000,          0,   24270500
1956910.exe ,  0.18,  0.18,  0.01,  0.00,  0.48,   15177951,   12065000,    3016000,   27342698
2025154.exe ,  0.15,  0.14,  0.01,  0.00,  0.36,   11646515,   10577000,    1057000,   23792311
211894.exe  ,  0.16,  0.15,  0.01,  0.00,  0.40,   12596389,    9696000,    2908000,   24823569
2158936.exe ,  0.40,  0.38,  0.02,  0.00,  1.00,   32213234,   32197000,          0,   44368676
2165152.exe ,  0.34,  0.33,  0.01,  0.00,  0.83,   25901723,   23897000,    1991000,   38150713
2255569.exe ,  0.15,  0.14,  0.01,  0.00,  0.37,   11674694,   10678000,     970000,   23885349
2320041.exe ,  0.30,  0.29,  0.02,  0.00,  0.81,   27467460,   26359000,    1013000,   40076255
2543436.exe ,  0.18,  0.17,  0.01,  0.00,  0.46,   14567066,   11645000,    2911000,   26795535
2595975.exe ,  0.14,  0.13,  0.01,  0.00,  0.34,   10956155,    9955000,     995000,   23090849
2605208.exe ,  0.15,  0.14,  0.01,  0.00,  0.37,   11722921,    9761000,    1952000,   23890816
2605331.exe ,  0.16,  0.15,  0.01,  0.00,  0.40,   12668136,   11697000,     974000,   24727848
2607963.exe ,  0.13,  0.12,  0.01,  0.00,  0.34,   10625630,    9665000,     966000,   22855851
2712872.exe ,  0.12,  0.11,  0.01,  0.00,  0.31,    9781939,    8810000,     978000,   22003122
2768935.exe ,  0.14,  0.14,  0.01,  0.00,  0.36,   12039156,   11037000,    1003000,   25381659
