@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.57,1.52,0.07,0.00,3.89,131136866,97548000,33186000,0
1.54,1.49,0.07,0.00,3.96,130971644,97971000,32990000,0
1.53,1.48,0.07,0.00,3.77,128099634,96021000,32007000,0
1.56,1.50,0.07,0.00,3.75,129119699,100288000,28795000,0
1.54,1.49,0.07,0.00,4.04,131199340,97120000,34042000,0
1.53,1.49,0.07,0.00,3.97,130673040,99679000,30900000,0
1.50,1.46,0.07,0.00,3.93,130507974,106254000,24057000,0
0.24,0.24,0.02,0.00,0.74,28444939,27423000,1015000,0
0.95,0.91,0.05,0.00,2.66,91234050,59516000,31742000,0
1.55,1.50,0.07,0.00,3.98,130377994,104242000,26060000,0
1.48,1.44,0.07,0.00,3.88,130529365,113575000,16936000,0
1.50,1.46,0.07,0.00,4.05,130494883,99368000,31115000,0
0.07,0.07,0.01,0.00,0.21,8078462,5051000,3030000,0
0.31,0.30,0.02,0.00,0.75,24687347,20728000,3948000,0
0.30,0.29,0.01,0.00,0.77,24847034,23812000,1035000,0
0.31,0.30,0.01,0.00,0.77,24746959,24751000,0,0
1.44,1.40,0.07,0.00,4.02,134490387,97623000,36857000,0
0.34,0.33,0.01,0.00,0.89,27457832,25423000,2033000,0
1.46,1.41,0.07,0.00,4.09,135892105,102871000,32958000,0
0.95,0.92,0.05,0.00,2.44,86135023,59057000,27026000,0
1.55,1.51,0.07,0.00,3.80,130297498,93447000,36782000,0
1.47,1.43,0.07,0.00,3.91,129903204,99838000,29951000,0
1.52,1.47,0.07,0.00,4.12,130398553,106319000,24072000,0
1.51,1.46,0.07,0.00,3.97,130216479,98327000,31782000,0
1.47,1.43,0.07,0.00,3.91,130548802,107617000,22918000,0
0.31,0.30,0.01,0.00,0.80,25254512,25230000,0,0
1.48,1.43,0.07,0.00,3.91,130860325,103870000,26966000,0
1.02,0.98,0.05,0.00,2.63,93555564,66671000,26867000,0
1.55,1.50,0.07,0.00,3.81,130479680,96613000,33864000,0
1.54,1.49,0.07,0.00,3.91,130595125,100673000,29902000,0
1.47,1.43,0.07,0.00,4.04,130367038,102495000,27862000,0
0.31,0.30,0.01,0.00,0.76,24876062,23883000,995000,0
1.53,1.48,0.07,0.00,4.07,130501397,108405000,22082000,0
1.50,1.46,0.07,0.00,3.89,130109053,105058000,25013000,0
0.30,0.30,0.01,0.00,0.75,25138270,24130000,1005000,0
1.50,1.45,0.07,0.00,3.93,130979513,99985000,30995000,0
1.47,1.42,0.07,0.00,4.01,130924054,102924000,27979000,0
0.29,0.28,0.01,0.00,0.74,25301881,23365000,1947000,0
1.51,1.45,0.07,0.00,4.04,131319683,105250000,26062000,0
0.94,0.91,0.05,0.00,2.46,86540966,53707000,32820000,0
