file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1055487.exe ,  1.84,  1.79,  0.08,  0.00,  4.67,  147283080,  142925000,    3997000,  159870720
1085914.exe ,  1.84,  1.79,  0.08,  0.00,  4.64,  151278157,  146156000,    5005000,  163593348
1102079.exe ,  1.83,  1.78,  0.08,  0.00,  4.62,  148214160,  145178000,    3003000,  160492121
1192664.exe ,  1.78,  1.73,  0.08,  0.00,  4.54,  146457847,  143373000,    3007000,  158665742
1300054.exe ,  1.07,  1.04,  0.05,  0.00,  2.78,   92077644,   86965000,    4997000,  104345265
1307935.exe ,  1.04,  1.00,  0.06,  0.00,  2.83,   95506599,   91436000,    4019000,  108214188
1580081.exe ,  1.16,  1.12,  0.07,  0.00,  3.07,  101146505,   93115000,    8009000,  114580957
1623988.exe ,  1.05,  1.03,  0.05,  0.00,  2.79,   90397435,   88894000,    1010000,  102634585
1701757.exe ,  1.78,  1.73,  0.08,  0.00,  4.57,  146399464,  140230000,    6009000,  158691258
1755402.exe ,  1.86,  1.80,  0.10,  0.00,  4.88,  159767672,  153754000,    5990000,  173637625
1878441.exe ,  1.13,  1.09,  0.06,  0.00,  2.95,   96134721,   90971000,    4998000,  108384259
1969973.exe ,  2.25,  2.17,  0.19,  0.00,  6.35,  216196390,  200159000,   16012000,  228454432
2244564.exe ,  1.93,  1.86,  0.11,  0.00,  5.31,  179466964,  171461000,    7974000,  196125469
2248126.exe ,  1.12,  1.10,  0.06,  0.00,  3.02,   97625694,   93614000,    3983000,  109914640
2307748.exe ,  1.00,  0.97,  0.06,  0.00,  2.72,   93775942,   89786000,    3990000,  107151024
243923.exe  ,  1.10,  1.07,  0.06,  0.00,  2.85,   93457223,   91422000,    2009000,  105833519
2530802.exe ,  1.29,  1.24,  0.07,  0.00,  3.40,  111196181,  102150000,    8925000,  123504345
2545155.exe ,  1.13,  1.10,  0.06,  0.00,  3.01,   97727444,   88722000,    8971000,  109996442
2564649.exe ,  1.82,  1.77,  0.08,  0.00,  4.63,  149780068,  147738000,    1996000,  162104169
2616081.exe ,  1.88,  1.83,  0.09,  0.00,  4.80,  153422275,  147339000,    6013000,  165679549
2710369.exe ,  1.97,  1.92,  0.10,  0.00,  5.13,  167925814,  158899000,    8994000,  180196268
2759299.exe ,  1.15,  1.11,  0.06,  0.00,  3.06,   99863147,   96846000,    2995000,  112529179
2797840.exe ,  1.29,  1.25,  0.08,  0.00,  3.48,  114942328,  108926000,    5995000,  129557266
2937986.exe ,  1.08,  1.05,  0.06,  0.00,  2.85,   94689725,   91677000,    2989000,  107930324
3025210.exe ,  1.80,  1.75,  0.09,  0.00,  4.64,  148858355,  146755000,    1996000,  161119006
3279518.exe ,  1.95,  1.88,  0.10,  0.00,  5.03,  162401959,  159332000,    3006000,  174727827
3307018.exe ,  1.11,  1.06,  0.06,  0.00,  2.97,   97144162,   93087000,    3961000,  109387597
4074166.exe ,  1.13,  1.08,  0.06,  0.00,  2.96,   97179456,   94138000,    3004000,  109505337
4344120.exe ,  0.22,  0.21,  0.01,  0.00,  0.59,   19568872,   18506000,    1028000,   33408509
4364603.exe ,  1.16,  1.12,  0.06,  0.00,  3.10,   99834050,   92747000,    6981000,  112086664
4444001.exe ,  1.19,  1.16,  0.07,  0.00,  3.26,  110974358,  104957000,    5997000,  123761059
4461484.exe ,  1.15,  1.11,  0.07,  0.00,  3.07,   98661604,   95618000,    3019000,  110956549
4526844.exe ,  1.15,  1.11,  0.06,  0.00,  3.08,  100601105,   96568000,    4023000,  114357298
4725509.exe ,  1.04,  1.01,  0.05,  0.00,  2.77,   92447024,   88446000,    3975000,  105774071
4743460.exe ,  1.09,  1.06,  0.06,  0.00,  2.90,   93067437,   89993000,    3033000,  105352362
4813948.exe ,  1.10,  1.07,  0.06,  0.00,  2.95,   94049974,   90931000,    2997000,  106388510
4907394.exe ,  1.85,  1.80,  0.09,  0.00,  4.83,  151156192,  148085000,    3001000,  163391374
4924593.exe ,  1.20,  1.17,  0.06,  0.00,  3.18,  103571203,  100459000,    2983000,  115980274
5017192.exe ,  1.82,  1.77,  0.08,  0.00,  4.64,  148651120,  144636000,    3989000,  160825134
515165.exe  ,  0.61,  0.60,  0.03,  0.00,  1.57,   51709282,   44732000,    6958000,   63966868
5182138.exe ,  1.07,  1.03,  0.06,  0.00,  2.87,   91295384,   86232000,    5013000,  103689241
5212184.exe ,  1.06,  1.02,  0.06,  0.00,  2.80,   91402841,   82336000,    9036000,  103758505
5222600.exe ,  2.66,  2.59,  0.15,  0.00,  6.98,  229930539,  224897000,    4997000,  242365044
5337658.exe ,  0.11,  0.10,  0.01,  0.00,  0.30,   11109142,    7069000,    4039000,   24869129
5376598.exe ,  0.79,  0.77,  0.05,  0.00,  2.16,   70037300,   63011000,    7001000,   84490623
5380609.exe ,  1.10,  1.06,  0.06,  0.00,  2.93,   93332447,   89291000,    4013000,  105550414
5576629.exe ,  1.14,  1.10,  0.06,  0.00,  3.04,   97592128,   94607000,    2987000,  110026422
566182.exe  ,  1.96,  1.89,  0.10,  0.00,  5.01,  161450641,  158415000,    3007000,  173864775
5726811.exe ,  1.46,  1.42,  0.09,  0.00,  3.92,  128942738,  119921000,    8994000,  141377022
5762254.exe ,  2.64,  2.56,  0.12,  0.00,  6.76,  217063000,  207988000,    8999000,  229316198
586115.exe  ,  1.10,  1.06,  0.05,  0.00,  2.89,   93534513,   89502000,    3977000,  105831803
601807.exe  ,  2.00,  1.93,  0.11,  0.00,  5.38,  178346932,  163296000,   15027000,  192272126
6125866.exe ,  1.17,  1.13,  0.07,  0.00,  3.12,  100931003,   96889000,    3995000,  113217215
6204632.exe ,  1.09,  1.06,  0.06,  0.00,  2.89,   94346267,   93195000,    1002000,  106616339
6303952.exe ,  1.12,  1.09,  0.06,  0.00,  3.00,   97087979,   92954000,    3998000,  109339390
6436202.exe ,  2.69,  2.60,  0.15,  0.00,  7.19,  230382858,  226347000,    4006000,  242607517
6485074.exe ,  1.05,  1.01,  0.07,  0.00,  3.14,  110321276,  106293000,    4011000,  125385604
6648820.exe ,  1.88,  1.82,  0.09,  0.00,  4.90,  155051936,  148918000,    5996000,  167602917
6685278.exe ,  1.85,  1.79,  0.09,  0.00,  4.72,  150444871,  147395000,    3008000,  162822618
6708561.exe ,  1.09,  1.06,  0.06,  0.00,  2.89,   93916133,   88873000,    4937000,  106243529
6734581.exe ,  1.16,  1.12,  0.07,  0.00,  3.13,  100451211,   92298000,    7939000,  112780615
6853868.exe ,  1.82,  1.76,  0.09,  0.00,  4.70,  149360023,  143225000,    6009000,  161699512
6867270.exe ,  1.87,  1.81,  0.09,  0.00,  4.84,  153548814,  147349000,    5973000,  165906477
7039042.exe ,  1.04,  1.02,  0.05,  0.00,  2.82,   92162161,   91125000,    1001000,  105585267
7054113.exe ,  1.17,  1.12,  0.07,  0.00,  3.13,  100294412,   96047000,    4001000,  112566000
7209009.exe ,  1.71,  1.66,  0.09,  0.00,  4.57,  152006368,  147913000,    3997000,  167022805
724170.exe  ,  1.17,  1.13,  0.06,  0.00,  3.14,  100299275,   95174000,    5009000,  112655029
7346167.exe ,  1.16,  1.12,  0.07,  0.00,  3.11,  102098845,   97965000,    3998000,  114284451
7365275.exe ,  1.84,  1.78,  0.08,  0.00,  4.70,  148806014,  142689000,    5986000,  160988464
7609540.exe ,  1.16,  1.12,  0.06,  0.00,  3.08,   99849281,   91806000,    7983000,  112082915
7643464.exe ,  1.42,  1.36,  0.09,  0.00,  3.85,  128188342,  122209000,    5961000,  141610399
7651057.exe ,  1.28,  1.25,  0.07,  0.00,  3.41,  112478048,  106427000,    6024000,  124860663
7734370.exe ,  1.97,  1.91,  0.09,  0.00,  5.01,  158029371,  152977000,    4999000,  170234601
7867392.exe ,  1.14,  1.11,  0.06,  0.00,  3.06,   99023185,   89921000,    8992000,  112459603
8228082.exe ,  2.73,  2.64,  0.15,  0.00,  7.16,  233239634,  226214000,    7006000,  245493245
8328300.exe ,  1.11,  1.08,  0.06,  0.00,  3.01,  101423366,   98395000,    3012000,  114917267
840686.exe  ,  1.61,  1.56,  0.08,  0.00,  4.07,  129433658,  125346000,    3979000,  141685013
843765.exe  ,  1.82,  1.77,  0.09,  0.00,  4.64,  147593556,  144611000,    2991000,  159820902
8592233.exe ,  1.20,  1.16,  0.07,  0.00,  3.28,  111643750,  107606000,    4022000,  127255343
959323.exe  ,  1.02,  0.98,  0.06,  0.00,  2.71,   86543516,   69610000,   16905000,   98828491
