file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1056877.exe ,  3.32,  3.22,  0.15,  0.00,  8.57,  268537700,  263153000,    5022000
1110958.exe ,  1.40,  1.37,  0.07,  0.00,  3.51,  114335210,  110308000,    4011000
1313602.exe ,  1.35,  1.32,  0.07,  0.00,  3.58,  113397774,  108353000,    5016000
1333327.exe ,  1.32,  1.28,  0.07,  0.00,  3.40,  109033669,  106946000,    1998000
1383313.exe ,  2.05,  2.00,  0.09,  0.00,  5.07,  162660563,  158638000,    3990000
1524420.exe ,  2.18,  2.11,  0.11,  0.00,  5.60,  175650340,  169629000,    5986000
1576250.exe ,  2.30,  2.23,  0.11,  0.00,  5.78,  185599097,  184425000,    1002000
1899156.exe ,  1.33,  1.30,  0.08,  0.00,  3.66,  119356059,  112244000,    7015000
2080168.exe ,  2.13,  2.07,  0.11,  0.00,  5.41,  175032370,  169978000,    5028000
2083684.exe ,  2.07,  2.02,  0.10,  0.00,  5.37,  168479306,  164457000,    3986000
2098233.exe ,  1.46,  1.42,  0.09,  0.00,  3.95,  136537066,  131437000,    4978000
2126664.exe ,  2.41,  2.34,  0.13,  0.00,  6.23,  204914035,  192836000,   12052000
2134751.exe ,  2.23,  2.16,  0.12,  0.00,  5.93,  195743695,  190559000,    4988000
2162489.exe ,  2.22,  2.15,  0.12,  0.00,  5.69,  189741529,  184708000,    4992000
2190864.exe ,  2.66,  2.58,  0.12,  0.00,  6.80,  217006753,  214904000,    1999000
2237372.exe ,  1.97,  1.90,  0.09,  0.00,  5.08,  168110025,  165037000,    3000000
238280.exe  ,  1.39,  1.35,  0.07,  0.00,  3.71,  117998752,  110973000,    6998000
2406283.exe ,  1.98,  1.92,  0.11,  0.00,  5.17,  171038956,  156011000,   15001000
2434772.exe ,  1.39,  1.34,  0.08,  0.00,  3.72,  119761293,  119734000,          0
2551095.exe ,  2.12,  2.05,  0.10,  0.00,  5.38,  170491387,  167381000,    3006000
2596867.exe ,  1.20,  1.15,  0.07,  0.00,  3.40,  120142916,  117026000,    3000000
2629074.exe ,  2.05,  1.98,  0.09,  0.00,  5.21,  164439408,  160399000,    4009000
