file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
244450.exe,207695426,6544951,202470850,97289,202981200,98320,273230,14534122,340816894,18177,201344742,13275,4889,1447698180,2086,2.8,1.15,1.11,0.05,0.0,92204321,88920000,2997000,106598891
2481720.exe,412246336,26558663,350349478,538680,347765977,527881,32463840,47914083,1396989128,730580,416810969,306124,302714,2691485831,98768,11.85,4.45,4.22,0.43,0.0,377495536,185059000,192061000,391712819
2514076.exe,209891746,13038975,206436588,144571,204179826,145419,8384088,28374478,563133455,212108,207404642,39818,16343,1869863623,4037,4.7,1.81,1.73,0.17,0.0,151900369,143620000,7978000,166182305
2677173.exe,568204688,27872815,300658783,501114,298190969,493404,28379932,55869072,1440435267,313857,575843385,430533,305633,2848091186,99788,12.08,4.51,4.3,0.42,0.0,388630284,236206000,152132000,402982549
2685596.exe,210374859,13039764,206970479,138135,204394812,134195,7747466,28364166,556559424,211392,206391819,44401,17486,1871573455,4039,4.62,1.76,1.67,0.17,0.0,150764183,144459000,6019000,165332824
2697990.exe,566972820,28075625,299468515,485039,297440566,482969,27174388,55512384,1435661220,313817,573462609,248071,305939,2637752459,99784,12.23,4.62,4.41,0.42,0.0,387385924,241056000,146034000,401557661
2734446.exe,414562023,21013776,353494667,595981,350353918,591358,26339974,41918771,1588233245,719320,412785575,394916,305863,3702524970,98763,13.41,4.99,4.77,0.44,0.0,429177804,232137000,197116000,443300410
2820444.exe,110253299,6793744,29135941,72704,30122826,69408,499901,12636174,179379141,14524,109476884,1235,1840,372208815,1107,1.53,0.64,0.63,0.03,0.0,48749447,46369000,2016000,62739426
283471.exe,412366310,6796783,206404891,217691,203766396,214316,638270,16864367,981584718,28017,404644885,3880,8193,1446052956,1111,7.7,3.0,2.9,0.14,0.0,264185123,262004000,2000000,278633081
3205915.exe,341640171,15119763,297829503,374367,296789585,373423,13074540,27348393,1043155728,220395,340209769,358937,305550,1988685914,98766,8.83,3.31,3.18,0.25,0.0,282450232,190540000,91778000,296857293
3208130.exe,442085238,15010357,497466606,590803,498440551,587164,13479504,30732481,1973392325,213157,437399723,363548,306095,4965181234,97789,16.6,6.17,5.95,0.39,0.0,531810082,439886000,91976000,546214895
3208532.exe,574365730,28506726,302333303,491433,300200349,486635,27162144,54961680,1431793144,405820,568703728,421595,308537,2551469308,99785,12.23,4.65,4.44,0.42,0.0,387217211,293069000,94022000,401658094
3216342.exe,210268066,6641629,206444909,88262,202469353,86341,419871,14348267,286145443,12269,201328123,1467,2546,1248108842,1108,2.38,0.99,0.96,0.04,0.0,77588283,72323000,4953000,91869977
3617839.exe,207791471,12929841,103480291,131253,102964298,136265,7452599,28521471,513074261,233283,212492651,7164,6661,1561299391,2081,4.24,1.63,1.57,0.16,0.0,138528138,135288000,3006000,152908680
3736295.exe,209335417,12993364,205351473,145389,202954810,147190,8189523,28912576,616230323,221021,207085478,40797,16819,1863158946,4041,5.3,2.15,2.06,0.18,0.0,166255052,163027000,3000000,180497500
3738660.exe,209071274,13093721,103898372,156873,102977559,154515,8601878,29428946,701448087,213629,206159944,10021,8495,2071969876,2095,5.88,2.18,2.09,0.2,0.0,189665591,185509000,3989000,204038141
3739170.exe,203396383,6459935,198970936,131564,198720802,132143,646739,15560695,526168652,18704,207733282,1852,3287,1942032597,1110,4.18,1.65,1.6,0.08,0.0,142383381,140194000,2002000,156468773
3741569.exe,209903976,13120272,205091286,131542,202038851,133686,7712706,28786488,546128207,211424,209464063,8412,7721,1871420041,2086,4.53,1.75,1.68,0.16,0.0,148104551,141920000,5996000,162533355
385049.exe,213274494,6698491,103524039,87952,103505585,89209,700517,14206265,265134491,17645,201949272,12647,3781,950924786,2085,2.19,0.88,0.85,0.04,0.0,72127953,66831000,4987000,86380335
3855515.exe,214109610,6741580,103899327,96134,103355916,90668,777239,14230386,266170759,17447,202767608,14413,4028,954769022,2085,2.18,0.88,0.86,0.05,0.0,72244614,68815000,2991000,86232687
3900305.exe,513540734,20432483,548793263,534763,543026028,543222,25562398,41387531,1513155773,806682,513768489,302452,303676,3634147562,98761,12.77,4.8,4.6,0.42,0.0,407959777,250936000,156960000,422336070
3927955.exe,206768470,13041527,205386496,131386,205847936,144589,8104159,29111914,532443634,204008,206260234,6619,6029,1748179195,2087,4.4,1.68,1.61,0.16,0.0,142457638,138933000,2998000,156861956
416586.exe,341529205,14838358,300133573,452544,300470928,448745,12767684,28187852,1269970487,216348,341318078,302861,300751,2690291170,98768,10.65,3.92,3.77,0.28,0.0,343564530,252582000,90849000,358016098
4228710.exe,217856802,13748747,110784919,133941,108002086,140741,8384390,29144312,532127012,211549,206165050,15948,17516,1575916744,4136,4.43,1.69,1.61,0.17,0.0,143866107,139656000,3990000,158438551
4285324.exe,570040854,28359066,301059395,607753,301954452,603853,27587476,57973823,2105405632,331785,567545489,396769,312437,5251936355,99787,17.6,6.52,6.25,0.54,0.0,568580358,461606000,106908000,582955367
4292026.exe,418057859,13656962,313032786,47575931,305807025,47469111,9047524,33879153,1883093868,151032,410585042,22038,20363,1511268456,3068,15.08,5.79,5.6,0.38,0.0,508354949,504202000,4001000,522632195
4421941.exe,209740381,13107615,207644113,163775,206499422,161380,8455971,29291980,707500082,220555,204130154,42059,18345,1844735988,4036,5.98,2.37,2.27,0.2,0.0,190670344,186313000,4006000,204934687
4448176.exe,209887708,13044551,206871626,141440,204467977,142675,8043667,28379739,560346182,211805,206698697,38377,16447,1873676513,4039,4.67,1.78,1.69,0.17,0.0,150989590,142781000,7987000,165243397
4602054.exe,204174869,6500436,203469387,117633,201969573,117695,688117,15360297,438645143,24360,203915957,3412,3283,1721441214,1104,3.57,1.4,1.36,0.07,0.0,119163625,116901000,1998000,133473212
4673593.exe,209201223,13005095,203117943,132715,198944088,134884,7859790,28655728,531589333,192930,209293298,9864,6536,1776193634,2090,4.48,1.68,1.6,0.16,0.0,143284396,141025000,2014000,157529596
4703799.exe,208254523,12958591,203563951,131145,199515659,133572,7891449,28860597,545868875,182672,208529986,5887,6625,1658858895,2089,4.57,1.74,1.66,0.17,0.0,147655642,143447000,3984000,162167972
4832111.exe,571042516,28984665,301486064,508751,298955354,506705,27387608,55991308,1440435563,320220,574109169,292273,304682,2645562382,99782,12.18,4.5,4.28,0.43,0.0,389399010,250156000,139087000,403677197
4873850.exe,207821556,12999318,206755490,206938,207402960,204185,8509274,30477092,925156628,225156,204026649,45114,20439,2726607380,4041,7.73,3.03,2.91,0.23,0.0,249459425,245077000,3984000,263866092
4879484.exe,512346164,20665821,555925478,596823,548790664,607156,25580898,42381801,1632502196,768308,510882121,481238,304133,3623817701,98762,13.95,5.29,5.08,0.45,0.0,441179060,261999000,178999000,455607615
5069904.exe,540636417,15156275,399236247,489451,399533513,489476,13796294,30494324,1722243964,235576,538123687,435618,305759,4380366390,98767,14.39,5.13,4.94,0.36,0.0,464342882,339113000,125041000,478744243
511442.exe,234059890,19420075,206871757,148700,202745018,154084,12442150,41186271,581354569,222972,233028083,5206,6094,1924264504,2085,5.11,1.92,1.83,0.2,0.0,156656367,153210000,3004000,171078520
5118663.exe,207019433,12921662,201481240,136218,198211955,138740,8147131,28808599,532496620,196350,210139926,6262,4000,1776883463,2088,4.42,1.69,1.62,0.17,0.0,143830347,138633000,4986000,158039123
5191445.exe,258591526,38131969,210002999,283406,209651330,282044,38353466,83587261,1446446125,440765,259771552,30929,22961,4021581698,4041,12.09,4.41,4.17,0.53,0.0,389538227,381293000,8006000,403921488
5208903.exe,682203800,29574884,405226668,509905,400046733,512432,26914553,55715866,1529484023,315694,669388970,410190,307895,3416451400,99789,12.71,4.89,4.67,0.44,0.0,413487104,254156000,159098000,427879434
5441244.exe,308484458,13101524,302437071,198393,297584593,206802,8408547,30469904,953641779,203241,304944749,9954,9636,3259284006,2086,7.72,2.94,2.83,0.24,0.0,257539307,253145000,4002000,271996938
5445938.exe,210529786,13038396,206988685,143743,204766164,146696,8476598,28469855,559719560,209928,206244732,42451,17692,1872184780,4037,4.68,1.8,1.72,0.17,0.0,151244711,146990000,3999000,165590583
5448241.exe,203410957,6499911,202801484,114051,202631104,114309,741908,15013764,443929322,21610,203901359,14533,5921,1713853203,2079,3.58,1.42,1.38,0.07,0.0,120098368,115863000,3995000,134606399
5450722.exe,205612073,13102554,205287984,249305,205638699,253554,8986739,32045231,1185276517,226521,205125854,12857,11144,3825154266,2085,9.65,3.71,3.57,0.28,0.0,319597297,316290000,2993000,333643794
5515108.exe,205467109,7054357,205399032,430782,205429087,438757,1139807,22229065,2342334413,61411,206618964,9166,15821,1729239237,1107,18.11,6.88,6.65,0.34,0.0,631226793,627956000,2999000,645595456
5521134.exe,310053649,13024373,204258065,141524,202878925,142207,8167660,29112820,591656179,207934,307704963,11942,7293,1853270591,2089,4.93,1.91,1.83,0.18,0.0,159952312,156613000,3011000,174130701
5524738.exe,209119757,13031606,202575566,138087,198277229,142545,8554976,28899000,536830993,193633,210649718,8432,5493,1785971106,2088,4.45,1.72,1.65,0.17,0.0,143609897,137850000,4994000,157820433
5527246.exe,205258123,12907159,203830776,140101,203484855,141785,8478198,29187011,553838461,197152,204617697,8425,6019,1830823960,2088,4.61,1.71,1.63,0.17,0.0,153292822,150052000,3001000,167762966
5600824.exe,205440161,6563931,205155679,117232,205596235,117782,654515,14927882,443852789,26309,200739504,21117,9217,1724841952,2085,3.57,1.42,1.38,0.07,0.0,119812325,115549000,3984000,134074715
5602065.exe,210285523,13077306,203812837,137816,200793904,148952,8211201,28911016,531860482,209231,211702888,10324,5981,1785115831,2086,4.45,1.72,1.64,0.17,0.0,143139979,135723000,6985000,157502483
5605416.exe,305888929,13057413,204498301,252416,204660561,253177,9025756,31989413,1235726439,227778,305908345,14081,11822,3931894538,2089,9.83,3.61,3.46,0.29,0.0,334166708,330944000,3008000,348426523
5606233.exe,509412492,27376867,452882083,611766,454520148,612289,32734273,50112498,1958958567,889007,512796865,458154,306843,2369610507,98761,16.48,6.17,5.9,0.55,0.0,528411761,331152000,197090000,542617076
5606463.exe,208851990,12993910,202847787,133573,198561551,140265,8335185,28763011,533623289,199140,210044436,5696,5639,1779581968,2089,4.45,1.7,1.62,0.17,0.0,144002649,139607000,3988000,158609272
5690648.exe,206426897,6603973,104243650,109894,103392216,104980,613941,14756891,349746489,12428,200430463,1707,2739,1230005126,1111,2.86,1.13,1.09,0.06,0.0,94860959,91583000,3019000,109288726
