file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1285040.exe,309543888,709866,208328161,1322652,207999835,1329164,336415,6073851,1534626607,55267,308010970,39254,17824,1847813334,4040,11.46,3.76,3.6,0.23,0.0,445376811,438894000,5998000,502850941
1369343.exe,1115909212,864272,811009847,1515583,807073052,1509054,726826,6972334,1753468713,55496,1108732518,21576,14040,6372686715,2811,14.28,5.93,5.76,0.25,0.0,472682029,465366000,6990000,487020609
1591395.exe,306358760,569478,207683246,1298296,207931824,1293510,393596,5560845,1419169797,49479,307176095,12430,10025,1842889871,1110,10.14,3.48,3.34,0.2,0.0,382686673,381315000,998000,396929542
1782229.exe,321946787,1338105,216043784,1649930,218169538,1716818,1226364,11962653,1525538299,99373,331130193,82683,48011,2109516032,3411,10.58,3.78,3.65,0.2,0.0,384195719,380755000,2998000,398329210
181251.exe,408470956,504065,205797431,1268703,205577747,1273907,343098,5360550,1416504512,39859,407495694,5960,9731,1837589473,1110,10.15,3.55,3.41,0.2,0.0,382714867,380388000,2002000,397049195
2042950.exe,207774513,622750,206883123,1250848,206181886,1248681,623776,5150280,1245939314,41387,207519083,10095,9483,1748591028,2088,9.26,3.42,3.3,0.18,0.0,334749562,330355000,4004000,349174187
2045625.exe,309924668,861363,209348423,1308241,208994372,1296803,656155,6085751,1542782166,53550,309225417,27359,28696,2050127632,4042,11.26,4.05,3.89,0.22,0.0,416242258,409828000,5997000,430528890
2048339.exe,306827695,638883,206881786,1302870,206585103,1298508,544965,6296725,1576928725,49231,306923352,14161,12278,1840517163,2084,11.5,4.1,3.95,0.22,0.0,425339088,419979000,4999000,439577905
2075294.exe,206550329,617772,208512999,1259508,208876449,1263679,671734,5626784,1310556777,53968,208970159,28341,14636,2957669525,2086,9.51,3.35,3.23,0.19,0.0,354496667,348018000,6000000,368723878
2110646.exe,312276238,892114,212189376,1398117,209843199,1329321,567556,6351676,1543004523,51430,311448331,14905,14335,1963717276,2088,10.99,3.73,3.59,0.22,0.0,416146083,410578000,3995000,430494657
