@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
247500545,303296,154212920,647700,154999245,646540,247967,2228007,505062982,114807,249421240,10434,104960,767136907,128,4.15,1.6,1.55,0.07,0.0,134937455,107614000,26903000,149349552,0
92981333,246596,61973086,367919,61965502,368380,154209,1671966,333606138,111234,93261042,16530,104225,324457538,135,2.63,1.02,0.98,0.05,0.0,90126912,54900000,34936000,104136431,0
247597175,305557,153903092,695535,154248959,695019,145652,2095772,502411964,114771,248816946,10380,105113,766202409,130,4.17,1.61,1.56,0.07,0.0,135531768,103103000,32032000,149640102,0
247912084,305038,154205787,703037,154358659,700255,177702,2244963,503402958,115019,249292191,10372,105084,767446606,130,4.14,1.59,1.54,0.07,0.0,136601268,105095000,31028000,150769062,0
251509690,291429,154976873,680713,154928873,677744,155443,2105350,502883214,114544,252725419,22909,105035,769641226,129,4.16,1.58,1.53,0.07,0.0,136468626,114072000,22014000,150755887,0
248243095,293351,154222979,691009,154341071,684489,134485,2111990,502838163,115213,249355252,10343,105208,768369821,131,4.17,1.59,1.55,0.07,0.0,135385735,107063000,28016000,149429071,0
248903301,270029,153956196,651043,153823987,646060,137523,2082448,500381888,114473,248576956,20980,104856,767949229,128,4.16,1.59,1.54,0.07,0.0,135762113,103349000,32108000,149899838,0
248449304,331507,154680628,704619,154417173,703719,191065,2335358,502828040,115998,249952794,16849,105597,769318381,131,4.14,1.57,1.52,0.07,0.0,137117478,108787000,27945000,151220328,0
251430588,268964,154393215,667607,154540228,667235,138169,2162625,499825654,114804,252728206,11367,106514,767480092,129,4.15,1.55,1.5,0.07,0.0,136659894,107293000,29079000,150875084,0
249077754,262156,153943424,702662,153975330,703602,156730,2229970,502611795,115586,249846751,10836,105323,767956248,130,4.05,1.58,1.54,0.07,0.0,137215373,109838000,26960000,151590214,0
