@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
253449131,279772,156363939,695789,155115479,702144,178028,2714630,500553911,116973,248029143,60207,310458,777659022,129,4.64,1.5,1.45,0.09,0.0,167416768,130010000,37003000,226077190,0
249817122,296716,154465709,665972,154574943,665069,137383,2105238,502785933,114703,252474959,15353,205515,766382544,128,4.12,1.57,1.52,0.07,0.0,137145337,108873000,27967000,151262304,0
243890403,418267,151858239,702243,157268823,714001,191415,2297667,503418851,113806,252490875,98398,108177,756614280,715,4.17,1.6,1.55,0.07,0.0,136576607,101463000,34816000,150751173,0
250402367,297926,154392658,566679,154606307,564095,154882,2125061,499882889,115665,251956467,12088,105294,770375079,129,4.02,1.56,1.52,0.07,0.0,135290149,105005000,30001000,149433302,0
251847614,247985,154567568,830811,154553160,831028,165130,2177423,508526989,115542,252716335,25577,105280,769202678,128,4.19,1.63,1.59,0.07,0.0,137847731,107400000,30112000,152303767,0
252298725,241379,154505165,666930,154475608,663322,145872,2125514,500341856,115025,252638562,229859,124198,769656147,129,4.13,1.6,1.56,0.07,0.0,135856105,104663000,30900000,150157052,0
249136273,264982,153990070,690770,154004723,687887,160908,2104283,501188985,115184,249403715,17648,185233,768573636,129,4.1,1.61,1.57,0.07,0.0,135419418,104089000,31026000,149780109,0
247522237,296843,154200917,696797,154468722,688018,148151,2072689,502691968,114999,248713859,21044,104963,766514061,130,4.07,1.6,1.56,0.07,0.0,135507482,106164000,29045000,149749310,0
67921080,229633,44884350,184774,44903380,182888,124080,778554,95995630,3905,71592707,2621,1796,243705077,137,0.77,0.31,0.32,0.01,0.0,25724713,24394000,1016000,40067336,0
92781448,264507,61910715,430377,61912553,428371,134023,1604169,338447014,110926,93157295,39321,104022,323381662,133,2.63,1.03,1.0,0.05,0.0,91183971,62936000,27971000,105427276,0
248628005,297155,154896464,669874,154952592,672915,143179,2173936,505852794,114871,250304511,110091,106629,769718127,130,4.17,1.59,1.54,0.07,0.0,136699696,102550000,33851000,151055186,0
247771578,297750,153978759,724832,154130119,724049,148636,2131918,504562469,114931,248946655,32321,105659,766545692,130,4.14,1.59,1.54,0.07,0.0,136179691,105905000,29973000,150114699,0
247616687,309694,154093014,712171,154117407,716307,167221,2201226,506115838,115665,249763473,11626,105976,767613193,131,4.17,1.58,1.53,0.07,0.0,136749673,110549000,25894000,151106344,0
6927601,317898,5413076,150651,6427401,160716,134921,566911,29285854,3110,8543137,4139,3966,49937003,592,0.21,0.08,0.09,0.0,0.0,7622079,5242000,2096000,21732400,0
66259385,231209,43958604,192886,45230080,203177,168792,882811,95261556,4240,70130002,2584,1840,250557903,332,0.78,0.31,0.3,0.01,0.0,25802977,22544000,2940000,40098146,0
68231382,217716,44869229,177850,44660981,179719,139903,789228,95304264,3593,70729348,2282,1418,240988263,136,0.84,0.33,0.31,0.02,0.0,25996560,24680000,987000,40123333,0
68690148,200015,44541092,180469,44556318,181729,139971,791874,95630809,3684,71080583,2404,1512,243262384,137,0.81,0.33,0.32,0.01,0.0,25992745,24726000,989000,39972399,0
68368530,221468,44959364,187876,44785505,188335,137438,834082,95586408,3787,71353074,1853,1375,244347707,136,0.78,0.29,0.28,0.01,0.0,26549928,26232000,0,40735130,0
250195575,303169,154559825,667601,154559352,663217,135397,2136082,501315047,114754,251431539,22469,104939,767174115,128,4.16,1.58,1.53,0.07,0.0,135901298,106696000,28917000,150231901,0
55982549,190224,56694991,165245,56788713,165312,135984,898628,104960979,3893,59002771,3511,6872,293550008,135,0.88,0.35,0.34,0.02,0.0,28342277,26015000,2001000,42661980,0
2061755,271115,20544529,261092,21304237,272975,150030,3850987,977636912,28968,3465848,4381,7539,218687569,133,7.59,2.65,2.55,0.14,0.0,282977644,280480000,1996000,345284503,1
691780,108115,5825379,109015,5717437,117454,67719,955293,179154903,5584,546670,975,1668,121472522,66,1.34,0.49,0.48,0.03,0.0,48934762,48654000,0,62819840,1
633286,135301,3433892,70197,3435551,70359,101538,983406,152838060,4358,270858,538,982,137876552,129,1.14,0.43,0.41,0.02,0.0,40789625,40514000,0,55102151,1
554792,125870,5526046,137897,5466389,141169,102174,804122,99579776,2962,198505,246,668,99275600,128,0.74,0.27,0.26,0.01,0.0,26744526,24562000,1964000,40925189,1
789576,109443,3561348,79882,3399241,76967,93808,1105756,235158098,8076,836339,1020,2042,228419748,133,1.81,0.68,0.66,0.03,0.0,63885918,61517000,1984000,78132019,1
1969670,237734,20993440,119155,20800584,118225,105335,1938156,495808026,13642,1548713,1800,3442,315046549,132,3.76,1.38,1.33,0.07,0.0,134500667,133094000,1000000,148771101,1
387054,113224,3127708,50662,3124137,49968,97388,647459,55115912,2006,273791,212,397,68252275,132,0.42,0.16,0.15,0.01,0.0,14631835,12497000,1922000,28758685,1
1716995,291073,65656414,174737,65646810,175876,144849,2997930,783612588,20400,1494586,2766,5481,949426421,134,5.72,2.04,1.97,0.11,0.0,211492720,210136000,1000000,225821199,1
32765391,234898,62777463,130796,62732160,128431,121619,2117784,523311827,13615,32281437,1275,4044,562872207,133,3.77,1.31,1.26,0.07,0.0,141592574,140304000,1002000,155712855,1
1763665,191656,5948490,157116,5901568,145474,134890,1030259,152442145,4062,303268,532,2037,88231310,191,1.12,0.41,0.39,0.02,0.0,40818609,38976000,1589000,55081473,1
2995569,457326,210558711,281344,210546705,280231,144125,5148666,1447798171,36118,2570061,4755,10017,1991825701,126,10.52,3.73,3.59,0.2,0.0,390978000,388727000,1998000,405109468,1
1425744,237231,4799406,128792,4694499,127413,104169,1977759,507568784,13709,1263037,1985,4182,73802252,134,3.81,1.42,1.37,0.07,0.0,136497541,133247000,2983000,150765480,1
90985231,271774,143726917,142629,143805018,140787,146732,2433531,599798136,16099,91464324,2441,4492,745790949,134,4.52,1.69,1.64,0.08,0.0,161925089,158594000,2973000,176443063,1
697772,99003,3410278,71229,3313849,67878,96991,1039637,178075561,7073,634393,1074,1681,141167393,137,1.37,0.49,0.48,0.02,0.0,48552562,47272000,1005000,62904854,1
1130219,184696,55413170,107344,55573998,106758,94402,1778199,441148404,12374,1156606,1364,3220,665356899,133,3.2,1.12,1.08,0.06,0.0,119686753,119375000,0,134080969,1
4100767,480686,210616305,291158,210568467,289282,173138,5331146,1449723014,36696,3114493,5264,10953,1994870498,131,10.5,3.66,3.52,0.2,0.0,392542528,392215000,0,406560820,1
645962,124256,2725610,70459,2498909,63071,92860,817057,132465448,4665,556198,860,1403,30721184,132,1.01,0.34,0.33,0.02,0.0,36652251,36314000,0,50743812,1
943081,161155,3337364,69605,3243245,67785,91868,1019688,180951151,5565,769540,900,1784,143932207,128,1.36,0.48,0.45,0.03,0.0,49130716,46890000,1995000,63332472,1
