file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
2255569.exe,27747417,231285,14605880,58778,14668782,58590,153188,619593,42618172,4401,33522274,765,762,103118451,525,0.33,0.13,0.13,0.01,0.0,11175063,8961000,1991000,25353799
2320041.exe,77322550,194080,42900758,63236,42908411,56098,139642,766516,89242381,3433,81656394,2637,1211,235214721,520,0.73,0.3,0.3,0.01,0.0,24139064,21861000,1987000,38303899
2543436.exe,29125044,282973,16560088,58088,17071396,61027,167889,746017,45634650,4517,31530359,5055,2415,101669783,1042,0.38,0.14,0.14,0.01,0.0,11993930,9516000,2114000,26165584
2595975.exe,27114572,197941,15310626,60074,15324572,59893,119651,550731,40384762,2574,31142894,796,734,96385985,327,0.33,0.13,0.13,0.01,0.0,10863405,8709000,1935000,25049507
2605208.exe,30254365,202181,15298427,57933,14691147,59491,167275,642462,40868653,5288,32615315,739,788,101062153,525,0.36,0.13,0.12,0.01,0.0,11148540,9825000,1091000,25285759
2605331.exe,30317411,190604,14543677,61187,13828689,58133,161626,630519,39855662,2805,33143119,726,896,103844036,528,0.35,0.13,0.13,0.01,0.0,10643108,9362000,1040000,24812575
2607963.exe,28567937,115812,15092147,61987,15113258,59620,107235,516119,37856822,1448,30408250,670,920,93156035,134,0.34,0.13,0.12,0.01,0.0,10359165,10045000,0,24482378
2712872.exe,27894596,124901,14688686,62765,14685165,56076,100438,506686,36155674,1519,29679432,647,747,92279843,136,0.32,0.12,0.11,0.01,0.0,10144093,9865000,0,24154752
2767461.exe,78124428,231663,43538725,69385,43494491,61787,167202,839821,90444772,6597,80557000,3449,1187,232980131,516,0.78,0.31,0.31,0.01,0.0,24061402,21811000,1982000,38380813
2768935.exe,27498547,244753,13955682,61133,14126276,59106,152764,610721,41048463,1983,32508997,657,863,100667819,526,0.34,0.14,0.14,0.01,0.0,10782887,8642000,1920000,25104184
2789652.exe,75957193,151339,43716648,63910,43746679,53732,91494,665379,87337261,2727,79392745,3357,1163,229960546,129,0.73,0.3,0.29,0.01,0.0,23534551,20405000,2915000,37628971
2793938.exe,51929528,750883,33345497,86160,31535788,74904,777471,2066627,87928488,13293,57949053,11922,4645,198008496,3260,0.77,0.3,0.28,0.02,0.0,23613152,16151000,7066000,37961439
2823544.exe,74639554,244064,44687592,66853,45246602,66647,162349,858123,90317214,3393,80211403,5019,3341,224912425,520,0.74,0.26,0.25,0.01,0.0,26486065,24233000,2019000,40911293
2942166.exe,76708601,241917,42625291,66644,42881571,58131,143619,802339,90049116,3557,81762924,2403,1187,236241271,522,0.74,0.31,0.3,0.01,0.0,24117517,21857000,1987000,38620826
2951975.exe,77256051,246401,43708767,67816,43626380,60435,150381,807858,91065237,4970,81226117,3793,1147,235482682,517,0.76,0.31,0.31,0.01,0.0,24382871,22110000,2010000,38770834
2974603.exe,29651356,151166,15141187,59464,15118816,56714,131837,582982,39430215,2089,31949524,684,907,99414604,330,0.33,0.13,0.13,0.01,0.0,10808447,9631000,963000,24901730
3144096.exe,139877118,3271499,90008806,169439,85507830,170389,3490204,5667701,394814475,92109,126358404,183719,42247,456921530,39195,3.2,1.22,1.18,0.08,0.0,106747560,40168000,66278000,121151698
3300816.exe,26966201,253298,14319234,59270,14268477,55042,145564,593193,41220116,2797,32001725,866,813,102399802,527,0.33,0.13,0.12,0.01,0.0,10873112,9537000,1059000,24971093
3373883.exe,80264780,152800,43296120,62715,42830866,55428,142390,771536,87434753,4150,80343552,3957,1257,233945181,521,0.75,0.3,0.29,0.01,0.0,23747709,22497000,1022000,37936901
3500180.exe,78964978,211369,43356671,66341,43211228,61596,148266,811896,89999981,6554,81061454,2267,1144,234764522,518,0.75,0.3,0.3,0.01,0.0,24107038,23820000,0,38085540
3630111.exe,26836250,197465,15123542,59266,15108777,58970,122605,548399,41048370,1583,31525719,804,839,99234022,330,0.36,0.14,0.13,0.01,0.0,10942269,8771000,1949000,25193033
3636636.exe,29938478,365598,14890843,59604,14519893,60785,193450,702991,44099085,2819,36344138,3095,2663,104456034,916,0.37,0.14,0.14,0.01,0.0,11911987,10560000,1056000,26089260
3806795.exe,25798959,159548,15106733,60074,15112901,51459,95360,474666,38525830,1097,29373964,673,794,93613251,134,0.33,0.13,0.12,0.01,0.0,10233393,9029000,1003000,24511929
3868191.exe,72207226,5516485,44048917,268468,44331006,266492,608182,3505324,208244939,10150,79695085,21561,4503,248796831,3261,1.6,0.59,0.58,0.03,0.0,56168399,50907000,4990000,70295859
3876123.exe,28821049,164633,14925984,59818,14805093,57610,135304,576342,40016407,2004,32167773,730,912,99504903,329,0.33,0.13,0.13,0.01,0.0,10689976,10442000,0,24933207
3941489.exe,79124966,186661,43437301,64662,43047047,62237,150591,794878,89020516,3835,82250853,4505,1451,236190614,519,0.75,0.3,0.29,0.01,0.0,24626725,21481000,2929000,38870102
405152.exe,79144976,234957,43754228,66516,43587080,59421,152799,825874,90124632,6457,81516813,2917,1104,236067557,518,0.79,0.31,0.3,0.01,0.0,24067601,22814000,991000,38246268
4061439.exe,77754380,228629,42981082,65294,43104596,65131,152336,825665,91174607,6559,84271974,2047,1161,233587406,520,0.75,0.29,0.27,0.01,0.0,25243348,24012000,1000000,39502269
4091019.exe,27308944,237483,14019348,59585,14056946,60287,148716,617392,41431351,2240,33081385,661,880,102776355,526,0.33,0.13,0.13,0.01,0.0,10969568,8738000,1941000,25323571
4137155.exe,76488765,198496,43731933,65266,44275752,56221,121054,725615,89117690,4129,79215787,4370,1095,229982562,322,0.77,0.3,0.29,0.01,0.0,23791752,19604000,3920000,38112189
4229381.exe,26998118,258066,14497477,61119,14288107,54640,157091,609146,40359765,1837,31799187,729,884,99288666,523,0.33,0.13,0.13,0.01,0.0,10976901,8545000,2136000,25247999
4246029.exe,32583399,292181,17022593,61137,14729464,61163,253182,770112,45132133,9724,33918684,539,642,110348522,914,0.39,0.15,0.14,0.01,0.0,12154118,9719000,2159000,26246385
4259947.exe,79075438,217751,43834836,68580,43675484,64226,249883,916699,93144725,4012,81049527,3434,1274,236677158,521,0.8,0.32,0.3,0.01,0.0,24024309,23670000,0,38399704
4264435.exe,74333591,2962712,52947759,288885,54917819,307000,579860,1694697,134982938,12051,80745483,13856,3460,257259402,2868,1.11,0.43,0.41,0.02,0.0,36634893,31280000,5045000,51049550
4294775.exe,76331753,173407,44148034,60630,44702983,60932,127384,895288,89719451,4727,80990996,4473,756,226942524,322,0.71,0.23,0.23,0.01,0.0,27265727,25012000,2001000,41550316
4327196.exe,74860958,215935,43644903,64778,44907864,54743,117576,712636,88725869,3352,79721054,6290,1267,231938122,326,0.78,0.3,0.29,0.01,0.0,23827057,22546000,1024000,37876016
4386985.exe,26112950,237124,15460472,58206,15406464,59661,144672,548755,41243601,1813,30732889,3762,1492,95088817,524,0.33,0.14,0.14,0.01,0.0,10979336,9794000,979000,25385002
4388131.exe,29876306,197947,14601890,59008,13980954,58409,164952,636576,40704735,2663,33168637,821,872,104025307,526,0.34,0.13,0.13,0.01,0.0,10871581,9549000,1061000,25133375
4453075.exe,75560022,154927,43639660,63969,43897276,54545,94662,661083,87135523,2785,77800518,2862,1216,223287307,127,0.73,0.3,0.29,0.01,0.0,23585210,21407000,1946000,37455118
4457827.exe,27935503,121821,14502807,62080,14513834,53772,93665,485665,36579730,1621,29300801,684,838,92954631,133,0.3,0.12,0.12,0.01,0.0,9935589,9694000,0,24103386
4509738.exe,26128294,154467,14981142,60450,14984060,54350,99887,491314,36480750,1231,29149803,762,722,90906703,134,0.28,0.1,0.1,0.01,0.0,10524581,9262000,1029000,24776792
4541520.exe,30754741,201979,15122882,59518,14529174,60061,169149,656076,40054346,2844,33236257,586,829,101748320,524,0.32,0.13,0.13,0.01,0.0,11104734,9789000,1087000,25195626
4546781.exe,28375804,242321,14411402,59671,14504238,59690,147579,615206,41653311,4016,33543927,896,783,102668845,524,0.34,0.14,0.14,0.01,0.0,10930682,8765000,1947000,25210395
4624508.exe,79107997,226951,43841768,63959,43631259,58134,136704,773687,89229336,6405,81552312,2835,1176,237816017,518,0.75,0.31,0.3,0.01,0.0,24182808,22962000,998000,38199943
4806011.exe,27092509,258856,14248711,60504,14266581,55217,151530,608316,40557738,1793,31804295,656,879,99490754,525,0.33,0.13,0.13,0.01,0.0,10844582,8478000,2119000,24851174
4823473.exe,76365539,234467,44284522,64534,44214939,62734,125839,741358,88875373,3077,79574515,3992,1569,226501659,516,0.73,0.29,0.28,0.01,0.0,24598431,21456000,2925000,38815688
4823855.exe,27788157,213221,15361097,59037,15281376,58365,134957,550642,39939762,1974,31139113,3693,1883,95436417,524,0.34,0.13,0.13,0.01,0.0,10680480,10466000,0,24824799
5023680.exe,27630713,303893,16316089,60708,17095671,60820,155507,731113,44693535,4397,31595805,6085,3421,97239603,1041,0.37,0.14,0.14,0.01,0.0,11936267,8735000,2911000,26290270
5045851.exe,25353572,154573,15096878,59640,15072644,50924,92758,478722,38871997,1273,29307684,687,748,93911901,133,0.33,0.13,0.12,0.01,0.0,10273266,9049000,1005000,24507839
5118662.exe,26442544,256186,14088315,61567,14222433,55776,147447,602991,40976661,1856,31835554,800,889,100251666,526,0.35,0.14,0.13,0.01,0.0,10861918,9529000,1058000,25079216
5137967.exe,77579095,235441,42782509,64032,42791624,57229,147301,782378,90261102,3662,81126544,2605,1252,234027631,520,0.78,0.32,0.3,0.01,0.0,24142779,22871000,994000,38570199
540473.exe,75130606,203156,43765666,64010,44086201,57832,128609,730264,89740369,3536,78843350,6862,1603,228028266,517,0.77,0.31,0.31,0.01,0.0,23847877,20614000,2944000,38470173
5535842.exe,47094572,315926,28268563,63254,26106606,66154,383682,1435847,70226755,9350,33805716,15909,7702,141689715,2995,0.58,0.22,0.22,0.01,0.0,18847753,12382000,6191000,33009460
5567076.exe,26454124,146947,14426519,62349,14634942,52811,99937,485895,37680516,1392,29324606,579,778,92297960,134,0.3,0.12,0.12,0.01,0.0,9938965,7782000,1945000,24225438
5606913.exe,29987122,201587,14622764,61140,14220415,59196,162854,631265,40539379,5091,33371978,739,803,102650095,523,0.34,0.14,0.13,0.01,0.0,10790819,9471000,1052000,25129402
5643578.exe,28308721,234482,14548131,58948,14433730,58302,159733,602017,40746807,2449,32714589,713,1131,99841233,526,0.34,0.13,0.13,0.01,0.0,10914421,8712000,1936000,25159076
5667290.exe,28671613,227462,14914983,60297,14915991,60547,153903,623387,41155453,4818,33320007,772,763,102679602,524,0.36,0.14,0.13,0.01,0.0,10953418,8776000,1950000,25063686
