file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1091584.exe,306912449,495035,207193777,1132142,207071959,1148743,375523,3060202,533955359,23122,305532812,15791,7796,1541196781,2087,4.52,1.48,1.42,0.09,0.0,172598881,161208000,11014000,225797455
1680187.exe,306499002,404183,204739259,1146116,205343494,1148849,273274,2391297,549163970,19706,306848825,9909,6072,1439298537,2082,4.62,1.83,1.79,0.08,0.0,148521865,142120000,6005000,162940815
1723554.exe,207347464,435522,304152529,1631661,306293335,1631355,262174,2192895,498894299,23215,207796911,32614,15312,1039862355,4051,4.21,1.62,1.58,0.07,0.0,134565724,130242000,4007000,148700910
1727828.exe,409059548,20296882,353938536,504511,351299328,503602,27393240,40453602,1179553160,767536,413237095,392018,301805,2060246178,98767,10.03,3.87,3.7,0.34,0.0,318727586,133159000,185221000,333250496
176146.exe,308441251,322907,205463070,1129911,203958459,1125041,282161,2499021,558268650,16688,306074684,3055,3961,1348078634,1109,4.51,1.82,1.76,0.08,0.0,151436047,149042000,1987000,165744512
1910626.exe,310931199,429151,209027442,1142421,207481024,1125445,561338,3168204,554378861,35977,306242461,10693,6885,1465828503,2082,4.3,1.67,1.62,0.08,0.0,149150972,143859000,4995000,163627172
1953417.exe,212601450,364584,208945982,1103263,204111284,1075057,498580,2266534,369720249,13491,205960117,9639,4780,1491698490,2085,2.9,1.15,1.11,0.06,0.0,99624944,96281000,3008000,114029208
2004438.exe,310378512,407383,207046556,1145919,204518656,1129861,455376,2922964,603976403,24516,304612890,11978,7408,1347318361,2086,4.67,1.76,1.7,0.09,0.0,163623341,159359000,4009000,177811342
202443.exe,306788834,337603,203986889,1127950,202666201,1128816,289247,2551511,563394657,18317,307071234,2133,4293,1344188279,1112,4.29,1.63,1.58,0.08,0.0,151790155,148525000,2990000,166141102
2046266.exe,312149673,374202,208778580,1132508,205862672,1115828,529514,2799100,532966083,20552,305368080,8761,4292,1466678614,2084,4.1,1.59,1.54,0.08,0.0,143294979,138014000,5000000,157370727
2084242.exe,311341910,428158,208907011,1140243,206526820,1123357,566537,3107467,548874905,35614,306631682,10950,5153,1458631564,2084,4.26,1.65,1.59,0.08,0.0,147415033,142105000,5003000,161911929
2307838.exe,209305767,13013499,204243892,102828,200312096,106613,7535560,27452682,350883421,195080,205615170,8192,4367,1242027994,2084,3.02,1.18,1.12,0.13,0.0,94945068,89580000,4976000,109273971
2337463.exe,309421707,752880,211599322,1118096,213679959,1135011,703257,2350625,396530791,20146,304817492,38155,25438,1444026624,5995,3.22,1.28,1.24,0.06,0.0,107403454,94106000,13014000,121766466
2409014.exe,319513143,472534,516636304,1337035,507073367,1313689,587278,3051517,559425708,24674,312922433,15241,5856,1766385650,2520,4.47,1.78,1.72,0.08,0.0,151757861,146400000,5013000,166111098
2451062.exe,311964953,423852,311425850,1150377,307006170,1133225,615496,3408824,569441410,39131,305756751,7511,4753,1669741277,2087,4.45,1.69,1.63,0.08,0.0,155435987,150132000,5004000,170008770
2516802.exe,311318877,821659,212841800,1163413,212905533,1161555,491316,3003218,610664359,56400,308688262,18981,9465,1259985937,4040,4.65,1.74,1.69,0.09,0.0,165517195,157190000,8009000,179810943
2534515.exe,325327420,386094,419327620,1336799,403834172,1291138,686941,2654116,379836602,21976,310058369,13277,4093,1493677156,2518,3.11,1.26,1.22,0.06,0.0,102690808,96380000,6023000,116969003
2538223.exe,308090557,345106,506542437,1146813,499655185,1147365,316418,2808501,634682151,21308,304940191,2147,5657,2367174068,1111,4.92,1.89,1.84,0.09,0.0,171456247,167217000,3981000,185651790
2838507.exe,214293717,342699,209928108,1104984,206307628,1071673,488155,2024704,292350232,30529,205306159,6704,3471,1063692677,2083,2.35,0.93,0.9,0.04,0.0,78624282,72387000,5949000,93150315
2970400.exe,1017161270,618964,608300737,1405257,604052328,1402700,334152,4313113,1012788283,38102,1010497456,21906,7663,3574811403,2802,8.96,3.66,3.55,0.14,0.0,273381752,270693000,1997000,287749720
