file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1168229.exe,756075011,2534776,446533139,3583830,449417290,3428668,1172424,7530264,950111108,44376,752829395,44630,25773,2276260437,3255,8.65,3.15,3.04,0.16,0.0,287556972,265020000,22001000,359462280
1239379.exe,644732904,1195270,398292102,3118105,398488279,3209223,367962,3765593,743715168,24218,651227161,28190,11361,1897957353,1557,6.37,2.59,2.51,0.11,0.0,201366276,195097000,6003000,215771463
1253440.exe,209029320,2444673,131723856,1634642,121905176,1791824,571987,3536598,300533329,23308,206784788,16010,5527,646980524,1696,2.51,0.99,0.97,0.05,0.0,81373561,76044000,4937000,95587932
1363825.exe,284921625,15958340,210649162,9824494,207613570,9657113,13893654,40234333,1286826544,1643263,281622627,71191,29954,954662904,9845,10.06,3.64,3.51,0.31,0.0,347097805,330717000,15986000,361355506
1373378.exe,326310580,14915581,232935300,11458803,231361380,11211985,13122130,38091857,1331542890,1501122,325737825,68506,53146,1051974601,9822,10.55,3.78,3.64,0.31,0.0,359967996,346717000,12989000,374265699
1380046.exe,683370477,10067809,466269282,2757243,470025018,2558037,1032863,6124233,958338505,37439,695728788,44555,15001,2138308566,3841,8.05,3.2,3.11,0.14,0.0,258752906,252369000,5985000,272915511
1405031.exe,656542308,3106473,420247749,5120395,415676187,5354121,543645,5341452,846216502,35572,661071935,43848,24614,1963332389,4280,7.22,2.89,2.8,0.12,0.0,228934264,220688000,7988000,243247068
1484788.exe,238313999,7293957,168683329,2603950,171475627,2677606,5270693,16066164,528761905,183429,245662786,41155,14985,829100701,8068,4.35,1.69,1.64,0.12,0.0,142910425,130663000,11969000,157310689
1651759.exe,382396176,7356168,248833850,6802673,248465543,6752957,6026600,13843460,963747560,120211,381667409,223727,101467,1389361450,41429,7.73,3.01,2.91,0.18,0.0,260144989,195878000,63960000,274797016
1757160.exe,227968066,9225314,191636828,2303468,190375400,2316290,734863,5224326,514763433,20920,229506460,20744,9058,857381619,3846,4.09,1.54,1.49,0.08,0.0,138948152,130662000,7979000,153161501
1794636.exe,683689325,10059299,465922788,2738619,468543072,2541388,953120,6155541,960678656,37727,696322445,49432,16018,2138688172,3841,8.06,3.21,3.11,0.14,0.0,258634345,250363000,7979000,273074202
1841293.exe,206487681,10397175,158963876,6640655,156359826,6568840,4395081,26874424,606697180,237273,202797149,36143,23809,760139715,7757,4.89,1.87,1.81,0.12,0.0,163549592,146309000,16920000,177942497
208193.exe,217014258,10014350,172231973,2127136,170350003,2178293,994596,5123240,502951482,24589,218141629,29195,25607,737229498,4431,4.0,1.51,1.46,0.08,0.0,135721430,129484000,5976000,149869985
