file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-psys/,power/energy-pkg/,power/energy-cores/,power/energy-ram/,power/energy-gpu/,duration_time,user_time,system_time,perf_time
1017040.exe,144520601,194647,79879292,92505,77491502,98022,179964,1720037,152842349,11426,135137907,5197,3534,369815898,417,1.69,0.39,0.37,0.04,0.0,72202100,67798000,3988000,129657385
1140402.exe,136898938,239674,75639759,78594,75531933,77635,160156,1150611,154183896,5206,142831114,2099,2152,363905443,376,1.27,0.52,0.51,0.02,0.0,41117380,38758000,1987000,55160972
1187270.exe,64523936,225125,35611353,71345,34980869,73749,160322,888083,63260117,3851,67378561,3194,2819,187492515,613,0.52,0.22,0.22,0.01,0.0,16865816,13704000,2936000,30970542
1228057.exe,138844214,208345,75627673,76373,75605705,76471,145371,1109503,150550806,4796,142363552,1894,2198,365309258,376,1.3,0.51,0.5,0.02,0.0,40805766,40471000,0,54958516
1357465.exe,137570712,232038,76837555,74518,76970856,74641,147403,1073300,151115990,4231,143046954,1994,2032,367330147,377,1.26,0.52,0.5,0.02,0.0,40822798,39549000,988000,54967065
1367032.exe,143944034,198184,77656687,69623,77042701,73332,140607,1148026,167705995,15002,140824368,2477,2186,372265994,1351,1.4,0.55,0.53,0.02,0.0,45612040,42393000,2957000,59706470
1370800.exe,42237696,251923,20688377,61867,20691176,61749,168825,642024,43940856,3904,50651649,2576,2023,119179041,621,0.37,0.15,0.15,0.01,0.0,11761351,9603000,1920000,25884009
1671790.exe,1864577,174899,4898106,36850,6522467,34555,105078,483375,17417487,2007,11607703,1839,4005,3215221,407,0.12,0.05,0.05,0.0,0.0,4425177,3102000,1034000,18578491
1803796.exe,69393516,522906,30944310,58931,24622355,60933,598838,1663570,63185377,9343,51779176,5385,2520,183118967,2142,0.53,0.22,0.21,0.01,0.0,16881379,11754000,4897000,31228606
1845510.exe,151653539,438325,79986486,100273,81025071,102197,311430,1604164,174954383,10353,151836934,6805,6702,394873803,1650,1.49,0.6,0.57,0.03,0.0,47259948,44012000,3000000,61381073
1992685.exe,137486742,243668,75591231,74633,75628569,75064,137410,1067404,152143030,4299,142427703,2078,2347,362318817,372,1.28,0.51,0.5,0.02,0.0,40998165,39740000,993000,55278673
2006045.exe,44863566,174511,22853890,62373,22660415,62897,145093,634322,42275913,2382,48341638,1728,2856,120505140,626,0.36,0.15,0.14,0.01,0.0,11786824,7355000,4203000,25800183
2169893.exe,141759860,207305,76614127,73412,77343139,74810,178179,1207426,152983161,6546,141196228,2278,2884,369148275,622,1.37,0.45,0.43,0.03,0.0,45329825,43067000,2003000,59452631
2312876.exe,40373575,172702,22294335,59126,22290485,57874,118518,539767,43439084,1431,52275393,976,851,137886276,180,0.38,0.15,0.14,0.01,0.0,11606919,11364000,0,25649611
2358896.exe,1648187,142210,3982467,35567,5620034,36299,111676,498283,14483673,2469,6948638,2454,<not counted>,<not counted>,404,0.12,0.05,0.04,0.0,0.0,3544793,2182000,1091000,17829655
2395064.exe,42758782,611489,26404005,70664,32419573,75492,1032779,2321437,121643980,22234,57819577,17276,27266,142587051,6481,1.02,0.39,0.38,0.02,0.0,32807203,21724000,10862000,46995902
2436754.exe,65865467,233586,34667467,69758,34973266,69912,181181,903067,65235893,4641,68728559,3539,4129,193401313,860,0.56,0.23,0.22,0.01,0.0,17479671,16137000,1008000,31710357
2448903.exe,138697540,192288,73388208,71622,73362209,71660,153902,980228,148686029,4795,143271011,1596,2266,364106484,384,1.26,0.51,0.49,0.02,0.0,40221778,38999000,999000,54283598
2462469.exe,1695869,150883,4124366,33731,5534557,35205,108835,493302,14791695,2135,15278322,1486,<not counted>,<not counted>,410,0.12,0.04,0.04,0.0,0.0,3735859,3517000,0,17787990
2578170.exe,76126986,259581,37683818,75187,36919640,74898,313622,1242228,70388191,6733,69693265,2648,2268,207248748,1377,0.63,0.25,0.24,0.01,0.0,19162500,13912000,4968000,33666767
