@relation problema
@attribute 'L1-dcache-loads' real
@attribute 'L1-dcache-load-misses' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'iTLB-loads' real
@attribute 'iTLB-load-misses' real
@attribute 'instructions' real
@attribute 'page-faults' real
@attribute 'power/energy-psys/' real
@attribute 'power/energy-pkg/' real
@attribute 'power/energy-cores/' real
@attribute 'power/energy-ram/' real
@attribute 'power/energy-gpu/' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'perf_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
247741625,311313,154136495,698500,154363557,691219,147800,2171287,503566422,115607,248633663,10570,105670,765916554,129,4.19,1.6,1.55,0.07,0.0,135566905,107183000,28048000,149651332,0
92749399,276840,61815706,371970,62067384,367657,130351,1593568,345543288,110917,92948616,305168,104011,323318567,134,2.78,1.03,0.99,0.05,0.0,93364592,55059000,38040000,107643288,0
247005109,298410,154100416,633573,153985370,634764,133747,2055219,508301479,114051,249207212,307619,105948,764938885,129,4.22,1.61,1.57,0.07,0.0,137158473,102112000,34698000,151438909,0
247687663,303666,154084013,705236,154256363,700558,133445,2068207,502799123,114200,248207263,7880,105340,765442835,129,4.2,1.59,1.54,0.07,0.0,135682119,109297000,26070000,150059984,0
251083262,288830,154937949,676667,154933900,675726,160599,2177080,504090379,114758,252678999,28157,105263,770005582,127,4.13,1.56,1.51,0.07,0.0,138062034,99849000,37942000,152165722,0
247845923,307134,154270048,655406,154353694,653257,132631,2161442,507483708,114750,249783573,221770,104910,766564093,131,4.23,1.61,1.57,0.07,0.0,136766628,90669000,45833000,151042328,0
247282446,296865,153972392,640582,154548894,636265,143383,2083563,502031095,114617,248356089,20734,105057,766593001,129,4.17,1.6,1.55,0.07,0.0,135417726,102101000,33032000,149663099,0
248335184,326326,154458855,706896,154553737,703773,175774,2218454,505199782,114351,249450593,10678,105414,770430610,131,4.17,1.63,1.57,0.07,0.0,136338953,103044000,33014000,150383064,0
252522681,259967,154842890,680155,154719307,673057,196605,2396151,502925291,115726,252471604,12422,306397,770874546,129,4.21,1.61,1.56,0.07,0.0,135732064,113370000,22072000,149802743,0
247309424,306467,154049638,693079,154035842,687092,135492,2180064,505456638,115153,249252639,40802,105816,767371206,128,4.14,1.63,1.57,0.07,0.0,136351932,108092000,28023000,150553501,0
69931564,182242,44991980,229498,44941671,231136,152703,902656,97781833,4970,72070614,2581,1855,247357213,140,0.81,0.33,0.32,0.01,0.0,26508296,23211000,3027000,40694800,0
250468909,296090,154577487,632165,154561537,632842,143315,2103788,509863265,114132,252256266,306551,105148,767572881,130,4.16,1.65,1.61,0.07,0.0,137949687,112723000,24938000,152221345,0
97673028,470733,65151720,427086,64705033,423439,507271,2307320,362499875,113131,96668978,315247,109726,342502557,1892,2.9,1.08,1.04,0.05,0.0,97621482,62522000,34734000,111771458,0
248135045,318591,154772107,704765,154745322,695998,147825,2242362,505812794,116313,250083944,34631,109524,769449716,127,4.09,1.6,1.56,0.07,0.0,136961377,96734000,39890000,151373587,0
250951460,302046,154401859,838812,154661710,838072,156867,2284347,511026830,115126,252834463,8269,105832,769800016,130,4.2,1.58,1.53,0.07,0.0,140873022,113844000,26963000,155177876,0
99136684,270769,65601164,418769,65773369,415663,132841,1586414,343658394,111089,99769093,34949,104093,341831730,134,2.7,1.01,0.97,0.05,0.0,93992963,28971000,64936000,107927159,0
250352571,296950,154932824,722826,155015234,723276,139560,2132211,511832751,114372,252713961,216639,105455,769626108,131,4.21,1.63,1.58,0.07,0.0,137711387,104474000,33150000,152015247,0
247616029,295468,153881268,698898,153920135,694077,137996,2058587,502781569,114251,248894869,10367,105415,766392988,129,4.15,1.6,1.56,0.07,0.0,135746637,103656000,31894000,150283793,0
250580253,310269,154650469,670302,154896649,668003,149433,2189846,501942177,115131,252111468,8296,106377,769342803,129,4.12,1.6,1.56,0.07,0.0,135655005,106369000,29101000,149831482,0
243497424,329440,152979045,710917,157896976,713946,165982,2190818,500119062,114469,252037010,48854,284727,755620070,326,4.08,1.63,1.57,0.07,0.0,134858054,120761000,13972000,149280694,0
67342952,220591,45150717,188435,45187280,187442,125638,806061,96027049,3500,71207981,2381,1851,241036183,137,0.82,0.32,0.31,0.01,0.0,25925785,24633000,1026000,40056268,0
