5,72;Joules;power/energy-pkg/;192001942;100,00;;
5,72;Joules;power/energy-pkg/;191999151;100,00;;
0,60;Joules;power/energy-ram/;191997064;100,00;;
180017000;ns;user_time;180017000;100,00;;
12001000;ns;system_time;12001000;100,00;;
