@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1.53,1.48,0.07,0.00,3.96,129320693,99166000,29749000,0
1.59,1.53,0.07,0.00,3.90,133679251,105727000,27927000,0
1.58,1.54,0.07,0.00,3.84,131206329,107157000,24035000,0
1.57,1.52,0.07,0.00,3.88,130572623,101440000,29126000,0
1.50,1.45,0.07,0.00,3.89,132263233,100176000,32056000,0
1.57,1.53,0.07,0.00,3.79,132191234,94027000,38011000,0
0.31,0.31,0.01,0.00,0.76,24882103,22883000,1989000,0
1.00,0.96,0.05,0.00,2.66,89202211,66138000,23048000,0
1.59,1.54,0.07,0.00,3.92,132983134,103904000,28973000,0
1.54,1.50,0.07,0.00,3.76,131118295,100088000,31027000,0
1.58,1.53,0.07,0.00,3.90,133755760,101801000,31937000,0
0.08,0.09,0.00,0.00,0.21,7259623,7257000,0,0
0.29,0.29,0.01,0.00,0.71,24920430,21871000,2982000,0
0.31,0.30,0.01,0.00,0.81,25133642,23000000,2000000,0
0.35,0.33,0.02,0.00,0.81,25485299,22356000,3048000,0
1.53,1.48,0.07,0.00,3.94,130662562,98496000,32162000,0
0.34,0.33,0.02,0.00,0.89,27705496,25713000,1977000,0
1.55,1.51,0.07,0.00,3.77,131736535,95370000,36140000,0
1.00,0.97,0.05,0.00,2.54,90112228,56063000,34038000,0
1.52,1.48,0.07,0.00,4.02,130548493,109352000,21068000,0
1.53,1.48,0.07,0.00,3.93,131117163,94050000,37019000,0
1.52,1.48,0.07,0.00,3.89,131629634,104720000,26928000,0
1.60,1.54,0.07,0.00,3.86,133271625,96465000,36796000,0
1.55,1.50,0.07,0.00,3.75,131383477,104253000,27065000,0
0.31,0.31,0.01,0.00,0.75,25607433,25584000,0,0
1.55,1.50,0.07,0.00,3.78,130824695,99739000,30919000,0
1.00,0.96,0.05,0.00,2.72,91667321,58696000,32830000,0
1.54,1.49,0.07,0.00,3.99,132816040,106850000,25963000,0
1.53,1.48,0.07,0.00,4.07,130913906,92159000,38647000,0
1.54,1.49,0.07,0.00,3.83,131337390,99183000,32059000,0
