@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.02,2.42,0.00,0.05,0.00,150282628,130095000,20014000,0
3.18,2.57,0.00,0.05,0.00,150310959,126324000,24061000,0
3.10,2.48,0.00,0.05,0.00,153119910,119083000,34023000,0
0.18,0.14,0.00,0.00,0.00,9759258,7823000,1955000,0
1.74,1.39,0.00,0.03,0.00,88690320,58465000,30240000,0
3.08,2.49,0.00,0.05,0.00,146509322,122623000,23926000,0
3.15,2.54,0.00,0.05,0.00,151521323,123632000,27917000,0
0.66,0.53,0.00,0.01,0.00,34021746,33006000,1000000,0
1.73,1.39,0.00,0.03,0.00,87018680,59020000,28009000,0
0.64,0.49,0.00,0.01,0.00,36448906,33554000,2960000,0
1.75,1.39,0.00,0.03,0.00,87797358,50886000,36917000,0
0.64,0.50,0.00,0.01,0.00,35640723,33677000,1981000,0
3.14,2.53,0.00,0.05,0.00,150813505,119535000,31139000,0
3.16,2.55,0.00,0.05,0.00,150128718,131117000,19017000,0
3.09,2.50,0.00,0.05,0.00,147035791,129049000,18006000,0
0.70,0.57,0.00,0.01,0.00,30681525,30624000,0,0
3.04,2.45,0.00,0.05,0.00,146172683,119346000,26852000,0
1.75,1.39,0.00,0.03,0.00,87908393,53955000,33971000,0
3.12,2.53,0.00,0.05,0.00,146027626,116912000,28978000,0
1.74,1.39,0.00,0.03,0.00,87676114,60478000,27215000,0
0.38,0.28,0.00,0.01,0.00,25421660,24187000,1007000,1
5.47,4.34,0.00,0.10,0.00,283454559,283425000,0,1
4.85,3.97,0.00,0.07,0.00,218445625,215431000,2992000,1
1.33,1.05,0.00,0.02,0.00,70338059,69361000,1005000,1
1.23,0.97,0.00,0.02,0.00,65207591,63254000,1976000,1
1.21,0.95,0.00,0.02,0.00,65322239,65372000,0,1
1.77,1.43,0.00,0.03,0.00,86018712,84954000,999000,1
0.67,0.53,0.00,0.01,0.00,33800234,32807000,1025000,1
3.40,2.68,0.00,0.06,0.00,176613623,175630000,997000,1
1.30,1.03,0.00,0.02,0.00,67036253,65080000,1972000,1
0.68,0.53,0.00,0.01,0.00,37509997,35557000,1975000,1
1.36,1.07,0.00,0.02,0.00,70650900,70676000,0,1
9.66,7.66,0.00,0.17,0.00,498395016,496415000,1997000,1
0.37,0.28,0.00,0.01,0.00,22315919,21324000,1015000,1
1.22,0.97,0.00,0.02,0.00,63215185,62245000,1003000,1
5.09,4.14,0.00,0.08,0.00,236499888,235529000,998000,1
1.36,1.09,0.00,0.02,0.00,69487730,68457000,1006000,1
1.23,0.97,0.00,0.02,0.00,64952809,63908000,998000,1
11.07,8.83,0.00,0.19,0.00,557892887,554877000,2999000,1
0.78,0.60,0.00,0.01,0.00,42814308,41840000,996000,1
3.94,3.21,0.00,0.06,0.00,180806550,173504000,6980000,2
1.27,1.00,0.00,0.02,0.00,67408761,65452000,2013000,2
3.86,3.13,0.00,0.06,0.00,182707024,180715000,2007000,2
1.28,1.01,0.00,0.02,0.00,67207156,65250000,2007000,2
3.87,3.13,0.00,0.06,0.00,185756745,180788000,4994000,2
3.85,3.13,0.00,0.06,0.00,180851639,177854000,2997000,2
1.28,1.01,0.00,0.02,0.00,66695561,61634000,5052000,2
1.25,0.99,0.00,0.02,0.00,65401214,63404000,2012000,2
1.31,1.03,0.00,0.02,0.00,68227087,66228000,2006000,2
3.92,3.19,0.00,0.06,0.00,182671191,179579000,2992000,2
1.32,1.05,0.00,0.02,0.00,66711596,63785000,2943000,2
3.80,3.07,0.00,0.06,0.00,180908595,177907000,2998000,2
3.85,3.13,0.00,0.06,0.00,179397579,177340000,2003000,2
4.06,3.30,0.00,0.06,0.00,187356885,180325000,7012000,2
1.26,0.99,0.00,0.02,0.00,67282764,65266000,2008000,2
3.90,3.17,0.00,0.06,0.00,182203356,179222000,2987000,2
3.99,3.24,0.00,0.06,0.00,186139755,183111000,3001000,2
3.90,3.19,0.00,0.06,0.00,176402436,172429000,3986000,2
1.38,1.10,0.00,0.02,0.00,69061206,65054000,4003000,2
1.29,1.02,0.00,0.02,0.00,65878541,61961000,3934000,2
2.70,2.14,0.00,0.05,0.00,138833647,128612000,9969000,3
4.12,3.30,0.00,0.07,0.00,204320276,195181000,9008000,3
4.70,3.77,0.00,0.08,0.00,231870047,177939000,53981000,3
2.39,1.90,0.00,0.04,0.00,121572249,112536000,9043000,3
4.03,3.25,0.00,0.07,0.00,195472926,188382000,7014000,3
6.33,5.10,0.00,0.11,0.00,309625998,256634000,52924000,3
6.32,5.07,0.00,0.11,0.00,311509589,259610000,51922000,3
4.87,3.92,0.00,0.08,0.00,237777348,182808000,54942000,3
6.56,5.27,0.00,0.11,0.00,321203254,266142000,55029000,3
2.27,1.78,0.00,0.04,0.00,121589881,114519000,7031000,3
6.73,5.41,0.00,0.11,0.00,329072757,282911000,46148000,3
4.88,3.92,0.00,0.08,0.00,238983285,177949000,60982000,3
