file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1033658.exe ,  5.24,  4.23,  0.00,  0.08,  0.00,  250447018,  234148000,   16010000
1200749.exe ,  4.88,  3.96,  0.00,  0.08,  0.00,  228711399,  218670000,   10030000
193506.exe  ,  6.60,  5.37,  0.00,  0.10,  0.00,  301232936,  240127000,   61032000
202900.exe  ,  2.46,  1.97,  0.00,  0.04,  0.00,  118798041,  107769000,   10976000
2124644.exe ,  9.35,  7.62,  0.00,  0.15,  0.00,  428955101,  357930000,   70986000
2764157.exe ,  5.84,  4.75,  0.00,  0.09,  0.00,  268876108,  259880000,    8995000
3647296.exe ,  3.61,  2.91,  0.00,  0.06,  0.00,  166431064,  157370000,    9021000
3851193.exe ,  3.23,  2.60,  0.00,  0.05,  0.00,  152786403,  141876000,   10913000
4154710.exe ,  4.17,  3.36,  0.00,  0.07,  0.00,  194115712,  177098000,   17009000
436565.exe  ,  3.43,  2.75,  0.00,  0.06,  0.00,  165070325,  156038000,    9002000
4649566.exe ,  4.35,  3.54,  0.00,  0.07,  0.00,  198158271,  187065000,   10945000
481529.exe  ,  4.03,  3.25,  0.00,  0.06,  0.00,  191574922,  177532000,   14042000
510955.exe  ,  4.11,  3.31,  0.00,  0.06,  0.00,  188451182,  179443000,    8972000
6231092.exe , 13.43, 10.92,  0.00,  0.21,  0.00,  619681649,  619678000,          0
6532744.exe ,  4.17,  3.39,  0.00,  0.06,  0.00,  190304719,  180270000,   10015000
6623355.exe ,  6.05,  4.86,  0.00,  0.10,  0.00,  291577138,  279620000,   11983000
6645661.exe ,  3.14,  2.51,  0.00,  0.05,  0.00,  151518846,  142459000,    9029000
7370979.exe ,  9.06,  7.34,  0.00,  0.14,  0.00,  423904870,  370860000,   52980000
7525849.exe ,  3.91,  3.15,  0.00,  0.06,  0.00,  185632299,  175580000,   10033000
7629905.exe ,  3.17,  2.56,  0.00,  0.05,  0.00,  147107847,  135039000,   12003000
