file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time
1370229.exe ,  0.24,  0.18,  0.00,  0.01,  0.00,   15445810,   14162000,    1089000
1769104.exe ,  0.62,  0.48,  0.00,  0.01,  0.00,   34772445,   33777000,     993000
1997948.exe ,  0.73,  0.58,  0.00,  0.01,  0.00,   37964066,   34901000,    3079000
2207605.exe ,  0.25,  0.19,  0.00,  0.01,  0.00,   16456826,   11655000,    4856000
2366368.exe ,  0.68,  0.53,  0.00,  0.01,  0.00,   38849589,   36867000,    1992000
2780834.exe ,  0.68,  0.53,  0.00,  0.01,  0.00,   37028781,   34034000,    3003000
3235338.exe ,  0.69,  0.53,  0.00,  0.01,  0.00,   38148578,   37222000,    1006000
375888.exe  ,  0.24,  0.18,  0.00,  0.01,  0.00,   15590763,   13678000,    1954000
3892624.exe ,  0.92,  0.78,  0.00,  0.01,  0.00,   32657356,   31634000,    1020000
4073051.exe ,  0.58,  0.43,  0.00,  0.01,  0.00,   37439081,   36424000,    1011000
4121629.exe ,  0.69,  0.56,  0.00,  0.01,  0.00,   31039865,   29076000,    1938000
4578708.exe ,  0.27,  0.20,  0.00,  0.01,  0.00,   15779042,   14823000,     988000
526412.exe  ,  0.62,  0.48,  0.00,  0.01,  0.00,   35170977,   33176000,    2010000
5811632.exe ,  0.76,  0.60,  0.00,  0.01,  0.00,   42487078,   40477000,    2023000
5869113.exe ,  0.65,  0.51,  0.00,  0.01,  0.00,   36412714,   36400000,          0
5976921.exe ,  0.64,  0.50,  0.00,  0.01,  0.00,   34384710,   33287000,    1008000
6028185.exe ,  0.68,  0.52,  0.00,  0.01,  0.00,   38484516,   37540000,    1014000
6426681.exe ,  0.59,  0.45,  0.00,  0.01,  0.00,   36811209,   34814000,    1989000
7766424.exe ,  0.66,  0.51,  0.00,  0.01,  0.00,   38607142,   37615000,    1016000
8455115.exe ,  0.62,  0.48,  0.00,  0.01,  0.00,   35294410,   32389000,    2944000
