@relation problema
@attribute 'pkg' real
@attribute 'cores' real
@attribute 'ram' real
@attribute 'gpu' real
@attribute 'psys' real
@attribute 'duration_time' real
@attribute 'user_time' real
@attribute 'system_time' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
3.06,2.45,0.00,0.05,0.00,153324962,127089000,26018000,0
3.13,2.52,0.00,0.05,0.00,153403107,129460000,23900000,0
3.12,2.50,0.00,0.05,0.00,155463435,126390000,29089000,0
0.17,0.13,0.00,0.00,0.00,11800658,10835000,985000,0
1.81,1.45,0.00,0.03,0.00,90096770,59421000,30701000,0
3.17,2.58,0.00,0.05,0.00,149421571,125256000,24049000,0
3.08,2.46,0.00,0.05,0.00,155179398,125119000,30028000,0
0.65,0.51,0.00,0.01,0.00,35811101,34801000,994000,0
1.74,1.37,0.00,0.03,0.00,93125065,63028000,30013000,0
0.62,0.48,0.00,0.01,0.00,35435729,34412000,1012000,0
1.71,1.36,0.00,0.03,0.00,85875537,54921000,30955000,0
0.61,0.46,0.00,0.01,0.00,35573772,33617000,1977000,0
3.15,2.55,0.00,0.05,0.00,151209442,125127000,26026000,0
3.15,2.56,0.00,0.05,0.00,148844764,126901000,21982000,0
3.02,2.44,0.00,0.05,0.00,144920773,118919000,25982000,0
0.64,0.49,0.00,0.01,0.00,36579824,34667000,1980000,0
3.17,2.57,0.00,0.05,0.00,151197442,116070000,35021000,0
1.80,1.46,0.00,0.03,0.00,87154474,61113000,26048000,0
3.11,2.52,0.00,0.05,0.00,148267467,111216000,37072000,0
1.65,1.32,0.00,0.03,0.00,82480714,66333000,16080000,0
0.38,0.27,0.00,0.01,0.00,26172982,23945000,1995000,1
5.31,4.20,0.00,0.10,0.00,281477041,281493000,0,1
4.80,3.94,0.00,0.07,0.00,215774658,214798000,999000,1
1.29,1.01,0.00,0.02,0.00,70207395,70277000,0,1
1.23,0.97,0.00,0.02,0.00,65580712,64605000,1009000,1
1.18,0.92,0.00,0.02,0.00,65889983,64854000,997000,1
1.79,1.44,0.00,0.03,0.00,86931878,85917000,999000,1
0.61,0.47,0.00,0.01,0.00,36285928,35305000,1008000,1
3.37,2.66,0.00,0.06,0.00,176546022,175574000,997000,1
1.28,1.01,0.00,0.02,0.00,66895061,65901000,998000,1
0.65,0.50,0.00,0.01,0.00,37252432,36274000,1007000,1
1.32,1.05,0.00,0.02,0.00,68595532,67603000,1009000,1
9.51,7.52,0.00,0.17,0.00,498548128,496531000,1998000,1
0.36,0.27,0.00,0.01,0.00,22511180,21503000,1023000,1
1.23,0.98,0.00,0.02,0.00,62400374,61421000,1006000,1
5.15,4.20,0.00,0.08,0.00,238429326,235473000,3006000,1
1.31,1.02,0.00,0.02,0.00,71326513,71334000,0,1
1.21,0.96,0.00,0.02,0.00,63487788,61489000,2016000,1
10.88,8.65,0.00,0.19,0.00,558018052,556855000,999000,1
0.76,0.60,0.00,0.01,0.00,41089695,39072000,2003000,1
1.75,1.38,0.00,0.03,0.00,92320246,85998000,5999000,2
0.73,0.55,0.00,0.02,0.00,44725245,43757000,994000,2
1.83,1.50,0.00,0.03,0.00,83602491,81585000,1989000,2
