@relation problema-weka.filters.unsupervised.attribute.Remove-R5-7

@attribute pkg numeric
@attribute cpu numeric
@attribute mem numeric
@attribute gpu numeric
@attribute class {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}

@data
6.439255,5.233261,0.10144,?,0
6.439072,5.221909,0.102036,?,0
6.387909,5.150681,0.103714,?,0
6.428513,5.21167,0.101563,?,0
6.51033,5.298889,0.102005,?,0
6.517624,5.301025,0.101974,?,0
6.422424,5.205246,0.101532,?,0
6.502823,5.33223,0.098221,?,0
6.423157,5.203781,0.101868,?,0
6.389572,5.141418,0.104004,?,0
6.345627,5.09436,0.105331,?,0
6.369202,5.142441,0.103912,?,0
6.437714,5.21669,0.101868,?,0
6.35585,5.106018,0.104462,?,0
6.385574,5.176285,0.100876,?,0
6.45874,5.203598,0.105072,?,0
6.547729,5.325134,0.103012,?,0
6.561386,5.275833,0.107697,?,0
6.280823,5.064285,0.104355,?,0
6.33017,5.103928,0.10434,?,0
6.346008,5.091461,0.105057,?,0
6.383698,5.129196,0.105042,?,0
6.430756,5.21315,0.101563,?,0
7.183594,5.955887,0.102966,?,0
6.745667,5.537689,0.101242,?,0
6.430557,5.166077,0.105743,?,0
6.446289,5.254257,0.101944,?,0
6.473038,5.258423,0.102249,?,0
6.371017,5.121307,0.104568,?,0
6.396698,5.178146,0.101974,?,0
6.286331,5.083145,0.101273,?,0
6.28067,5.093704,0.099945,?,0
6.129517,4.913971,0.102356,?,0
6.28894,5.034149,0.103745,?,0
6.184464,4.952896,0.104019,?,0
6.264801,5.065598,0.101212,?,0
6.221832,5.007004,0.10231,?,0
6.349121,5.194321,0.097031,?,0
6.300034,5.058105,0.103943,?,0
6.31485,5.07933,0.103714,?,0
6.533417,5.355057,0.099274,?,0
6.35672,5.105392,0.105347,?,0
6.585327,5.354584,0.103668,?,0
6.343918,5.092712,0.105423,?,0
8.104691,6.906418,0.100006,?,0
8.059753,6.87233,0.099701,?,0
6.416199,5.168625,0.105103,?,0
6.551651,5.328659,0.102936,?,0
6.414291,5.171112,0.104767,?,0
1.301895,1.017242,0.023865,?,0
1.271683,0.966629,0.025589,?,0
1.324585,1.068466,0.02153,?,0
1.332596,1.072342,0.021851,?,0
1.322113,1.033356,0.024261,?,0
1.354828,1.112946,0.022217,?,0
1.324585,1.036041,0.024277,?,0
1.328018,1.043274,0.023911,?,0
1.291183,1.006317,0.023849,?,0
1.224457,0.911545,0.026291,?,0
6.321259,5.077728,0.104919,?,0
6.359726,5.161087,0.101181,?,0
6.34169,5.090256,0.105423,?,0
6.534363,5.279388,0.105118,?,0
6.38765,5.152588,0.103989,?,0
6.415695,5.184952,0.103683,?,0
6.319107,5.074982,0.105057,?,0
6.490051,5.267303,0.103241,?,0
6.395935,5.161041,0.103973,?,0
6.42012,5.166626,0.105087,?,0
6.446991,5.219482,0.102036,?,0
6.337814,5.086517,0.105377,?,0
6.504852,5.326126,0.099274,?,0
6.339264,5.096024,0.104675,?,0
6.540192,5.35379,0.099854,?,0
6.324585,5.078171,0.104385,?,0
6.317154,5.07016,0.10463,?,0
6.398087,5.158829,0.104401,?,0
6.441162,5.222183,0.102814,?,0
6.348358,5.090042,0.105347,?,0
4.191971,3.389801,0.067276,?,0
4.124268,3.276764,0.071243,?,0
4.182648,3.347412,0.070358,?,0
4.181503,3.37883,0.067551,?,0
4.235413,3.372284,0.07225,?,0
4.283279,3.475983,0.067963,?,0
4.098633,3.271896,0.069565,?,0
4.185944,3.383713,0.067566,?,0
4.169815,3.371338,0.067169,?,0
4.089111,3.258911,0.06958,?,0
1.290085,0.996994,0.024597,?,0
1.409241,1.16095,0.020828,?,0
1.261108,0.948166,0.026291,?,0
1.249466,0.932129,0.026611,?,0
1.277573,0.989166,0.024261,?,0
1.315887,1.075104,0.021881,?,0
1.277786,0.997162,0.023544,?,0
1.287842,0.998642,0.024216,?,0
1.280441,0.967422,0.026321,?,0
1.328949,1.067841,0.021851,?,0
1.318604,1.020935,0.024933,?,0
1.270264,0.965027,0.02565,?,0
1.3367,1.076355,0.021881,?,0
1.30542,1.02478,0.02359,?,0
1.304504,1.015305,0.024246,?,0
1.30162,1.008957,0.024597,?,0
1.307404,1.018723,0.024246,?,0
1.297684,1.00473,0.024551,?,0
1.286911,0.993988,0.024582,?,0
1.337265,1.072784,0.022217,?,0
6.403641,5.210739,0.10199,?,0
6.300125,5.057144,0.10466,?,0
6.450027,5.234924,0.102051,?,0
6.391617,5.160522,0.103699,?,0
6.439651,5.192368,0.105331,?,0
6.41983,5.156494,0.106506,?,0
6.476425,5.261292,0.102249,?,0
6.483994,5.257111,0.103485,?,0
6.411346,5.1521,0.105408,?,0
6.530853,5.303848,0.103302,?,0
6.45372,5.246704,0.101822,?,0
6.520447,5.294647,0.102737,?,0
6.305344,5.050201,0.104904,?,0
6.321075,5.077316,0.104752,?,0
6.463669,5.18811,0.106628,?,0
6.37146,5.117233,0.105087,?,0
6.390152,5.13385,0.105789,?,0
6.423935,5.206497,0.10202,?,0
6.374207,5.130341,0.104721,?,0
6.452942,5.240112,0.101517,?,0
6.441833,5.226654,0.10231,?,0
6.317337,5.077728,0.10437,?,0
6.245102,5.00795,0.103607,?,0
6.274216,5.034103,0.104355,?,0
6.532608,5.330841,0.100647,?,0
6.290024,5.050232,0.103729,?,0
6.259659,5.01976,0.104309,?,0
6.495316,5.278656,0.101929,?,0
6.52272,5.246094,0.107391,?,0
6.320923,5.074814,0.10434,?,0
1.637924,1.328964,0.025986,?,0
1.543152,1.200806,0.028687,?,0
1.598572,1.244217,0.027924,?,0
1.574966,1.249893,0.027298,?,0
1.593048,1.267715,0.027298,?,0
1.658813,1.36618,0.024567,?,0
1.652603,1.359726,0.024628,?,0
1.570511,1.25769,0.026337,?,0
1.638367,1.314392,0.025574,?,0
1.642517,1.341614,0.025299,?,0
6.453445,5.236343,0.102264,?,0
6.315094,5.068314,0.104279,?,0
6.38623,5.138733,0.104996,?,0
6.386536,5.123016,0.105392,?,0
6.493271,5.230408,0.105331,?,0
6.539795,5.311569,0.103638,?,0
6.348206,5.098267,0.104218,?,0
6.546951,5.326981,0.102631,?,0
6.393524,5.194519,0.101028,?,0
6.442215,5.194061,0.105713,?,0
1.347061,1.040726,0.024902,?,0
1.378555,1.104324,0.022888,?,0
1.356216,1.062546,0.024918,?,0
1.397949,1.120758,0.023239,?,0
1.419037,1.162689,0.021469,?,0
1.427826,1.163315,0.022522,?,0
1.341522,1.048706,0.024551,?,0
1.326965,1.03743,0.024261,?,0
1.396576,1.130264,0.022171,?,0
1.383331,1.118851,0.022156,?,0
1.461975,1.188232,0.022903,?,0
1.348282,1.030731,0.026321,?,0
1.373215,1.080185,0.024643,?,0
1.345566,1.052185,0.024582,?,0
1.388809,1.118958,0.022568,?,0
1.371429,1.077255,0.024582,?,0
1.420197,1.149796,0.022522,?,0
1.350204,1.063644,0.023895,?,0
1.416199,1.132111,0.022156,?,0
1.335541,1.03569,0.024918,?,0
1.304932,1.003174,0.025253,?,0
1.426666,1.173843,0.021149,?,0
1.279114,0.960541,0.026581,?,0
1.321045,1.028412,0.024628,?,0
1.283691,0.961395,0.026962,?,0
1.301758,1.009079,0.024612,?,0
1.324173,1.031235,0.024597,?,0
1.300751,1.0112,0.024261,?,0
1.314758,1.020828,0.024597,?,0
1.369034,1.100677,0.022537,?,0
6.419113,5.17485,0.104248,?,0
6.32132,5.089142,0.103638,?,0
6.298264,5.057297,0.103638,?,0
6.372467,5.114746,0.104919,?,0
6.341324,5.091965,0.104324,?,0
6.306671,5.061066,0.104691,?,0
6.24646,5.023346,0.103119,?,0
6.327545,5.096741,0.103836,?,0
6.321381,5.092896,0.104294,?,0
6.486847,5.332565,0.097168,?,0
3.444107,2.770737,0.056656,?,0
3.43483,2.717224,0.060501,?,0
3.37233,2.655289,0.059998,?,0
3.415405,2.689102,0.06076,?,0
3.41864,2.686066,0.061493,?,0
3.436157,2.709717,0.061066,?,0
3.350662,2.637772,0.059708,?,0
3.383392,2.657928,0.061081,?,0
3.38385,2.661758,0.060364,?,0
3.489624,2.804413,0.057663,?,0
6.321655,5.086105,0.104004,?,0
6.65213,5.396957,0.105713,?,0
6.418564,5.212738,0.100876,?,0
6.405365,5.156357,0.104431,?,0
6.351273,5.106079,0.103912,?,0
6.268112,5.020645,0.103897,?,0
6.526642,5.287415,0.102905,?,0
6.434082,5.226959,0.101593,?,0
6.303223,5.050583,0.104645,?,0
6.279541,5.037949,0.104279,?,0
6.496155,5.320801,0.098831,?,0
6.392273,5.140549,0.105377,?,0
6.291473,5.042755,0.104446,?,0
6.496735,5.255936,0.103226,?,0
6.305786,5.070328,0.104019,?,0
6.456314,5.231461,0.10231,?,0
6.475281,5.201752,0.106949,?,0
6.435959,5.178802,0.105057,?,0
6.488815,5.262421,0.102554,?,0
6.443161,5.170166,0.106262,?,0
6.430145,5.213593,0.101913,?,0
6.446014,5.221893,0.101974,?,0
6.47229,5.24826,0.102264,?,0
6.316849,5.075775,0.104248,?,0
6.374084,5.186172,0.101181,?,0
6.44249,5.227417,0.101151,?,0
6.388794,5.189102,0.101334,?,0
6.363007,5.123672,0.103668,?,0
7.263641,5.891373,0.115845,?,0
6.3237,5.092804,0.103622,?,0
6.371124,5.128479,0.103943,?,0
6.446716,5.21994,0.102219,?,0
6.32457,5.07251,0.104767,?,0
6.320068,5.070007,0.104446,?,0
6.298401,5.055023,0.103897,?,0
6.29866,5.058929,0.104492,?,0
6.500946,5.282013,0.102768,?,0
6.396011,5.148697,0.105057,?,0
6.298019,5.058578,0.103577,?,0
6.401062,5.142181,0.105438,?,0
6.3423,5.09845,0.104065,?,0
6.362686,5.109467,0.104614,?,0
6.590927,5.357925,0.103683,?,0
6.468201,5.257095,0.10202,?,0
6.36557,5.166763,0.100845,?,0
6.398804,5.191772,0.099899,?,0
6.376541,5.122894,0.105392,?,0
6.478424,5.224487,0.104584,?,0
6.34993,5.099945,0.104279,?,0
6.525177,5.29834,0.103226,?,0
3.42659,2.757431,0.056274,?,0
3.402618,2.689117,0.059784,?,0
3.496445,2.807175,0.058014,?,0
3.472946,2.743332,0.061401,?,0
3.390701,2.673462,0.06012,?,0
3.352707,2.635635,0.060043,?,0
3.458176,2.772751,0.057602,?,0
3.452667,2.767288,0.057755,?,0
3.388489,2.666824,0.060364,?,0
3.455048,2.724777,0.061401,?,0
6.361786,5.114166,0.104401,?,0
