nome,slopes
1071,0.020893406704501422
1082,0.01996016594365876
1084,0.020677975099592162
1091,0.02123778898340282
1131,0.02073809987862236
1132,0.020955912824639256
1140,0.021257234676589912
1158,0.022902783004832682
1190,0.022319253236939618
1192,0.020918051417838025
1195,0.020949010270775538
1197,0.022506641871775403
1619,0.021046029115791447
1621,0.02036184275776258
1628,0.020700136286151135
1632,0.021187485551038974
1634,0.02148421567770893
1635,0.02002485007219542
1636,0.02220025755814897
1639,0.02281297634689875
1640,0.020334711506987443
1642,0.020239949208566414
1643,0.02019705508887296
1666,0.0206500405122612
1667,0.021086489903370767
1668,0.0208421717762259
1669,0.020860483321158516
1671,0.021267985470912257
1672,0.02222906781891518
1674,0.020799014170261577
2166,0.022505202301275264
2185,0.021610935254331512
