file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6440573.exe,7449923,697505315,439040791,2367030,436600513,2148321,4852744,21053739,905758188,242096,680875955,5598,18757,42660,2109919719
6627158.exe,2005682,650643407,424218652,3051817,413082956,3620764,1192168,6564319,788917532,37612,607050749,4794,20482,27729,1891155631
6701674.exe,20673623,325906189,240277347,2251197,237317766,2242873,20745680,46268681,1553678691,2757314,325427694,18074,31118,96935,1148560394
6932069.exe,5757182,217705234,150607578,2923152,150916306,2898035,2824345,11012317,407838280,114967,207948413,3260,4503,7154,748096167
6958673.exe,907342,159680161,132708254,1635822,133570892,1881519,497561,2753975,291227773,14050,157229283,1500,5818,7236,515273072
7009955.exe,801984,647466731,392775913,2771700,397879904,2785915,361794,4031428,748489158,23855,663717746,1876,10650,26757,1902521507
711331.exe,15336792,278510030,221112497,9177018,222066009,9212214,16160428,41478887,1377033479,1887638,288382304,11661,35511,73686,950531162
727417.exe,1493284,162166391,147310756,1677303,144484886,2116917,230990,2719867,305978053,16415,150238531,1892,10136,27540,535513790
7290259.exe,7325680,180847732,186091703,9849196,189303252,10066527,1368800,15642024,621112066,24966,201995440,4808,13217,12486,766197523
7917842.exe,1361395,647174672,410171395,2701880,412660781,2700663,471068,3863671,760662406,20698,662677690,2720,6535,32211,1943688367
7928067.exe,1433743,165354080,148079404,563164,150661143,564486,720364,5194878,286969724,12547,175020550,1697,2893,2597,564335551
8294387.exe,17323198,352429469,271013592,12081324,274168350,12329369,16893306,38123944,1416671573,2176937,370840526,9548,20428,70618,1159978039
831340.exe,1582381,160320667,146023619,1781088,143629146,2197773,608621,3593754,301258872,13330,149833544,1698,3763,4865,539095132
8357688.exe,3533300,189523801,144203635,1576913,148465188,1594238,1351064,4832628,358706570,19774,233900483,6359,17220,53620,632764871
847669.exe,9404730,695753688,466031876,3160654,466647830,3163905,474659,6438019,971548954,32394,690972361,3841,11840,50482,2167082344
983549.exe,21383406,321879828,270250548,5527348,265439233,5525789,1746862,8413289,972382065,53382,337674582,7376,31970,51203,1058808131
985992.exe,846820,160405246,140510162,1576138,140114920,1895592,241947,2476727,303830680,9398,150905843,1502,3714,3702,549028469
991360.exe,1135083,639075951,386647158,4317459,394069402,4174080,724000,5735883,760416287,22944,647703582,1691,12042,19358,1893425226
994210.exe,2501545,157559858,138584014,1055751,141897047,743317,611215,3778726,298159114,22916,172630662,4111,18699,30717,546762374
994945.exe,10936230,214540301,214808934,807403,209958664,1380083,895228,5082063,506967274,18973,216504791,4430,11030,20661,837094477
