@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
58471,1788083,2013115,28195,2015507,29275,8084,593895,176850530,4511,312937,128,1172,551,137718281,1
138718,2166283,3168648,96463,2859348,90482,42219,1628280,430208790,12349,827106,133,3542,1435,59493132,1
78483,3799587,4724428,106582,5202864,110608,29672,1062845,273310439,8871,2804069,129,1822,711,49556451,1
458555,34595869,123448095,315446,123044468,312940,110691,5263166,1569242022,39796,33175607,133,10283,5083,1219135313,1
62780,1554530,2477231,46371,2294044,41970,35891,712408,179970310,5052,351818,132,1400,604,110798715,1
72953,3763914,3943424,572747,3955778,568968,4227,268531,74175035,1934,162520,132,449,969,84951384,1
87606,3402297,2836825,54642,2548845,47964,27296,829844,178760027,5047,360083,132,1167,571,117823172,1
54488,2809159,2052418,32931,2025841,31124,7418,584235,171480755,4475,289210,128,1133,468,102953552,1
420827,9836376,763498,15469,688222,14565,21387,318593,49029554,3054,9031952,135,2781,6636,31715058,1
699298,8868475,6420267,43902,8043748,41871,519983,1860687,113114857,16046,15035293,3858,6406,12838,120918389,1
124595,3167390,2360255,41408,2221762,38511,31556,670583,175609090,4559,313749,133,1170,508,133965859,1
232975,4581616,3004546,132841,2894153,130665,74150,2553299,735848296,18880,1361193,132,4522,1546,98606582,1
80730,3406354,3097043,58086,2739055,49923,41296,828359,188656604,4825,371358,130,1231,377,127693861,1
80959,3269260,2040244,33543,2056344,32320,8479,613328,179057690,4683,367177,129,1174,389,110437654,1
480356,6787259,211159654,271431,210995340,268516,92157,5242432,1537025329,40068,3236281,327,10947,5545,2221245003,1
200396,4117498,2670386,112489,2636444,110332,32144,2144747,666673287,16775,1179489,133,4167,1681,97087339,1
100323,3214511,1997848,28910,2015777,28375,7440,566889,175679174,4352,313716,133,1072,447,134274234,1
39743,3099385,5413589,48244,5031860,42249,52832,652748,107653691,3877,399504,133,700,294,80414553,1
68432,3186444,2973781,99350,3820830,129722,3640,304725,89014026,2257,184940,129,579,180,144149940,1
1057492,168737206,141929373,118647,140791838,721672,141293,1556563,249028535,7092,185961214,910,1731,3690,526169481,2
336459,83321302,53794068,1888700,51538961,1902980,31449,937122,135510700,4972,67406781,523,2158,2310,289328618,2
406735,74915553,47933645,1992622,47710843,1931620,124597,1789026,128766365,5910,79233710,917,2411,2339,314624966,2
1107848,164677735,142684002,115447,142676048,114897,109158,1519228,259197647,10882,204025230,1906,3178,19378,533980265,2
222551,74355216,47714587,2034137,47328745,1986962,49156,1209673,129129447,5584,75681672,526,2706,2134,316778297,2
1065819,176355450,143842739,107426,137511153,957996,443301,3412918,318717637,25144,217165130,523,15049,92001,649916095,2
455596,163973972,140352534,97871,140540487,404780,49753,1174378,244636161,6312,186824687,518,1679,9281,520949005,2
7534026,106763575,109846408,656570,109568831,655612,1287592,7179354,333113856,113804,133459294,2870,15561,17405,369456272,2
1108504,78515572,48380870,2161245,50724408,2173628,214235,1860900,148605090,8699,67874475,3087,4219,10179,280727073,2
8437772,121265630,105087905,2755962,100388518,2843911,722939,6317694,354965862,50916,129145807,2871,4335,24403,409170165,2
541542,170166409,140729505,94378,134046263,1059856,38458,1170016,244404297,6631,177414295,517,1734,9181,524342946,2
889926,169088142,143112825,104619,143233570,567083,95183,1501026,250564130,6736,187923300,911,1774,5381,534864712,2
6640717,98976002,98550676,606022,100011872,606731,1267043,7012820,323079097,130279,114405132,2673,3096,17933,343196919,2
900614,81523947,49151442,1901542,46765081,2000801,115620,1632018,143633987,7564,63546963,1913,5725,13960,268683965,2
195198,75277751,46802529,1993012,46739474,1996453,58551,1233339,127985580,5948,75912325,529,3156,2267,311089897,2
470954,167016387,142885239,341477,132585438,1080518,83996,1224219,250331153,7193,175615808,521,4184,9321,521092389,2
985529,165740096,138674449,104812,138709915,572040,167700,1530063,248994491,8452,184457180,910,2861,10997,518052045,2
368323,72279919,50920309,1899248,50742233,1860663,39368,1059295,131457876,5313,72255327,523,1922,2705,304549577,2
1401591,76325740,50103268,3770913,49596788,3771848,88575,3667634,211429269,9984,68666819,1010,3566,6605,325089261,2
203947,118286245,60436777,2652961,56345748,2862819,46674,1489752,166338873,4300,92848893,529,1133,1128,384016320,2
4720867,157425119,104809451,852369,104115897,842975,1672044,10419642,381689185,197265,150136527,2480,15808,14675,516244730,3
5184693,198522337,135703544,1233128,135468315,1268111,1204437,11491143,891402102,402456,201259827,2479,593064,447524,660052070,3
4734038,412207922,260348419,1559198,259476678,1554985,1838581,13510135,1110106567,411758,411681106,2471,626557,282566,1272088551,3
4705036,405072796,259238928,1561515,258456105,1553926,1864270,13396266,1106342695,404002,406427174,2474,215419,272253,1267812675,3
4708459,160002222,107685045,908289,107533838,903242,1878470,11139951,393637377,193782,154527373,2481,7367,23908,523810570,3
4820778,412100639,260456687,1563602,259888868,1553752,1837865,13580064,1115580069,423829,409901664,2472,618205,477573,1264942985,3
4860951,165679474,102736275,854817,102155804,846572,1735026,10355811,382944347,204899,148022538,2872,6446,26584,525500329,3
4720051,138823153,116355735,843355,115567249,836437,1690126,10436730,388261418,209627,133852039,2476,6666,22086,540921329,3
4886387,199559019,137096746,1344431,136778302,1339260,1730196,12338737,882686710,430339,200586830,2479,203050,24892,663411866,3
4532488,186977633,130209219,1331585,129506356,1342126,1826102,11921188,864462995,378012,192092188,2477,653798,697327,634323754,3
5010291,348339295,229070888,1219842,229622056,1203999,1507595,10967984,609798961,139816,381393085,2929,19719,30408,1108221644,3
4811212,413274309,260723684,1558628,260175057,1549736,1876900,13416003,1110868100,414666,410748899,2680,622810,680424,1270168732,3
5690013,392722072,278603953,3329183,278136366,3324564,1032063,12393835,1158286979,354743,409062602,2473,219346,37506,1237166019,3
4738011,157374222,105146331,836195,104603402,829301,1664590,10216159,375218685,180232,153242524,2479,7624,26172,526988947,3
5226469,198424357,136469360,1260338,135944659,1281871,1395007,11566895,901797001,408290,201279538,2478,587404,540113,659830106,3
4935250,115313716,99290081,773822,101882560,765600,1241740,9552442,359239716,105791,156799679,2480,4566,13822,428000057,3
4230635,141876276,103688869,740914,102908402,730193,762280,8679001,335785211,89738,147769403,2479,4113,20762,475460450,3
4755481,404593754,259234327,1557794,258560479,1548967,1833816,13601935,1114048882,419188,404824701,2474,214169,345483,1259616825,3
4746074,156472216,104666861,862387,103794876,852921,1733556,10399841,381878373,199153,148305728,2480,7950,23450,506243181,3
5155132,198572151,137213307,1240818,136893332,1266318,1294517,11584020,891728242,407776,200497719,2479,589238,457490,663690980,3
4453525,150766346,110734297,561746,116665391,585441,5099510,12402013,447415240,489960,143970916,9039,12414,52648,510653795,4
5379816,340939071,227061344,1464978,227624684,1636306,7445646,16234356,718936217,628144,373173867,7549,18027,46647,1082922577,4
3502767,124122242,88317803,1010850,92551491,845464,5404437,12812308,385423894,371757,134916424,5953,8898,29060,469231955,4
6066746,136091046,89889925,1114232,91480336,1060294,6783934,15323545,498184890,723187,127469318,5603,77488,13588,471620031,4
6217477,131539532,89230271,1276373,87998996,1125097,7853423,17120206,492903023,783655,126619271,5126,44466,17819,472144238,4
4331745,141449147,110796873,663807,104687890,676857,4375146,10427872,419287326,423442,148158957,6572,7786,25344,531500102,4
3583067,125489442,89329060,1098144,91667712,905670,5312578,12369953,388373304,408013,134366518,5954,8760,34933,473269015,4
5728758,341081468,234197664,864220,241379915,882742,4784876,13126804,659832908,479840,384718219,8190,14524,75214,1101629523,4
5284209,150367949,113869555,674361,113612467,660298,6336240,14212833,475909908,626445,152956551,8001,10240,29647,542339047,4
4211775,127634513,89181211,951869,88553723,976451,5400382,14653648,393787307,471797,134335530,6196,10166,46500,482507934,4
8660161,173367182,141711771,836650,141826021,827801,9016656,20590012,741430513,961406,192590900,13185,24829,61047,663376882,4
4601943,119712711,92126329,731683,91463099,721559,4254137,11671094,427936020,636700,121548568,3260,5467,14973,427945022,4
5474988,341582860,217823331,1444185,223010310,1239895,7000816,17456993,694430920,621808,365893428,6185,12468,50720,1083209780,4
4325521,315950000,232931146,795226,234672304,795030,3080525,8988660,594738098,411411,354504606,5331,12886,55995,990470325,4
4591810,327365612,223199191,835737,227311816,826429,4291623,12882225,632004729,530820,354354340,2869,8053,27174,1041452156,4
5330631,127743489,90238121,1220440,87827390,1358571,7389809,15964783,473026842,682750,132868593,4994,8266,19254,468206690,4
6477341,131176848,95157181,789905,93409488,865790,7575539,15837918,511391351,733376,130693852,7554,90693,50285,462456670,4
5060776,123246719,91765400,679809,91076305,670573,4278387,13165467,428001894,626223,122631153,3071,5701,14078,434980028,4
4097862,373656472,250989211,894362,261777095,907498,4551291,11776777,680122305,411341,410345534,7375,14827,71172,1204266932,4
6901788,125445135,99562127,962319,102552199,1118828,6144169,14199149,488910113,721036,129529726,6579,156545,48298,438852856,4
6434204,184663348,106472945,1272537,105633092,1284664,9729389,21591827,610073310,960444,149931987,5778,41266,32997,623566411,5
6074991,377057338,243734938,1452846,250441251,1283565,7506651,18193029,770102631,666419,417043950,6424,12055,58990,1240349723,5
8923307,404655227,243287216,1616897,248440521,1460916,9495861,29660274,927064403,1075036,420820972,6492,23224,61424,1323747444,5
8760149,150761554,143022061,891883,141423443,881264,8050084,19010878,649656514,886858,188517751,8148,131906,72044,567886311,5
10591132,370066062,273521169,1375070,275083507,1258740,8451779,21591666,909454333,968542,426445635,7162,137290,80578,1207780814,5
6695590,380431279,244833686,896138,245003255,1147202,8745490,21528010,776028038,785535,389794257,6617,37695,77542,1231937491,5
6570327,173881741,112381209,980666,111907112,1030856,8308946,21316854,540940677,764290,146793950,7062,88876,43904,598209337,5
8202101,152837659,140613904,756241,134012513,736526,7122555,18193714,555747326,842809,159408853,7653,99627,28583,513631926,5
7091828,179153967,111162064,1200509,110757753,1090383,9738045,22671808,616232622,915632,146235133,6581,150927,35000,602618072,5
8944361,147782396,152535586,809952,150340755,968639,6889848,17098225,568747250,758640,153259331,7644,71441,46167,608389433,5
6626515,198575540,118790125,1220475,119444937,1102444,9045014,20801688,597470844,848247,202302043,8964,14367,56290,805597039,5
5972155,163779055,106168690,1271265,102114313,1413332,7797631,20353430,601424665,906779,165073692,4159,10898,18877,666321734,5
5993865,377120136,240460660,1525414,253951724,1328489,7028371,16509249,763143108,633242,420742763,6425,11787,56282,1238413368,5
6928657,385312856,256595622,1740741,256169280,1582356,7939688,19346410,799453158,837871,383182011,7449,98497,60521,1207904596,5
11203451,147126757,125065415,844423,129702946,1161209,13139244,25652954,726914843,1411546,168947198,8146,55471,37051,519419490,5
13177732,476386042,335332827,3734564,338638994,3934154,11141670,29682302,1213584570,1021682,511207005,13036,50664,98153,1615061315,5
8835568,265223451,227748293,797410,215927845,791591,13292809,25474782,774787438,926183,263022540,18232,110174,101293,1047511358,5
8544419,159581539,134161079,991490,131098923,1182280,8851289,20281202,634497854,893256,161848019,7363,76435,43127,533958207,5
7823745,238768757,137807985,803223,144798101,863591,10867152,24519495,704259283,806661,206134060,15648,140642,110460,859710713,5
6215372,170293477,113957065,704324,111327327,714662,8326343,20817858,542248658,842424,145252171,6585,90656,35655,572296866,5
7273445,697934391,438964076,2299434,435677634,2216899,5058704,21199303,905634835,241962,683191410,5598,11170,44429,2112206569,6
2035339,647156233,422698678,3133371,409247082,3666835,1169338,6514133,787472046,37820,606316402,4794,11784,28485,1890109696,6
20898662,325138891,242184034,2268113,240174713,2247447,20684240,46006261,1557355370,2785683,322503223,18074,27734,105828,1136109082,6
5848821,215907818,151658107,2918000,151643037,2909463,2936832,11118181,410796735,120229,210048851,3258,4077,5857,752033350,6
898605,158556501,133891772,1620716,128831907,2234051,364222,2644847,290420063,14225,154814101,1500,4132,7491,518392846,6
815326,649694371,395420608,2761288,396330195,2787528,358385,4277938,755513856,23635,660609973,1877,10216,35254,1905162597,6
15375943,278703192,221320173,9207405,221958371,9228681,16219787,41574008,1376758247,1897939,287215023,11662,45088,53314,949975374,6
1476754,160000383,147467427,1675010,147089734,2003421,292992,2770396,308575248,15427,152740587,1893,9994,17109,540117895,6
7155076,181185222,182011491,9562672,185947698,9935854,1438531,16377931,623991761,29137,207657770,4808,11009,15737,776766001,6
898217,652105893,395148068,2454377,398093774,2543105,526470,5186604,749732633,24280,657916791,2723,7768,27502,1934465703,6
1618700,166488206,143562302,946015,148068413,669412,640829,4946566,289160987,13005,178091086,1697,3732,3420,563784539,6
17388591,352229662,265388824,12096942,270693976,12374507,16922709,38181772,1424334513,2159047,373246430,9548,39733,64559,1160517833,6
1567457,167873476,146477083,1854814,139003595,2446037,527654,3411007,297784975,12699,149129489,1697,3706,3942,547585990,6
3617495,192930836,143111851,1555214,146652435,1580106,1327064,4610345,356741100,22334,233359853,6357,10395,30254,642100324,6
8953844,706421026,464582898,3128524,464146979,3129624,476150,5025807,964072875,33170,683130163,3841,11874,54902,2164451957,6
21634653,320233181,268137532,5410638,264583547,5392967,1956135,8602381,972131986,55301,340059073,7375,19607,45749,1052925762,6
914313,154352409,138249736,1284293,139322850,1390624,347339,2400492,305457323,9362,156420777,1502,3607,3493,541560486,6
1063768,638179760,388373752,4216253,394412077,4098573,537639,5312591,756997554,21255,647246357,1691,6257,19014,1896457761,6
2711659,156179214,138114736,1300695,141864232,907800,547625,3422698,299485519,22918,180055817,4108,9521,28941,548495735,6
11120287,215149902,213379016,826235,209396450,1418972,988651,5504353,511305214,19847,215973001,4430,7439,31043,834000533,6
27299003,630739603,308157574,395682,307470935,398321,19252019,54667400,1192364386,305197,626039778,98333,315400,575455,1991652284,7
6556867,399147470,102767233,59401,102951690,59573,19065,10780610,321949932,8269,412261251,326,1953,1234,1337451154,7
12525604,193061955,13243863,41652,13240299,41588,10228,25975541,236079842,5868,207261542,338,2277,1521,681877439,7
27162083,640411217,305521412,395127,305793946,402425,18887954,52477333,1186571240,299114,619750929,98332,130039,701141,2019862636,7
25935239,302073963,205828268,133802,205810327,111594,58692,48304623,377740258,11272,307062563,328,3200,2008,1336167869,7
15136404,437853054,299661559,361444,299061741,357818,8818755,28287366,1091583870,134692,437987174,97883,104838,403668,2271184487,7
12865550,498373205,206085692,67636,206072235,68200,16413,29979368,399406384,9809,513219368,423,2328,1658,1736814315,7
50841346,298429571,206352195,72837,206044445,72864,17128,93703260,392916129,9832,307843562,530,3414,2133,1227521948,7
15331391,436414751,301108071,327375,300617405,325741,8663937,27981255,1037798717,127109,440250165,97886,107016,493226,2083498726,7
28162525,632563953,302722286,392694,302149806,396501,18872534,53468530,1203315152,294568,637939982,98338,145585,659898,2246359095,7
28910196,509252768,342302123,465903,351957141,466604,21357139,43949082,1313448613,692806,528311899,97886,105527,461143,2610058864,7
12860571,394389245,102900706,51253,103160358,50920,10648,26106777,304008832,7567,412451239,334,2786,1862,1223634494,7
6295407,383592598,213486728,65368,211485392,67144,14986,12948079,334036010,8481,382748602,230,2041,1029,1473809412,7
50734088,297465055,206421725,71749,206351182,72069,16781,93434052,383793344,10367,305913060,530,3367,2128,1227234083,7
15910012,440307253,299975614,398678,297359853,392559,8849513,30321533,1418171742,139421,435697008,97892,395681,239715,2572911261,7
15306924,438459692,299087076,324178,298560323,343419,8974539,28367624,1018106562,133157,438804519,97899,106456,403287,1973236946,7
6512642,294033528,311491789,233916,310954711,222646,12701,12783376,244811785,6042,309440507,232,1460,650,1081720068,7
16012378,335390976,299759804,336634,299252197,335201,8559961,28282750,1115259071,131721,338494614,97905,107306,444934,2373193079,7
28080066,655085452,295377537,394170,295709364,397191,18828827,54291141,1235756594,304968,634074025,98331,127359,602105,2376688094,7
20848172,666260471,304678423,450009,296434236,451827,18460509,40176016,1177647092,309442,587610165,98240,127055,671258,2097374790,7
34134486,452356967,255495084,2909298,249606573,2861244,18548255,62009234,909882085,2387869,469095419,8735,21906,56110,1417133135,8
15591160,338780043,232565991,893124,225575981,942681,13921069,37230467,1258286341,1005819,343654566,9353,224671,70204,1153110668,8
8558507,343072491,168031457,2743566,168309009,2794717,4807375,17260522,593353784,89439,330769563,6582,16035,13177,1167340325,8
6522164,700337622,433670960,4067241,434774206,4083113,2858157,16450283,1449575945,268828,721447291,4616,810305,357758,2223369074,8
7902098,242104018,143016762,2427405,143311904,2425893,5343313,17512227,485302754,50666,258719088,6780,5621,5229,903506059,8
5862567,395664907,180541004,3497077,180524126,3496118,3507037,16440903,708653030,71961,395529824,4233,12656,35686,1256009210,8
8355932,291678187,149425850,2959374,151448243,3039105,3712813,15720519,564845975,55819,292467174,4232,7343,7210,1130402106,8
11662223,423524265,186342405,2889073,186341311,2888187,8289869,26663323,830591447,124142,435383410,11072,20221,32215,1369370585,8
6067176,242186310,136799438,2516661,142079086,2626089,3996698,14417543,466665497,62042,251520981,5139,10431,12871,843997549,8
7875547,732597591,447123588,4038411,449811117,4067828,6579219,23551191,1487614733,434128,762745842,4036,213456,89664,2342030991,8
6414691,773969909,450550599,3816498,443045295,3783953,5841564,19697902,1488428644,298626,746431321,6768,361268,37505,2393533073,8
15154403,474160244,255973028,8143432,253907839,8188433,13009417,41594745,1116902953,883809,472371773,4043,14753,44630,1668251905,8
7132693,778321638,448334373,4456620,448285759,4472128,3925250,19559126,1621376198,283765,792397527,4615,219794,58672,2472667889,8
18562371,782108588,468533564,6019772,462083314,6018806,7101552,32659739,1623719741,390378,784119952,4619,223857,49863,2416799391,8
7808014,744225653,436433598,3900866,430803431,3856159,5430747,21600808,1454262249,276176,716078447,6769,221829,34426,2282970208,8
12310377,844688810,493213988,4310509,493127306,4292786,13320271,35921947,1760315060,776239,843554391,7940,218473,95632,2513149468,8
7182565,392315004,182897597,646358,183299362,647208,3263356,16617520,665362056,190794,416910668,3653,6368,5592,1366215710,8
6237330,714187101,432633957,3919306,434801230,3957880,3440019,16959328,1415655873,270072,732943463,4615,214855,87818,2225118967,8
5686924,258517196,136875143,427430,136663174,435197,4237277,15148394,454880424,42425,257904973,4428,5218,6175,1057088640,8
7921598,249782399,144222612,2352342,144223071,2350262,4662234,17462387,495008780,59815,257015505,6583,5989,7357,903277430,8
528481,20545478,32235666,16863,28126786,20044,274643,862441,48343341,7341,27099954,1368,4091,3293,43143597,9
272696,9733757,27665776,13796,27645879,13823,29854,452630,42991219,3081,45760428,391,2897,4337,60187398,9
300777,10343006,26493396,15044,26435449,14685,50931,426909,44639198,5834,39295002,622,8035,5163,62201903,9
183057,129915917,78458046,29796,78501107,30235,47162,624382,152570436,4536,142715198,374,2694,3443,361406311,9
231057,131543920,80484314,31902,80470678,30408,29178,658853,156559171,4254,148859518,445,1838,4755,367755338,9
237679,37959920,39011307,38361,39009768,37157,51366,388953,61317265,2283,66573755,391,1742,3545,169186895,9
295766,10782721,33754361,14017,33651680,15817,199785,859150,49695263,7888,41201103,1375,5245,2650,110665115,9
195102,108473135,75295079,35269,75309380,34158,116938,739346,162318046,4760,118675416,377,2198,2875,422028990,9
327335,129862536,79516795,40311,79487581,40009,141033,825974,158236975,6029,144060214,1361,3082,7168,363970813,9
85422,3360089,1839363,48503,1824395,48415,281388,511136,?,?,?,445,?,?,?,9
146744,180626730,82392749,64274,75246313,76185,2021792,3668372,201003579,36064,135956768,6293,10582,5507,485279504,9
141582,4554293,?,?,?,?,?,?,?,?,?,150,?,?,?,9
201058,129492104,78628156,35778,78513839,34262,54360,645725,151957566,4529,142534236,371,3933,3343,360100612,9
430997,15153260,25308784,17995,25305868,18452,129499,612863,46209074,5145,42387671,1119,4015,3659,108030693,9
373781,12085825,31053025,15155,30999162,14396,64067,335303,49193775,4456,51807247,1373,1894,1864,115258564,9
353599,7335144,18200462,31876,16977652,32606,736611,1738607,31661512,12613,1669327,2363,?,?,?,9
91481,3157422,?,?,?,?,?,?,?,?,?,656,?,?,?,9
499845,11692173,29833687,10805,29841002,12914,37533,360215,44202318,3045,35444931,178,4849,764,984110,9
227183,127303680,78535948,33158,78529076,32178,51117,635263,152688846,4532,142316534,372,3123,3786,363004771,9
163036,3263313,?,?,?,?,?,?,?,?,?,452,?,?,?,9
1253606,84497358,79373810,141748,76342635,241845,466683,2438440,170110124,18235,86982536,2022,2045,6515,290598898,10
3319602,107174894,72134639,344787,72949619,365790,2231695,5724941,254429298,154868,108870970,4303,4283,16166,376274786,10
3034606,103047677,71957849,368184,71816724,377219,1996267,5355675,249802284,194894,99162670,3520,5079,13341,365798257,10
6853888,129808264,122237223,2281344,120957576,2272574,6049365,15499953,578598474,859220,145781359,5604,11941,33541,466955798,10
11878638,199255282,171112698,750707,174245657,765134,1794828,6003383,486264339,56283,218174361,7929,11858,38808,701807293,10
5246144,289452468,202015059,630575,207093321,691058,3372928,7907028,515644994,217380,328865823,7033,15170,45246,996582854,10
992228,243899275,174884133,819083,176972127,835981,485967,3935662,346916072,14534,285628488,2016,8775,24977,777170654,10
1160642,83919248,78838580,152848,78177889,147956,580320,2393614,170296010,12889,86875883,2220,6467,6013,291923288,10
2443688,111882964,86171303,149466,87680081,142206,3674788,8001802,297464828,196872,112288650,6483,8802,22316,426724843,10
2261315,110384697,81282457,583479,80729779,707030,2847606,6667823,276117716,181649,111701022,4138,5585,15893,408744384,10
958965,278800488,159774479,1318263,173423634,1104923,1479450,5624968,372817918,27100,293728272,2994,6011,25806,875243033,10
998537,248017311,176037393,892157,176150714,892179,260975,2512815,343576278,14760,283417006,2019,4670,18021,776991527,10
14926487,372297508,270935667,1196997,273299409,1199170,2434637,7705010,678078997,135956,379374173,4819,13588,37966,1174123380,10
1146399,91033514,85261260,152631,86148446,145332,850929,4279552,191086626,18942,105152147,2999,8300,18062,345903978,10
1477434,90063465,72686318,130248,72725397,134636,278310,2110883,158080144,12425,99351841,2024,2943,6987,333385904,10
1011606,260333021,177292102,1078569,180948810,1007189,1149776,5362379,364840762,23053,288581578,2866,10291,32415,846306939,10
1078066,81949940,79690993,145746,79944994,260214,425377,2437841,176200044,13582,93227168,2802,6768,19472,300252045,10
1063587,125739860,57164451,1001287,58830478,763977,2187419,5843349,215352250,38461,97739000,7173,6749,18468,420797464,10
1941073,292144228,190418807,797795,187673604,792463,2841231,7916562,445209114,174246,285648196,3521,6693,27555,904857872,10
2229343,127643691,86561486,157789,84975256,156103,3724148,8231146,290160898,189246,119184032,5895,7279,22886,446547412,10
13317905,64153871,26727924,4899351,26882269,4905032,19121,954400,221381953,5589,65504664,174,2176,1687,135647595,11
14542404,65014729,27173718,5153185,27032373,5152841,47700,1019623,204567500,6898,65751372,212,2175,753,150809493,11
24155838,741267153,607640544,5831327,607981701,5824516,107136,20295769,1126472750,29794,747729041,221,7786,4778,2567069894,11
24708292,77764563,26841163,5612770,26772895,5612679,45536,21315560,254537503,6541,79357651,229,1592,786,189528182,11
7918873,67801743,27480147,5145126,27552081,5152954,9414,2627272,227756549,5798,68702754,191,2309,2657,149908036,11
24567759,80119717,28802475,5055552,28357197,5099513,36001,18177854,267689164,6722,81459891,208,1746,826,166848979,11
14483475,67983989,27633269,5563648,27756628,5569579,18690,3056123,211331225,8065,68237734,170,3321,2258,156055413,11
6569744,83523806,48228483,5018734,48118014,5010894,32858,929040,250883329,6334,85530714,184,1614,631,400359647,11
13802416,69488962,32035828,6121031,32069143,6124864,19597,3888077,238342401,6300,72043571,223,1523,2086,172574189,11
23553056,777469738,612369459,5778461,612528418,5776656,52144,26689138,1124551924,29140,785055609,245,8154,5556,2631095676,11
22550366,91108764,27402450,5051938,27485424,5039730,19870,17238694,241202931,5961,93878195,217,1544,742,175266912,11
19382714,57125386,28690108,4942325,28751942,4950786,20803,13843116,263435601,9692,55945322,331,1932,1681,165499460,11
24537822,78488603,26949542,5545326,26851518,5557125,63980,18916178,252640117,6949,79873218,261,1517,722,158742379,11
20607201,208274012,69951723,9843370,66278217,10080340,45080,6897977,511905714,13433,183580366,175,3693,2040,570847335,11
13235900,64993358,25930392,4537401,26280525,4588205,7793,2210370,218839187,5668,67364088,222,2224,1952,138799083,11
10986652,64629634,39846871,5744960,39830060,5744028,9948,2700063,230423540,5768,66332304,213,2394,1977,187032374,11
28183205,755089879,607821950,5792408,608376191,5788637,68670,30355468,1108024728,29014,758664570,232,8468,4328,2569886129,11
15356411,86916427,40957872,4978903,36239889,5296215,171541,3837834,236574532,5668,91024024,2524,2171,1395,181677764,11
7679918,72015288,26441095,5766686,26434508,5830963,48699,1249060,265794825,6621,71200949,202,1726,862,238448695,11
22341440,739645550,607970243,5784301,605650263,5783332,66135,20794846,1093405087,29792,745817217,222,7202,3718,2586673327,11
