file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
8190404.exe,4818497,157127938,105330865,841537,104723007,830210,1616569,10316273,384528847,199849,148636899,2480,125666,23279,511962724
8224401.exe,4879680,199372279,136809047,1355146,136232236,1347794,1804566,12426067,879231341,436069,199802289,2477,214191,29923,663519405
8269776.exe,5906760,405062525,258433382,1460571,258201586,1485909,1490200,12685908,1124160783,425131,406643251,2475,206767,600037,1247078744
8300854.exe,4794955,406267953,259986306,1569356,259254825,1562482,1914255,13768575,1110520279,414030,405958873,2474,221720,41131,1268236848
8324953.exe,4763668,155399950,104179266,841659,103794718,834599,1665783,10336633,375801890,185500,153542001,2480,10999,24106,526392631
8344240.exe,5079179,409433139,259975560,1559300,259312309,1555130,1881566,13601164,1119673859,442755,406904482,2472,211647,475383,1254363316
8346271.exe,4829014,166942001,101515006,848931,101012193,840196,1819183,10621238,382886851,206456,149695358,2871,11782,21645,544015931
8380396.exe,4721852,137398907,116487730,862737,115845465,854346,1700645,10538228,391789744,207588,133281883,2475,10633,22754,536583127
8407108.exe,4846761,199322456,137216843,1357233,136934609,1349720,1857876,12431204,882966139,429951,200503468,2478,206777,26378,662425769
8457226.exe,4986257,186541320,130068412,1270876,129396671,1254728,1127580,10784741,842101545,323406,192079826,2477,217055,22212,630616363
8459541.exe,5280376,340809712,229402896,1004588,235331467,994163,1582655,11035201,606766964,118675,386473991,2928,15659,35921,1064121842
8492597.exe,5007546,410857259,261893555,1555097,261537474,1552355,1865682,13611619,1119136423,445065,410876286,2678,214113,634333,1267811049
850185.exe,5045938,391511666,277703867,3346074,277687795,3355177,1353767,12786876,1171492819,351668,408639941,2474,1058149,34530,1234323304
8536161.exe,4750892,159194573,105503431,853039,105068208,845324,1655569,10385197,379155866,200902,151318091,2478,13099,28591,521937590
8545589.exe,5023616,198876182,137049292,1299815,136711756,1317934,1601687,12016643,890026630,427602,200627938,2479,483909,106469,663244797
8546342.exe,5050952,111477077,99968266,774427,102459670,764467,1157047,9351450,354316601,101884,156023228,2481,8662,23243,412540745
8634018.exe,4240639,141253700,104492491,741774,103812809,733371,689711,8581118,339779328,90884,148574085,2480,4638,22029,475470777
8693929.exe,5023526,401955803,259778607,1629278,258812740,1616397,1971489,13621246,1125284356,439739,400013088,2473,212754,38884,1244165157
8739063.exe,4703814,158176520,105039333,850555,104500369,841689,1660468,10259261,381863337,202268,148591134,2480,9129,21935,508267631
879858.exe,4989731,199364109,137502234,1304062,137139570,1311573,1603705,12162986,885891480,434010,200144205,2479,205366,26101,664616538
