file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6594659.exe,389219,4072703,210508340,239822,210664405,234370,77504,4769606,1433496193,39140,3051928,133,10686,4620,1972528125
684443.exe,58471,1788083,2013115,28195,2015507,29275,8084,593895,176850530,4511,312937,128,1172,551,137718281
7150067.exe,138718,2166283,3168648,96463,2859348,90482,42219,1628280,430208790,12349,827106,133,3542,1435,59493132
7190933.exe,78483,3799587,4724428,106582,5202864,110608,29672,1062845,273310439,8871,2804069,129,1822,711,49556451
7276958.exe,458555,34595869,123448095,315446,123044468,312940,110691,5263166,1569242022,39796,33175607,133,10283,5083,1219135313
7348208.exe,62780,1554530,2477231,46371,2294044,41970,35891,712408,179970310,5052,351818,132,1400,604,110798715
7387979.exe,72953,3763914,3943424,572747,3955778,568968,4227,268531,74175035,1934,162520,132,449,969,84951384
7528688.exe,87606,3402297,2836825,54642,2548845,47964,27296,829844,178760027,5047,360083,132,1167,571,117823172
7689283.exe,54488,2809159,2052418,32931,2025841,31124,7418,584235,171480755,4475,289210,128,1133,468,102953552
7708071.exe,420827,9836376,763498,15469,688222,14565,21387,318593,49029554,3054,9031952,135,2781,6636,31715058
7715728.exe,699298,8868475,6420267,43902,8043748,41871,519983,1860687,113114857,16046,15035293,3858,6406,12838,120918389
7823228.exe,124595,3167390,2360255,41408,2221762,38511,31556,670583,175609090,4559,313749,133,1170,508,133965859
7829045.exe,232975,4581616,3004546,132841,2894153,130665,74150,2553299,735848296,18880,1361193,132,4522,1546,98606582
8001049.exe,80730,3406354,3097043,58086,2739055,49923,41296,828359,188656604,4825,371358,130,1231,377,127693861
8005036.exe,80959,3269260,2040244,33543,2056344,32320,8479,613328,179057690,4683,367177,129,1174,389,110437654
8349555.exe,480356,6787259,211159654,271431,210995340,268516,92157,5242432,1537025329,40068,3236281,327,10947,5545,2221245003
845774.exe,200396,4117498,2670386,112489,2636444,110332,32144,2144747,666673287,16775,1179489,133,4167,1681,97087339
8588479.exe,100323,3214511,1997848,28910,2015777,28375,7440,566889,175679174,4352,313716,133,1072,447,134274234
908305.exe,39743,3099385,5413589,48244,5031860,42249,52832,652748,107653691,3877,399504,133,700,294,80414553
941239.exe,68432,3186444,2973781,99350,3820830,129722,3640,304725,89014026,2257,184940,129,579,180,144149940
