file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
610334.exe,68278,72048656,49973435,18852,49493354,17092,11217,346445,89464649,2401,81288058,128,672,4222,234275541
6275088.exe,88435,79483061,53122136,23395,53196026,22831,42195,481064,94964762,2525,87375669,908,740,1692,249311707
663149.exe,496477,9149306,21813173,10894,20977586,17416,42826,481753,39400830,3918,23469473,330,8132,<not counted>,<not counted>
6691947.exe,93397,84716054,56028431,19070,55905503,17400,39412,468550,98489721,2706,92232013,1299,797,1886,266970872
7148062.exe,552925,15686408,23163701,9301,23088522,15184,22554,290668,41547781,3021,33061192,134,1755,<not counted>,<not counted>
7274517.exe,93751,69228245,47437082,23460,47578623,24055,35483,392280,85909871,2301,79907867,126,653,2647,230358804
7332878.exe,251994,9154332,22052159,8810,22054781,16525,39759,482177,39713377,3414,27596781,527,<not counted>,<not counted>,<not counted>
7375390.exe,568035,17943928,25861678,16123,26680159,14911,68324,627398,57662414,5065,36416611,1041,1866,1594,151789559
7507851.exe,419031,8074674,22121311,8832,21383042,17182,43039,512039,40197069,3860,26629626,526,2483,<not counted>,<not counted>
7611471.exe,83271,75555182,50978732,19346,51179512,19022,18772,449588,89529986,2373,84068149,518,691,2043,241443896
788876.exe,91350,73756195,51380578,18967,51244282,18210,18323,429168,89990960,2342,84840725,519,691,2745,242623650
8059454.exe,503306,13627866,19674702,11637,21027450,12631,92627,585404,43504534,7189,29971141,1040,8578,1398,1931052
811745.exe,81628,76100057,51156419,19191,51078369,18849,20573,449793,89738011,2615,82873690,522,781,2560,236844520
8124566.exe,253142,7793491,22322382,8655,22289813,16142,40542,497838,41740276,2899,28792170,524,<not counted>,<not counted>,<not counted>
8201251.exe,399083,8134121,22563568,8934,22586756,17829,46251,516160,40660100,3612,28805961,526,1260,<not counted>,<not counted>
8340073.exe,82786,76974855,50408239,18431,50657888,17729,15702,433034,88833379,2399,83923351,519,690,1382,240823089
848361.exe,65647,69180262,48771087,18576,48731346,17649,12699,343614,86939215,2344,80401807,129,670,4302,233596155
8545343.exe,206852,7437959,22469084,8827,22439051,16808,42303,503092,41333914,3085,29277825,523,<not counted>,<not counted>,<not counted>
8577288.exe,162440,5246971,21858493,7910,21877260,16222,38462,382999,41084556,3499,31530324,525,<not counted>,<not counted>,<not counted>
950066.exe,362174,8873166,21967257,10162,21450604,18766,48488,517148,39492202,3595,25928430,524,<not counted>,<not counted>,<not counted>
