file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
7204799.exe,663552,22281657,11390263,31484,11585973,27790,181680,1031283,73722478,8048,24956152,4200,4436,13869,75604897
721024.exe,172035,6258219,7836346,22392,7479682,22557,192474,680959,32584590,6555,9630839,2135,<not counted>,<not counted>,<not counted>
737655.exe,239369,332597232,506553579,763880,505866020,772788,137891,1861435,542365978,17451,334835719,136,6029,2831,2184912626
7457632.exe,223413,333254287,505785188,513136,508796349,514136,24255,1554115,430276791,11715,342083432,130,3417,1335,1875336517
7488467.exe,996631,14702275,12013292,24142,12223993,22396,473212,1230549,62819877,14432,17212388,6098,20626,14229,57335775
7518267.exe,173971,6216148,33759355,82359,34876734,94664,642034,3714928,49672977,9412,36112105,2083,2826,5785,79823649
7528378.exe,307830,348201820,483910667,621355,485685144,622252,1289372,4551714,918248147,44949,347176652,4035,5965,3039,3845572897
7573254.exe,10647595,184974470,172708264,132113,171693244,157840,4699311,11252712,287183369,52968,176313228,9996,22153,51993,772105870
821615.exe,574539,24416146,17126590,59912,15759209,55201,1673709,2210085,111851479,35660,16967636,8646,38618,46910,76034658
8248862.exe,162315,3752570,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,134,<not counted>,<not counted>,<not counted>
834019.exe,82456,2913587,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,131,<not counted>,<not counted>,<not counted>
835034.exe,312174,333436592,504087650,617868,503615985,619637,38787,2979852,876173951,21468,336704884,143,6551,3898,2349130021
837979.exe,207329,4809231,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,138,<not counted>,<not counted>,<not counted>
8399465.exe,188548,4858448,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,132,<not counted>,<not counted>,<not counted>
8484786.exe,180338,169357531,494619414,600776,499227747,572142,37703,1640941,432000074,11230,171993347,137,2795,1306,2035992275
8561386.exe,174104,329519826,339983554,507514,339712876,518972,51817,1537988,419624270,11426,338653875,140,2648,1243,1858066555
902968.exe,246183,332646832,336971873,597563,336770159,603186,36211,2336966,703617567,19300,334161569,130,5602,3275,1840847698
907195.exe,2041078,83564814,13013264,36014,13088302,47035,545173,2543582,92063985,8929,74670006,3135,545,298,297555970
913271.exe,956700,14574464,11606049,26654,12323336,25259,529552,1308023,63200305,14465,16380219,6093,20638,31782,56841364
917051.exe,93654,3349153,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,135,<not counted>,<not counted>,<not counted>
