file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6583952.exe,226590,14427703,52648178,6386543,52609609,6416393,28019,1643129,477600978,12425,11573144,129,4253,4006,210644541
6606177.exe,58054,16073538,5657646,77113,5831615,76658,45030,619219,112638256,5800,14960489,129,718,442,55443628
6617819.exe,297031,448748447,313137834,7320629,313454690,7295655,43404,3135602,970643770,23892,452864716,136,6672,3019,2066178951
6694019.exe,166302,14546172,58596509,7202950,58478228,7197604,29178,1628036,492941194,12569,11517411,133,2997,1108,213482603
6902322.exe,191449,15370045,56205734,6461907,56032618,6434506,47110,1563735,475429593,11938,11707078,1111,4080,2028,281840847
7056608.exe,140882,12633460,57634861,6953763,57329814,6959412,47853,1863694,509447503,13050,11595939,133,3079,1309,265083468
7079101.exe,140828,13856715,57540642,7118934,57499437,7095366,26755,1701660,501371825,13057,11530520,134,3007,1652,201510149
7124615.exe,210779,14648497,59164439,7294568,59047789,7329102,52951,1788513,487934330,13087,11602805,126,3004,1545,214871012
7167926.exe,173479,13040419,56871986,7082066,56780065,7055070,27332,1821289,542272103,15807,12092469,133,4166,2577,270312080
7283440.exe,183945,14418080,46241973,6489188,46247406,6382783,88078,2035803,531492940,16013,12222779,135,3723,1616,159313097
7568135.exe,83919,36247822,16875865,99001,16836925,99112,15932,478484,133054301,4777,37291407,128,1793,1590,148737234
7584647.exe,179368,14043059,58502824,7070954,58303451,7049723,40330,1845604,540284761,16197,12226225,133,4627,2641,212539266
7645678.exe,141290,13787851,57508878,7051561,57348905,7077855,49548,1924503,508280142,13310,11491622,134,3398,1677,214297106
7854578.exe,1545922,12208498,34207707,78115,34093144,70802,883866,3752730,104906013,34878,54145540,6147,11248,47173,82164431
8028684.exe,187005,5100029,5080116,33274,5032290,32187,11830,286601,46420191,2819,9390376,134,4885,3783,35719815
8117907.exe,177299,13928708,45816991,6432305,45475353,6469800,25810,1838686,544288816,15542,13143379,130,4458,2593,215894091
8185719.exe,173931,14436630,47564105,6573832,46941281,6534064,188525,2069087,532251871,15808,12235428,133,4050,1677,228077149
8249056.exe,157260,14156952,46734868,7106211,46888548,7073705,46492,1895653,520375790,15280,12090518,135,3320,1289,155661048
8349543.exe,139529,12614507,58681949,7086539,58223443,7105825,51307,1891632,529722233,14803,12021734,127,3676,1371,269541275
8516128.exe,259229,8999373,4995057,51008,5079367,51427,12371,294339,49619331,3088,12422408,134,2480,5993,40846979
