file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
7353687.exe,185572,9612856,32857641,16542,31901199,17509,211181,773980,48667152,6378,31645948,1367,10126,3727,98602637
7382581.exe,179860,8662793,28688459,13396,29006655,13177,30960,455710,46591051,3219,48384951,391,3557,7131,31558989
743173.exe,222407,6077249,27053678,14806,27082712,14657,56402,429288,44866869,6149,39825792,621,12982,7112,29618318
7571318.exe,188548,130093987,78406154,32092,78935842,30754,46595,639219,153719580,4595,144415507,373,2498,3172,364097593
7607475.exe,234000,130329378,80592989,31718,80782769,34017,52733,670909,163761332,4783,148843109,445,1847,1952,372757138
7617595.exe,238019,41202152,38749448,34869,39111622,35014,49744,400073,62498212,2375,69849073,391,2199,3675,176344351
7632599.exe,491862,11184291,33387681,14904,30571448,17430,247793,950649,49696230,8336,38593916,1376,4045,4083,64048725
7706034.exe,133814,110272407,74064325,39414,78226156,53717,81745,1051627,199224412,7573,115872982,376,2747,2225,414066741
7725672.exe,303433,132274499,79958908,36186,79621246,35724,134056,790693,158104732,5659,144070856,1360,5252,6911,365431449
7736428.exe,242385,5548695,261183,29770,285845,30392,24178,465775,<not counted>,<not counted>,<not counted>,446,<not counted>,<not counted>,<not counted>
7740671.exe,162205,179153897,85325098,61714,77786626,75102,1999651,3670092,202406752,36288,132759230,6292,10865,12082,480519098
7832987.exe,60762,1975793,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,150,<not counted>,<not counted>,<not counted>
7865423.exe,198826,130229665,78035628,30100,77983016,31853,45154,657077,159595225,4940,141846758,371,2177,2525,359607603
7983452.exe,504852,18479756,26230951,19232,26216890,19234,187695,693658,47293903,5219,42469651,1116,2973,3188,31075925
8071369.exe,525244,11084074,31945780,15564,31821707,15932,79906,498682,50006330,4634,51971050,1373,2471,4171,77213667
8107830.exe,263207,7374636,17995957,30030,15370017,30191,682365,1639365,31821805,14557,9072140,2362,<not counted>,<not counted>,<not counted>
821545.exe,193497,4482123,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,655,<not counted>,<not counted>,<not counted>
8307961.exe,201983,4770569,30364844,13636,30331137,12275,31137,366209,46058879,3040,40611447,179,5170,5813,53822545
8376985.exe,177223,132306782,75639046,41524,76993597,44520,82946,788904,154567732,6133,144523749,374,1617,2841,371524718
8508555.exe,98155,3230711,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,<not counted>,451,<not counted>,<not counted>,<not counted>
