file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
7430934.exe,5966747,155416110,223209800,19596396,225682300,19779742,1590056,9727816,801974296,51880,160527575,8304,46229,57185,928407808
7767425.exe,1654396,73889983,92354308,3000798,92303377,3036600,325784,2552225,232431055,15136,91136947,3620,5410,17040,477842033
7857290.exe,20275901,135882783,226304873,17233142,232322765,17135330,1668114,16537429,854196636,43135,131820681,8301,13909,33255,930072615
7863279.exe,21733186,162167480,250956410,19029946,244522805,18966915,2413266,10196588,827047370,48667,143038093,8301,28434,48362,1254142227
7881296.exe,19331783,112706145,146423136,3645721,129089438,3997650,2232413,13179051,371755823,32645,122105919,8301,10520,51819,782362102
7949890.exe,13769967,146943053,283582908,15408784,275340511,15937809,3431391,11097085,789513346,46058,154259765,8297,20743,22524,1059339196
7950184.exe,622059,77408594,117228238,1171784,113754913,1614216,425914,1900715,189799760,9417,75261605,1743,1255,676,487378637
7977536.exe,24800391,114546706,218669329,17856536,209714410,17522016,874262,23384823,761107014,33750,100046253,4236,20320,18665,867092728
7990027.exe,3414849,126493620,99145683,3467383,90040914,3303333,2936379,8383540,352628113,53239,117534046,12135,13338,61472,673301996
8110126.exe,159711,54033865,101785139,13265896,102088440,13221980,22559,1609824,465036343,11922,52086818,132,3768,2204,326545358
8230397.exe,682952,52431315,56780343,6636435,56925601,6690231,168450,1013649,225478083,8280,36844888,2304,3389,6692,285047759
8266941.exe,3125681,86784868,54108675,4070259,56451956,3893233,900433,4920691,247086635,19873,79392169,7145,9168,42444,386681046
8288135.exe,18103823,110675705,235381984,14702356,231939393,14805152,2541195,14504180,700170693,45839,119804373,8301,23043,28797,843800032
8329299.exe,19870924,118383900,226399099,16357900,232321478,15693511,1469517,12033187,735366734,47073,119890801,8297,33471,46346,1061550414
8351416.exe,105265,36541816,80240481,11570707,80181768,11434898,40760,1366382,362200079,10611,36327997,136,2177,743,294210423
8385649.exe,696817,253574886,223657601,7588379,223630808,7583846,120699,3260623,610558177,20499,249939156,1192,5282,8830,1376445184
8465470.exe,15148874,149422149,254942505,16895482,263190940,16592191,3398231,11422771,797115555,61725,157782028,8302,22560,24790,1115995483
8485009.exe,2167594,80403929,184770587,14016860,187104979,14012998,786393,4568313,698288966,30155,79901873,3345,10609,25599,778636974
8531958.exe,2358484,88258715,98785121,2145269,93434009,2552744,1557438,5456868,268197234,22473,81683298,7148,30179,48424,483593246
8738440.exe,4669018,110823425,162252161,17508050,175649444,16866236,3433527,12109288,700947249,64282,120013712,8298,20340,28278,722240380
