@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
5022300,198108325,136204948,1290416,136024575,1307626,1417531,11746519,892303997,424216,200826753,2476,285023,119371,663221256,3
4872843,410183140,256350579,1532450,257014152,1540372,1834665,13349279,1108380981,440239,407027408,2473,212999,41298,1257353760,3
4736938,406062947,259179385,1546982,258248232,1540929,1826881,13677795,1110433319,412166,405183172,2475,627730,67024,1264475768,3
4701223,159892336,105234258,838808,104521604,829405,1681888,10307534,377682221,189004,153502424,2480,6807,20535,529730767,3
4753298,411376377,260113300,1555144,259517517,1549327,1858449,13357787,1108457819,404721,413049096,2474,838154,43258,1272268691,3
4833942,165683133,102403349,849808,101915263,843029,1776689,10618993,384746673,217834,147852913,2870,5957,24218,528985747,3
4787811,136123490,115349844,844234,114506046,838425,1698068,10601977,390966086,213192,131480373,2475,9215,20044,530246081,3
4962019,199870395,136905032,1328894,137079140,1342331,1856394,12364125,888154615,429981,201731505,2477,201404,25907,667580417,3
4775549,187019203,129521968,1295300,129520567,1277777,1414525,11323837,850504510,341602,192294222,2476,225188,125248,633491116,3
5121306,341062690,230962526,1023935,234761658,1004753,1364215,10960622,604125083,125151,384500257,2928,8673,38482,1079337571,3
4824083,414324304,260623034,1543383,259986012,1541422,1852368,13315043,1108316932,414296,411609112,2680,219957,37533,1274613854,3
5037772,398259734,274055762,3357471,273460964,3358122,2109848,14311393,1185086440,401239,406829695,2475,1966746,30127,1253523227,3
4750477,157160628,105385077,849896,104805866,842874,1679787,10152469,381103479,209311,149941465,2478,6632,21853,516521191,3
4977988,199150252,137364155,1341269,136893751,1336322,1930196,12364599,884371727,431365,200713559,2479,200551,26178,664790629,3
4895315,119770341,99154156,780542,100646520,775539,1348034,9633413,361094640,117878,155520510,2480,3938,22976,441779069,3
4226568,140689280,103097088,724235,102697700,717413,707524,8526450,335002162,94760,147794723,2478,5250,15468,473225855,3
4833928,404900841,259548529,1555913,258751025,1550411,1830508,13494214,1112249601,426762,402530837,2472,212528,41243,1253632968,3
4742459,157669879,104808962,849673,104023752,843881,1661196,10295615,381156217,196824,148917533,2480,5285,21296,510189161,3
5275074,197519273,137113813,1218246,136457727,1209796,770704,10928763,904995756,370533,201348111,2478,201210,512429,659847518,3
4524764,150779781,110658202,565457,116397521,592295,5122279,12444196,447880860,490898,144868372,9038,11058,53193,513013920,4
5570558,343426822,228786472,1487019,228508124,1667386,7663538,16361995,722430872,639463,371553089,7549,44452,53777,1089796319,4
3723369,128739128,88825603,938189,88811767,914547,5264142,12202978,388194485,398655,133564092,5954,9699,39522,477714468,4
6193251,135886176,86812258,821681,88288705,1044604,6705912,14856998,494636265,732304,124857617,5602,72311,22110,461694053,4
6189572,130202708,90347046,1277056,88102408,1122189,7906633,17073652,486795449,783292,126257341,5125,41165,23682,471556169,4
4420514,141751481,111120929,668113,107290532,685334,4426372,10439376,419887773,428982,150273035,6570,7763,34920,533697146,4
3506409,123439026,88744151,1057520,93261688,877327,5378274,12482248,387336008,395489,133995683,5954,8484,41250,466399390,4
5821990,342636348,234629335,869988,242183898,886319,4735352,13186754,662540699,480924,382643691,8188,13245,74028,1094945897,4
5261290,150163230,113492417,675869,113262195,660244,6406918,14335086,476953426,638919,153307078,7999,9350,38007,542172260,4
4219095,125528394,88273230,1010689,88216884,973085,5463208,14690635,392113345,469675,135015301,6196,9027,42576,477492226,4
8723175,170732712,141634803,829109,142361052,824676,9085523,20844678,746268937,968371,193445561,13186,16354,99051,652987033,4
4539607,119970221,91883455,720750,91266633,713329,4170112,11570709,427619981,635852,121842321,3258,4952,13768,428490404,4
5534165,339829598,217915203,1640026,223134758,1423317,7015011,17525579,705200586,636605,364654771,6184,12118,59839,1081126702,4
4319690,318958880,228278482,785399,231952843,789378,3292870,9234427,595076119,413323,356803034,5330,13203,55383,999083890,4
4813401,330606263,221593167,880955,221087891,875877,3935122,11981702,634652083,511556,357261540,2869,8559,29122,1058716536,4
5321699,128163818,89937756,1217091,87532276,1350758,7375674,16045395,472482919,683487,132904126,4995,7601,25228,467950825,4
6400813,130705811,97504095,779001,94831740,783689,7280634,15883432,512847932,736371,130567697,7555,113635,50105,458374948,4
5038241,124468959,90622197,680141,90699679,676611,4286471,13251102,428375918,628636,123558326,3071,4958,16065,435779154,4
4086445,373615627,239269126,988733,248420097,1033694,5020634,12949476,684302216,431484,414181905,7376,12493,71579,1229314239,4
6485781,126888073,104236269,1145069,94890743,958592,6590696,15777568,498369948,736355,124639275,6580,127621,37283,457139878,4
6632016,179300073,108532500,1297713,107210971,1445203,9982437,21964028,611205285,957662,142131841,5779,50459,39200,588754800,5
5916467,383885550,244046724,1245194,243315889,1265092,7810321,18925091,766957744,673134,417456475,6425,22912,46696,1257880842,5
8964612,404701339,242845214,1653536,247603303,1494400,9717467,30161275,933619714,1072255,421062658,6491,11649,49304,1328370906,5
8839089,150110463,142850879,873855,141398609,915949,8304771,19161404,649273422,883693,186860754,8148,164834,45552,553776088,5
11054451,364337471,277171700,1296722,275356874,1204215,8413774,21495036,911225225,965340,423102187,7161,116938,74611,1184724487,5
6563069,385292168,250706813,1180391,248026347,1092700,8954645,24206471,783298102,798026,385276113,6619,88240,50958,1229717007,5
6583673,174432861,110712222,964707,110812393,1001524,8242358,20915647,539065501,761067,146086775,7062,74021,59551,595003332,5
8262537,151363841,140137477,772145,135004154,747708,6954235,17873540,554869136,830798,159445848,7654,105632,31222,509073900,5
7093196,179864489,111870982,1267906,111316830,1116603,9755888,22871961,616880886,905852,146317174,6582,173385,30006,605732893,5
9007210,146367778,153572857,816912,151304283,862817,6751053,17005549,571152045,740941,155379112,7645,97680,57500,615952757,5
6396302,204877970,120617137,1257327,119295222,1131570,9211933,21637263,599135402,850097,194324179,8963,13925,71931,809622557,5
5924788,168327945,105961900,1229060,102886818,1341921,8182326,21199464,600972441,924729,161091260,4158,15237,20589,679255000,5
6233351,372604121,244906933,1452135,257140948,1276223,6867321,16117856,761884771,632943,419035016,6425,22781,55848,1233815034,5
6395765,386997019,255666462,1118296,251719593,1160350,8233558,19353463,793136898,819005,383146013,7450,73907,62617,1218557768,5
10981624,149469705,128195904,813451,130484884,823246,11879969,23572420,737652282,1375998,188090529,8146,99690,32928,566707529,5
12986154,475599603,338904698,3818048,338328993,3862232,11289421,30023351,1227008547,1031092,512040359,13037,50737,92633,1624370202,5
8725740,263735421,227740030,787015,215976755,783652,13293635,25786109,775629040,926596,263196885,18232,110751,117558,1046929005,5
8366045,158071483,137187673,1019514,128539728,1132989,9082677,20653970,635087041,896907,156968366,7363,108498,40242,531427547,5
7637917,239215688,135396701,783526,143656498,844373,10965705,24890150,700764658,803154,207348414,15649,92783,105388,861398812,5
6161981,171315312,116226462,718281,112541494,762579,8487987,21032299,541450178,848485,144599801,6584,92518,37266,576660868,5
7740104,697703808,438472800,2417594,436638644,2199703,4670075,21153487,905745446,240203,679428981,5599,17278,46183,2106572144,6
2017947,647556822,424311099,3046392,411776022,3591713,1174842,6568206,786596216,37541,605815798,4793,20225,29090,1892025280,6
20774729,326232374,238991043,2311118,239221315,2275136,20319297,45224725,1554479691,2764199,323133199,18076,33512,103194,1133505113,6
5913396,213591220,150856165,2887588,151097256,2866602,2868222,10999865,408754074,108874,211824627,3261,5068,6105,740816001,6
935045,160876671,133893355,1692522,127499308,2275163,334329,2534281,286908682,13251,152739294,1498,5009,7593,521357255,6
815499,650324753,396806881,2774002,399935352,2801570,360935,3998144,754053653,23722,666858353,1876,8114,29996,1911188039,6
15369831,278416690,222425921,9204898,222491289,9220075,16250117,41666987,1382319304,1893354,287279936,11664,21629,73209,947295940,6
1518280,163779063,147099582,1702513,141936615,2285883,274698,2772042,307426368,21885,148747319,1893,11603,18328,539161786,6
7416421,181530132,187393377,10107131,190916797,10211514,1419321,15356370,618757738,26945,197885506,4808,8934,13725,765230286,6
1036520,650506303,404438181,2619372,407606985,2638623,313024,4306858,752102453,20706,661622466,2721,6123,28167,1933355943,6
1710719,166988436,141523394,1060596,146475233,747871,607541,4557391,286580808,12783,177064910,1696,5287,3778,557067430,6
17392474,352489718,264433371,12049187,270555044,12298313,16709926,37932904,1419026572,2149285,372811439,9548,31236,67909,1159024711,6
1549930,165568980,146125708,1757900,140417697,2326007,481158,3357453,297218037,12993,148401914,1697,4877,4681,539780448,6
3509878,192141282,144137134,1527524,146086512,1548056,1387165,4554732,360240427,26029,234596697,6357,9310,34461,638531661,6
9083907,701044319,463558136,3170807,464199583,3151542,496077,5317201,963388311,34334,688092630,3840,14593,61010,2175666389,6
21516863,322205992,262174392,5516588,260410869,5761586,2022933,8873124,970345970,57074,333733287,7377,18631,50220,1060789920,6
854804,159039899,139939269,1577047,140292851,1763429,336185,2581821,305714882,9513,152891514,1502,4452,3989,544191740,6
1178465,639928120,383926306,4175184,391354677,4008953,824470,5785765,763022511,23956,646472536,1692,6827,32432,1896990717,6
2567714,156009553,138654029,1199168,142067271,844003,582707,3722056,299648885,23215,176506246,4110,10699,27875,548588977,6
11608162,213319954,218409992,796636,212694561,1359318,918821,5391302,508790003,19300,216901255,4430,8480,34113,836789328,6
27212140,648492991,306783181,379647,306435879,387578,18905619,52245845,1190174814,306510,609567815,98334,160068,686189,2043628280,7
6428431,390717478,103309215,54953,103291842,55791,22008,11886867,321587613,8085,411462218,326,2118,1555,1319853597,7
12925150,198420312,13206239,43439,13267011,43370,11265,25396057,234951928,5764,207934054,336,1764,1402,680425529,7
28457867,623248800,307886745,387384,307233667,388662,18655655,54228914,1191889620,293321,634871558,98332,145648,698063,1990588578,7
25836117,300361616,205510673,72474,205266100,81689,50566,44565484,365242497,10904,302624593,329,2589,870,1333794701,7
15637465,441744023,298885838,393414,296827988,377765,9308424,28174279,1092095893,132733,436213366,97884,297764,604568,2274761256,7
12748638,494022401,205572352,71297,205685259,70554,23462,28339716,399066614,9851,513465116,424,2410,1739,1729110816,7
50914802,298275657,205987982,70649,206495890,69247,15216,90796692,389769964,9604,308326518,529,3503,2919,1223813334,7
15634333,438501193,298011757,329417,299498054,327425,9040555,28466976,1045824834,127267,443575230,97887,302282,428616,2094099697,7
27396003,633076561,302055885,418631,301293820,417386,18631053,53855078,1205859163,289611,649027416,98339,325883,694655,2241008971,7
28601965,511457153,334369088,500635,347555358,497818,22035688,43266833,1309946986,692853,527601718,97884,297579,289612,2609675926,7
12702988,389266367,103184304,49915,103276916,49292,12533,24915083,302988448,7281,407489759,334,3358,1836,1222394582,7
6211859,379471297,212973333,75480,210794848,75275,44484,12993666,335798096,9312,384700681,229,2062,1251,1477160466,7
49855700,293535966,207393876,68603,206481642,73132,29429,90672761,380909236,11466,303667769,530,3623,2030,1217229840,7
15686311,441208375,300689585,399495,297131691,399965,8757517,28619490,1414366000,139356,435638391,97894,301843,396022,2573587037,7
15686425,438643096,298766575,333585,296799464,336290,8815407,27235527,1009784183,130763,437222784,97901,298603,401345,1976562033,7
6325668,288314260,307871999,231431,309815923,204912,10616,11273979,242734181,6141,310999525,234,1548,616,1057294764,7
15964042,336663323,298611652,340992,299542559,339958,8720572,28440530,1116407217,131549,338998125,97905,305905,489351,2375828886,7
27316819,661320354,296685641,396078,296670025,393474,18893699,52226517,1230066509,299295,632153162,98332,320960,644040,2441905501,7
20760863,673036376,299364420,400117,291581940,406382,18183947,38538788,1174561280,308654,594694618,98240,328934,676462,2114282580,7
34502041,454200902,252863289,2855621,253829234,2863835,18842461,62432411,913426072,2420858,475732502,8734,44479,61884,1423844560,8
15210432,339801501,226887141,885457,219900486,937097,13958632,37397545,1257314355,1005723,341340839,9353,291211,60637,1150667739,8
8601271,344082278,165968977,2724753,165923798,2841500,4807586,17200107,590401949,89776,331367085,6581,9344,9642,1170299963,8
6235878,706217277,430921347,3953074,432863197,3983889,2991602,17306479,1432577138,269958,721956892,4614,215551,440726,2240524409,8
8360126,252270609,141568354,2474661,141887681,2472938,4228518,16398843,487205844,54915,249867698,6777,15255,7922,929625294,8
5893245,395987808,180014382,3492211,180104633,3492901,3605988,16275524,708162669,71519,396374300,4234,10995,40427,1259184576,8
7961335,290720135,148827464,3002851,151190406,3137756,4018145,16773969,565770160,59088,291088094,4230,5674,7410,1121824956,8
11879684,423567946,185999578,2880999,186121973,2879175,8300133,26212414,826732659,127209,434128160,11072,19804,59483,1362780864,8
6090734,248382861,137301519,2373713,138078323,2532747,4077512,14820694,468934225,63172,250259628,5139,8873,24575,845634689,8
7914360,734666625,448402774,4065452,450615047,4092582,6490461,23141853,1489844971,430333,762515460,4038,934051,34683,2343754231,8
6408058,773663691,449946013,3814613,447278702,3793974,5830683,19716058,1489415636,296246,748674449,6770,224401,88022,2387641161,8
15139893,475283271,249387478,8212998,249997618,8229941,13067991,41445926,1112217781,875322,472709062,4043,14456,42226,1668907641,8
7220907,780362689,448401719,4520078,448393411,4511667,4072263,19833798,1624301770,280797,792064282,4616,222800,53457,2472719346,8
18911801,784634689,467176937,5961758,461010151,5961510,7085651,33311102,1605200098,389304,782653917,4619,228693,50636,2420892792,8
7976239,743541259,435669493,3914429,429071370,3872854,5596989,22127180,1460195449,276227,718153241,6770,217912,46202,2291660773,8
13232895,843903575,492207453,4294855,492221762,4256050,13099112,35607567,1746285501,762697,844079079,7943,220382,90520,2516810324,8
7265159,388037701,183647174,650573,183768308,648721,3241180,16263307,665540060,188968,415511577,3653,6758,10613,1353401089,8
6293208,720736827,429112042,4163636,431612658,4205979,3444994,17483735,1426392964,271321,725216295,4615,403125,291779,2230766762,8
5737690,259409866,136696278,426433,136670703,435280,4290560,15097654,453705054,43733,257515820,4428,5629,5777,1054226247,8
7862671,244542401,143609057,2364203,143491188,2361947,4931372,17227978,493335028,58360,258907236,6584,5401,7028,893694848,8
216088,8677823,32748746,23300,31552587,22539,228180,818795,48972958,6466,31838022,1366,10545,4450,109200077,9
175941,7202062,28550599,14426,28506005,16608,46085,444781,43808279,3229,46394507,391,16599,1621,4575257,9
248493,8283726,27239723,15575,27230005,15978,65729,428818,45993547,6584,40623163,621,10476,10465,13669030,9
199096,127688014,78593526,34799,78640020,33159,54515,640025,153241896,4339,143190104,373,3018,3382,364477503,9
251354,129725333,81245165,31060,81216037,30996,28306,652246,157832679,4528,149953514,447,1338,1415,373652209,9
324494,31447280,39013600,32946,39061873,32847,47808,377796,61236649,2200,62269377,390,1806,3902,164435016,9
857038,10540497,32875448,16226,32895699,15976,117429,558032,49895012,7650,44180565,1375,6194,23324,92512676,9
144601,109740934,74547952,39414,74452883,37873,52928,734791,175699037,5497,117661803,378,2656,2329,415926770,9
229101,136674758,79317812,53562,79039255,48378,169701,948618,178885124,6141,142949729,1362,2624,4903,368954980,9
71703,2888507,299759,20278,361432,21909,11645,218039,?,?,?,446,?,?,?,9
1354069,164588901,77971018,58087,77997645,58192,884764,1766127,223373113,32172,140648308,6293,5320,6224,454652548,9
70053,2181027,?,?,?,?,?,?,?,?,?,148,?,?,?,9
226963,127760094,78384565,34010,78256818,33286,49774,644798,152407162,4781,141982773,373,2848,3224,357280858,9
485003,5436954,26624221,20620,26543137,21183,131811,641356,49392816,5205,45750157,1119,4781,5836,125963649,9
342411,9364080,32479289,13941,32441445,13336,67906,385535,52736287,4427,55031437,1372,2092,2732,115355695,9
163770,6051008,18244435,32277,16246128,32424,747546,1775513,35030136,15510,10054900,2364,?,?,?,9
59268,1859459,?,?,?,?,?,?,?,?,?,654,?,?,?,9
190696,5390775,30427925,12100,30299746,11957,31299,362681,45427511,2835,40520580,179,5620,6625,63183929,9
216641,127417284,79048409,34097,79066469,34642,50843,665992,154048119,4686,143653275,374,1465,3011,364252905,9
73378,2139529,?,?,?,?,?,?,?,?,?,452,?,?,?,9
919211,82025463,80121999,142993,80031146,141174,462391,2472053,172310385,19383,90412540,2022,1992,6228,289745882,10
3328341,107027549,71862882,350260,72880859,373109,2253522,5720897,254453682,155465,108366652,4303,4123,14891,375058167,10
2951089,103336149,72123888,373281,72251184,377577,2018032,5320955,250510320,184418,99359442,3520,4430,14823,367156083,10
6814981,129733813,121758840,2278936,120697229,2270021,6165853,15679923,581903446,861159,145875629,5606,9783,33347,467376556,10
12243537,192838594,173324812,750187,175435180,756252,1681925,5965438,480556239,62921,216715695,7928,13585,34339,692265026,10
5237890,294757404,200486828,619531,204781501,636831,3792490,8361943,522548318,212314,332262547,7036,16258,48544,1014801932,10
1050617,238400806,173438515,843483,176422570,858912,471273,3573106,348186160,15070,283109304,2016,7167,24551,771250098,10
1221358,82047655,78971609,141622,77824134,160671,503890,2302054,170043938,12931,86338621,2218,2058,5888,290975718,10
2466433,110848954,83127337,145934,86297165,144509,3532902,8026805,296269058,206044,114762541,6481,10860,26087,427767957,10
2219270,109541343,81370098,624704,80975843,741146,2851965,6656591,275698942,179097,111679331,4136,5353,17825,406838213,10
878122,281864790,160285463,1244428,172303552,1053224,1528478,5643666,371192400,27794,294601988,2995,5205,24394,884435417,10
939336,251413281,170756352,900474,171981112,892719,612518,2930001,356624740,15718,282268159,2019,6972,16840,785052209,10
15166533,371358716,271096754,1193982,272836089,1192755,2314221,7665489,676814230,133893,378510088,4821,13857,39461,1176575870,10
1147960,91595847,91634198,152866,89075150,154695,1121859,4724392,193543110,18349,108432840,3000,6859,27033,352690276,10
1473103,90967556,71981292,128127,71766713,129307,295140,2173023,156556422,10843,97425139,2023,3517,6933,330238162,10
1228593,248208878,182837622,606302,184067265,620448,597007,4476692,355613906,16866,285237916,2866,10808,40962,813379557,10
1041063,81353467,80526010,149159,80185785,148693,452458,2395678,177526567,14186,96169142,2803,8716,17734,300060667,10
1087147,125425577,56591391,1007439,57130110,850498,2122296,5871415,214013219,37450,98365538,7172,12785,18630,427841369,10
1931290,288351615,187977458,784465,183711343,822017,2645797,7252787,446302478,167832,289818323,3521,5274,28308,906905537,10
2244993,127248783,87017433,154345,84357245,155904,3646655,8189353,289851246,186836,118776302,5895,9615,20743,446029509,10
13586665,64936880,26179869,4877329,26492350,4897064,15584,2001794,223029792,6257,67190775,175,1403,1626,138990652,11
14033267,64902107,26802131,5136666,26806284,5136439,32812,4057089,206092748,7353,65961988,212,2426,711,150746640,11
24021055,739934342,608449033,5835155,608569540,5832159,125064,24412659,1131766612,29771,747847156,222,7254,4445,2566480982,11
24742709,77857340,26722583,5646664,26756891,5643806,43960,22193690,256698127,7749,79604290,229,2311,750,189609891,11
8073683,66850514,30632688,5125873,29678746,5174398,19972,2045086,232118164,6400,68653631,193,2194,1998,148444250,11
24657651,79765516,29373904,5141103,28691863,5152660,48899,19137183,270917383,7704,81812035,208,1608,927,168277569,11
14491054,66928458,27599928,5613845,27718919,5616874,20464,917588,212798944,7452,68464786,170,2438,1772,155976319,11
6536229,83416376,48100389,4987405,48092631,4986756,9334,969566,249772345,6492,85623602,183,1614,741,400397449,11
13793442,69464755,32518814,6086707,32482031,6083335,28754,4690903,236127124,5989,71529103,223,1418,1962,170590325,11
23597857,778525977,610821500,5738436,611950786,5745351,80793,20503926,1115055582,29318,785259143,245,8425,4308,2633231939,11
22742575,91457936,27659219,5045022,27615945,5040544,10256,16355134,242349593,6206,94203485,215,1440,703,176117756,11
19766192,55166200,28820513,4974178,29000303,4973580,52750,12698397,260231384,9593,55897671,331,1637,1968,165376695,11
24807974,78414909,26752217,5592677,26681622,5584080,8692,16103077,251788959,6296,79675702,262,1610,760,158749932,11
20419207,206807786,60197295,10120181,69207135,9666162,18228,1850824,503541383,12548,208317488,174,3153,1767,567702187,11
13474014,64216142,26947157,4633571,26956828,4627631,19325,3837947,219988269,6767,66071499,221,2322,2272,137657211,11
11153130,64082167,39860101,5745758,40016380,5738790,20508,1790908,230314219,6096,66508240,213,2305,1873,186385439,11
27895827,754564038,608139722,5763195,607969334,5758651,58136,30357401,1110870569,29499,757339893,233,7961,3857,2569639574,11
15112599,86562652,40714717,5272647,36064080,5467777,103592,3306486,236284914,6096,90588085,2526,1830,1448,181263607,11
7662712,72763595,26530561,5816012,26518282,5863191,42436,1206983,266005041,6701,71308089,201,1632,862,238948385,11
22625007,742699005,607202400,5771092,604212629,5794428,106929,19953844,1090293308,31209,745310049,222,7235,4012,2591887129,11
