@relation problema
@attribute 'L1-dcache-load-misses' real
@attribute 'L1-dcache-loads' real
@attribute 'branch-instructions' real
@attribute 'branch-load-misses' real
@attribute 'branch-loads' real
@attribute 'branch-misses' real
@attribute 'cache-misses' real
@attribute 'cache-references' real
@attribute 'cpu-cycles' real
@attribute 'dTLB-load-misses' real
@attribute 'dTLB-loads' real
@attribute 'page-faults' real
@attribute 'iTLB-load-misses' real
@attribute 'iTLB-loads' real
@attribute 'instructions' real
@attribute 'class' {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@data
1076304,171136488,141149872,104218,135235452,1022653,74691,1490341,246587856,6502,180614675,912,1869,3364,530875312,2
371059,75682385,51156905,1851829,50834080,1869168,31472,913472,134468969,5220,71529882,524,2639,2824,311689350,2
439352,74163430,47464309,1996226,47467385,1938698,90835,1774972,128036689,5846,78933084,916,2873,2914,313657014,2
1142324,164832835,141967255,114569,140208213,112347,116099,1639999,259274393,11238,199522692,1907,3623,18289,525500522,2
225542,76623900,46994561,1996460,47024348,1936048,30369,1151248,126968353,5375,73833994,526,2684,3033,311372602,2
451009,166778858,142517398,99575,137520326,838324,73406,1204838,250906348,7046,180443027,522,2663,11682,522471450,2
569352,170091710,139435926,100072,135387935,935357,52958,1202452,244371403,6976,179879301,518,2392,10168,522846672,2
7527429,106638704,108043219,655325,108247147,667761,1241985,7172920,332469314,110768,131576279,2869,6121,22552,365838850,2
1118522,78946593,48310807,2120617,49883244,2123920,169903,1749044,147491475,8316,68071558,3087,7334,8940,280701133,2
8365605,121143238,104257326,2691366,99995269,2784365,752862,6503069,356959901,59701,129327474,2870,5609,24069,410713984,2
517119,169121600,140740536,97407,137714344,826540,41703,1183678,244835269,6500,182226449,517,2150,10142,527925066,2
880659,167639938,143119051,107185,143316095,384671,103930,1545424,251336961,6839,191357329,909,2235,7439,538131154,2
6507990,99084814,94944362,590828,98019795,595885,1105556,6871190,319593246,134129,116739452,2673,7185,17430,343194615,2
891068,77327102,48200315,1951449,46490480,1967600,187894,1796493,145881774,8912,64638308,1914,4805,12833,266758928,2
176223,80115785,47104873,2008996,47080523,1995498,67124,1217190,128019841,5883,74188905,529,3310,1747,317231889,2
568774,169085827,142608026,780554,128520330,1317048,72222,1188950,249901305,6948,169853506,519,2901,10409,519200322,2
991742,166988832,137906041,108135,138248420,566461,151575,1463580,246533678,7703,183995051,910,2885,9698,519171598,2
336362,83603343,54490064,1850114,51639238,1889847,30792,928920,135624417,4428,65685839,523,2172,2192,281698875,2
1406551,75565149,50190282,3793019,49584572,3785506,88293,3749583,212768439,9857,68179436,1009,3678,8017,323328115,2
188493,119800157,62517795,2570934,57707952,2815688,32901,1446633,167924466,4312,90810083,529,1329,1196,377553539,2
4800193,155308880,105166620,872794,104346315,861172,1673347,10352319,383469409,207564,148164466,2480,6802,22449,509043357,3
4966622,198763868,136705441,1335753,136161118,1335164,1742754,12332724,880639243,432982,200128299,2478,956031,130361,662908295,3
4933397,411274669,261007509,1571006,260417663,1566570,1828512,13551886,1120324570,437127,408832390,2475,608624,731072,1266939210,3
4811332,406154763,258997171,1563325,258523317,1555993,1880323,13626959,1110331139,423238,403540559,2473,215933,38973,1258528677,3
4716230,159273436,104720786,831990,104240410,828191,1625199,10371811,378991598,189538,152784193,2480,7755,19324,524638400,3
4820217,411077731,260924784,1562622,259906211,1558958,2183431,13838495,1110524409,392188,413362369,2472,218990,39627,1269939580,3
4873141,165171155,101563833,847354,101405795,843366,1762981,10467333,382760591,206221,145692414,2871,5401,23769,515623379,3
4732374,137444918,115227320,847051,115141301,839700,1711397,10575117,390890391,207374,133485575,2475,6365,21767,532421632,3
5005162,199861417,136788274,1321581,136551544,1332108,1724541,12284207,885700259,429135,201611382,2478,201308,29088,667332474,3
4715176,186546036,130004279,1333768,129780254,1293192,1501391,11354234,849539843,345748,191721219,2478,226471,103635,632095458,3
4949246,357650383,228609419,1053917,228235737,1036273,1677027,11342892,607117112,158510,373630342,2930,8264,37987,1129382863,3
4843555,411074996,261439084,1548393,260814662,1541135,1864741,13809381,1114365704,421339,411311702,2679,213464,646279,1273071256,3
5306034,396116287,273624410,3333996,273588006,3324645,1840685,13822366,1180448981,376117,408660028,2472,256693,634668,1248226698,3
4728054,159718777,105104339,846334,104376144,837913,1647346,10209465,374947284,186258,151724368,2480,6776,21469,523903198,3
5219238,199387844,136425579,1283803,136255031,1304043,1452686,11599963,891498413,417430,201853270,2479,201546,128023,669421621,3
5063654,108645493,100297562,765371,103083732,760613,1133067,9231388,354297898,98703,156666771,2479,3493,22465,405417605,3
4213483,139752908,103100178,730290,102326360,720585,744801,8635609,334564300,94094,146869828,2479,5559,20560,472213723,3
5166989,402350776,260382328,1534701,259501103,1537180,1777892,13291644,1125215906,442497,401454022,2474,204275,436325,1243741997,3
4723883,159188653,106447345,846633,105899218,840782,1657162,10369187,381418062,202322,151108683,2481,5076,18808,516268288,3
5151688,198221747,137836246,1243046,137703317,1271511,1249786,11627321,894285362,408574,201482991,2476,588161,347624,665934200,3
4519667,152117510,114054255,579218,117166628,599260,5104771,12171520,446763279,494867,141890318,9037,12534,41579,520507284,4
5478511,343460841,227810789,1468569,227654325,1655674,7673404,16317391,720129832,637066,371565786,7550,37658,54948,1089149125,4
3542692,123754399,88096663,1013700,92120168,845449,5378767,12740153,386445283,378238,134479404,5953,9171,34416,468892508,4
5907720,137532116,89915044,1252604,90524091,1060187,6751778,15548476,488583971,719474,127055462,5601,120444,32162,478511773,4
6245075,131642814,89306979,1267176,87894639,1119109,7925816,16785126,486357683,780824,126337494,5126,37194,27346,473211929,4
4396466,139664650,110772136,664714,107974398,686389,4441382,10389350,417613140,424063,150154030,6570,9012,40759,528271355,4
3460738,123285506,88828963,996782,93285040,834935,5334567,12465133,380162449,390572,135035368,5953,8962,36877,470199560,4
5777060,339866954,235621142,867512,243695721,887624,4823070,13277717,665523406,485679,383836470,8190,17060,74500,1095691301,4
5284670,149982464,114578426,671724,113934505,656672,6425457,14314257,475938410,622901,153381116,8000,9419,40662,544051604,4
4258352,124246743,87917982,906424,88571121,884859,5428211,14224038,393893422,471251,135554736,6196,10048,34471,471880103,4
8634636,174093444,141756048,825109,142520836,819518,8921164,20684935,739169324,951710,193200453,13186,15132,103824,659433273,4
4291515,120246702,92613832,711221,91743266,710684,4433626,12067996,423849507,645040,120489906,3257,6265,13139,408899591,4
6090472,324328394,242579140,813974,242217044,822171,6033131,16066260,699378932,628940,358577530,6185,13506,67064,1023723484,4
3971835,318217244,230819652,755738,231476065,772257,3531911,10115264,603368703,385361,364280260,5331,10598,61764,1015776222,4
4550933,328464643,222183883,823951,228657230,818932,4182056,12832352,626169288,530869,353510301,2867,8192,24414,1032835895,4
5300840,127375336,89504058,1257323,87499786,1356993,7506283,16186692,476234920,681760,133997341,4995,8622,23129,470979303,4
6499112,130359286,94600312,833716,93564562,998714,7618599,15949384,509354243,723294,131048268,7556,139481,43909,462152095,4
4853300,120035245,93084150,650075,92173803,661201,4585071,13716837,424773572,643559,122547743,3072,9062,13308,427097940,4
4169604,373093250,263894786,924577,269737746,927240,4274621,11079542,679907687,416240,404792474,7378,13357,75198,1196217091,4
6351863,127218578,106966917,1105822,95033215,922755,6495445,15429891,490536038,728219,124064017,6580,102070,41220,462921551,4
6487485,184066018,106952834,1238828,106169200,1306205,9694637,21309578,613051551,952535,148816314,5778,39737,32237,619082677,5
5948181,380038015,244346635,1330392,247431126,1235098,7646302,18442618,768316069,665352,416719868,6424,14125,57014,1247003550,5
8904942,410302561,244616854,1532466,245492215,1472159,9859396,30863479,931354016,1091441,416243360,6492,11346,37667,1338872937,5
8759634,153070567,141654834,910215,140106863,874980,7751441,18794444,643731265,881090,189250211,8148,103287,41994,578813995,5
10970321,364891776,274644974,1332424,275332048,1227681,8467695,21655047,910286412,968041,426241100,7161,142257,60518,1189298263,5
6658913,382860356,248250744,1112629,247042301,1040001,8874283,24030803,781593010,793739,387298849,6618,50528,59480,1233909397,5
6550387,175036911,109599313,934120,110412295,960015,8213966,20899279,536895410,757758,146608414,7062,83253,64294,601179523,5
8564796,145504460,136118965,678628,136303341,717313,5949888,14446806,552292047,759459,172559824,7652,106289,31864,515309113,5
7027821,180201070,112318889,1271782,111725982,1118793,9575269,22821762,615083461,917871,147974513,6582,160828,36397,612278880,5
8984553,148628318,152517640,825789,150322965,975054,6989878,17276401,571733764,750166,153570949,7645,88954,48060,611829591,5
6355693,208754639,121426772,1340427,119712108,1202507,9555896,22292609,598398896,861810,191357966,8965,13553,70525,805915312,5
5944051,166688887,105922127,1210838,102051249,1375949,8231552,21082223,600443341,922762,161335400,4158,10799,25810,675884866,5
6059942,374847793,243315103,1460792,255883025,1283129,6919744,16198869,761120344,631105,420052486,6424,12983,56126,1236917105,5
6493813,385696332,258802806,1224986,253578226,1223485,8214070,19490187,795278085,825949,380825299,7449,84784,54289,1210446353,5
11111806,148249591,127432977,859893,132261808,1198715,13005378,25568486,729370023,1396555,171404427,8145,63551,29449,523552550,5
12948526,478612598,336752223,3809675,336543058,3867452,11128704,29859603,1216461230,1048263,510617044,13037,25552,141680,1623961361,5
8911861,266995583,230303227,799888,217607508,795358,13286844,25922431,775088181,913469,262706177,18231,116588,117529,1047381419,5
8486217,155345698,136277345,876662,131417631,1109379,8853042,20184570,630247048,882901,160039919,7364,81734,42890,515780092,5
7198185,243384219,142920972,858983,148031413,874807,11337729,25855343,701342327,799008,207456458,15648,104383,106358,866972707,5
6028915,179262381,110575705,716074,109287674,888761,8875089,21094845,540343255,858857,144274111,6585,43323,51278,599140157,5
7516559,696297302,438817296,2464777,436229003,2236585,4645867,21033779,904796515,243855,682729209,5600,18231,45881,2109281563,6
1971102,652458006,418854147,3273834,407194890,3744162,1274377,6660399,785205675,37718,609109267,4793,19908,28941,1898439238,6
20740563,325328878,240973742,2258649,238632228,2252758,20677489,45736488,1556461798,2762980,322274841,18075,29988,89193,1129274791,6
5754970,215454747,150584204,2995277,150715690,2977487,2869195,10936815,410404792,107247,209909136,3258,5082,4316,746597777,6
933407,161375578,133332402,1606404,129975626,2166843,343457,2476371,288273425,14600,153855857,1502,5871,6925,518758342,6
810753,643422065,400396993,2850062,403457296,2826070,341187,3870553,751503383,22421,663346933,1877,10276,29547,1900719060,6
15282373,278575831,224060839,9248267,223503171,9257812,15805745,40872496,1370403614,1908214,286106328,11663,38102,64807,938340692,6
1524522,162942331,147346266,1728514,141502868,2335393,328879,2794878,307762321,21978,147703500,1894,10853,11594,536928218,6
7130670,181183391,181991396,9606433,185375293,9972818,1450544,15995233,624858627,29599,204020535,4809,13906,17627,772081434,6
1432042,644691882,412722989,2697269,412888694,2687048,161043,3446201,752570799,20200,661871942,2721,6821,29050,1947070877,6
1578720,165954753,145013175,812768,149274680,595823,832458,5275285,296112118,12865,176919865,1696,3673,3943,570794621,6
16861373,352363105,274994012,12405099,276703831,12375887,16848400,39500609,1415932473,2247475,367781465,9547,35170,65726,1149267986,6
1571671,168143587,144993660,1886801,137812673,2440402,498984,3342153,297145152,12449,148048249,1697,3979,4876,546299553,6
3692623,192901229,143204240,1541901,147092805,1566147,1352637,4532262,356702732,21926,237022561,6358,17557,39815,645383110,6
9026096,702296698,463114249,3133100,462969558,3118280,499580,5274583,956379723,37097,688408247,3840,19288,49026,2181399797,6
21514961,319427007,261127890,5476385,259643429,5534526,2211603,8551688,971629601,56937,336571489,7375,29475,47463,1050083411,6
860847,159719138,140326070,1573883,140354838,1838413,253649,2459876,303754444,8910,151325770,1502,4298,4174,547180806,6
1210956,638348430,391126644,4181889,393919478,4087706,801464,5681388,763784019,23411,643261767,1690,6397,24742,1888796175,6
2348931,158274193,141222390,770038,143353970,567126,1003330,4527418,309438046,28059,169630260,4111,19527,29069,539205616,6
11138496,213519059,216736735,783260,213486603,1262028,896127,5090849,507827293,19257,219332135,4431,7938,29084,836835111,6
26621719,622808455,308255593,374564,307731471,382925,19225316,54556153,1191173439,303536,635212984,98333,331040,793194,1989257975,7
6483920,395687198,102975656,67696,102834956,62863,43686,12402694,321915526,8563,410553502,325,2084,1330,1330216289,7
12809021,197321723,13377535,48470,13363457,47114,18601,25330697,235229054,6068,208437635,337,2073,1533,681864256,7
26773081,630940291,305217232,378553,306047194,385954,19351966,52817075,1192027319,303418,630731884,98334,334843,690480,2004301616,7
25343139,295843537,206602606,66534,205895422,69304,51326,46129154,369394955,12076,303406366,330,3764,1599,1329771751,7
15326419,437392270,296954547,349666,297042785,349052,8696602,27417633,1088529719,133408,439753618,97885,299670,422182,2270457396,7
12795006,496413397,205992761,67047,205970368,69432,20688,30005871,399710525,10129,513216846,426,2609,2036,1737039518,7
50384352,296852800,206700546,72283,206638740,70349,23640,90831355,390359930,10491,308259012,529,4361,2546,1224646071,7
15795766,438996070,300329044,346352,300895728,340006,8969167,28428330,1044103963,129441,442959068,97886,297668,349543,2088532191,7
27222864,631021410,304593898,390629,305116586,389287,19277888,54388100,1211641829,292735,654506344,98338,333982,692805,2235866966,7
28712708,509568406,336218290,476213,348397512,473629,21636938,42857608,1305511054,686378,526087950,97885,295407,475932,2606206820,7
12571425,386265211,102779315,53884,102859082,53561,25242,25278619,301138891,9267,405989967,332,2949,1840,1220741025,7
6287509,383488515,214157550,69249,211619520,66007,36158,11879605,333319971,8136,383056684,230,1939,853,1473501171,7
50618017,296724610,207115126,71943,206563628,71580,16763,90528983,379615014,11578,305039616,529,3468,1890,1221570176,7
15033142,440479883,298342664,398551,296869018,393266,8755244,28632867,1417904403,139054,437614747,97895,301882,394595,2581443457,7
15409993,438478403,301548566,358521,298980381,360992,8298983,26724136,1012460486,129906,437611487,97899,104727,440736,1973401682,7
6354751,290245618,310691314,233156,310158152,211115,12844,11349015,241955732,5737,309273862,232,1523,720,1068032846,7
15461347,335800288,300966089,336869,300549707,335131,8756583,27403687,1114626966,127397,340677458,97904,306504,598706,2376211973,7
27524539,662080022,296624635,400299,296858377,397380,18934837,52159798,1228133785,301023,633225100,98333,142640,589948,2423005857,7
20697264,669080960,299784097,402123,292753087,406035,18153745,38412172,1176391095,310702,593806794,98240,322128,664030,2102433745,7
34442144,453461725,251783509,2852088,252688944,2848697,18506440,62823753,902869811,2387572,473717648,8735,47731,42687,1420162067,8
15460108,338912704,236331549,905585,231713324,947616,13665554,36994835,1261818459,1000393,346274734,9353,224297,401553,1151537463,8
8548973,344077342,167708186,2788592,167443765,2873454,4916744,17409424,593681783,90641,329517495,6582,11927,13136,1165043144,8
6393120,707640169,430627118,3922566,433274241,3956930,3242613,17193934,1445707866,271031,721092442,4615,1005444,105116,2241672553,8
7885105,240406716,143483508,2422954,144170642,2426674,5346647,17422293,484403006,50415,260108863,6777,5807,5278,898803100,8
5905912,396303145,179605345,3477007,179659141,3476306,3435232,16002275,703729266,68605,395698219,4233,15454,30530,1258720307,8
8048111,290362423,148481790,3031793,151766938,3162149,4014436,16674760,569340774,56490,292125653,4230,7602,6938,1127116360,8
11769232,424324467,185690319,2874470,185731824,2874118,8173030,26023219,825782418,123899,433468325,11074,19798,68686,1359491933,8
6040606,243257370,135349727,2461888,140458587,2597129,3975772,14312545,463856851,61700,251090208,5140,10936,12515,845580973,8
7739345,745318022,445460373,3946377,449699498,3981557,7233329,23875743,1490785809,431566,762635889,4036,626803,393342,2365255161,8
6357366,773583248,448577285,3726333,440154121,3736379,5798024,19990121,1492186899,302465,745251230,6768,637433,339980,2391544368,8
15148563,475683160,249069208,8230753,249803000,8244834,13185964,41609922,1110817122,870026,473331699,4044,25460,43490,1671679138,8
7132885,779258638,447482640,4447018,447638480,4446767,3943980,19881544,1621927823,283670,791470290,4614,621173,535470,2468761434,8
18310302,784217473,463424840,5961907,458179568,5970236,7185174,32832548,1602241506,389319,783365015,4618,230459,52619,2423753513,8
7972202,745650117,435469493,3831413,425540175,3818708,5498902,21450331,1452038851,270185,714914410,6772,218434,30338,2287854339,8
12836457,839235772,492568312,4297710,492852877,4266787,12902936,35419073,1754152571,776580,846132902,7943,620149,617075,2513826539,8
7204310,396263818,183615285,640067,183592586,638715,3243690,16243765,663106412,189125,416554112,3652,7749,6563,1369982129,8
6294970,714339617,430898393,4269166,433591540,4314312,3283367,16938430,1447191601,273224,725866703,4616,624380,704254,2223849133,8
5695395,258405083,137402387,436079,136983079,450576,4447038,15325341,458158009,44207,258269081,4430,6462,6258,1059497759,8
7853666,247883612,143096452,2352269,143307260,2352027,4766382,16909450,491849585,57195,256922622,6583,5541,5996,899925826,8
220563,8740515,32477851,14186,30795321,16738,256964,827025,50684455,7106,32082918,1366,5386,4063,106268093,9
250586,8487354,28777949,14784,28647207,14121,53721,498959,46601377,3277,47804515,390,4354,10640,16113683,9
249053,8151045,27208805,16349,27159064,17943,67056,435910,45563666,6406,39878684,621,6676,?,?,9
187241,129433772,78482837,33965,78465098,32900,57955,651658,155351690,4408,142552682,374,2040,3713,360957281,9
276811,128285983,79798791,31359,79982783,31429,31100,662923,155909854,4494,148046958,444,1571,3405,363252194,9
321428,34666101,39400100,32202,39445568,32706,115343,663919,67567221,2462,63787293,392,2475,3642,164416426,9
654938,6942820,33366380,15498,34190460,16618,151533,744032,53950086,7419,48050243,1374,15000,18931,112981315,9
176158,110339079,73664086,40189,73944503,38781,68350,723559,160666349,4712,118087909,376,2193,2615,421777392,9
294373,130969191,79664241,44606,79630576,41653,143736,843961,159729282,6189,143915599,1361,2937,7708,368544053,9
203996,4686423,96972,11599,105383,11836,21222,183951,?,?,?,447,?,?,?,9
130605,180955689,83298073,66210,76183842,77819,2034548,3711608,202094030,36462,134043503,6292,5274,8276,480463890,9
59527,2599285,?,?,?,?,?,?,?,?,?,151,?,?,?,9
183775,132468460,78427883,29520,78364839,28941,45490,606278,152188597,4410,142693963,372,2648,3920,364524378,9
542070,18638434,26055267,27273,26173571,25904,199457,728904,48133803,5173,43181902,1119,4100,3390,35521763,9
271353,11451767,32242466,17255,32153649,16474,79204,458197,49689193,4513,51914983,1372,2303,2775,85884722,9
414445,7670453,18334877,29612,17134138,31291,724469,1708029,31140263,11928,1009248,2362,?,?,?,9
67270,2387595,?,?,?,?,?,?,?,?,?,655,?,?,?,9
397368,9866899,30177633,14510,30134029,14904,33878,352758,43017097,2884,34781000,180,7150,?,?,9
214359,127034922,78772018,32537,78815726,30577,44900,629782,152834633,4460,142695732,374,2583,3552,359206184,9
99973,3190666,?,?,?,?,?,?,?,?,?,452,?,?,?,9
1016661,83644432,79215671,142353,79140021,155146,477480,2486543,171538353,18787,89635591,2022,2013,5673,291501301,10
3309562,107640051,71841138,334147,73030757,355952,2241226,5741878,255435493,156601,109324836,4301,112506,17051,375943425,10
2970927,102836153,71701254,386241,71937497,379318,2042371,5331980,252281471,158669,98376670,3520,3987,14696,366242154,10
6878756,131076022,121165213,2271855,120507426,2267341,6035106,15670978,582323227,844871,150160016,5604,8845,34502,479457032,10
12018820,195693441,172186245,761492,175007966,763867,1748587,6073391,481933584,59459,217249637,7928,9770,33932,697807178,10
5122516,300432906,200301244,607500,204681403,621452,3734311,8350553,519823260,211224,334899010,7035,190155,45878,1020224994,10
996440,240537581,173139649,862331,176060878,876102,431953,3291197,347503273,14995,281884757,2016,4961,23173,769227770,10
1292625,81953671,79238277,146090,76615124,196462,534584,2355993,170378205,12630,85501098,2218,3618,6562,292663843,10
2451759,110992476,84867150,147856,87222741,143064,3496798,7783264,294438540,201118,113388666,6482,12887,19919,428989520,10
2266403,109561102,79304923,723201,79777235,811497,2810564,6529845,276739081,173984,111494416,4137,5294,17834,407326315,10
859510,283534288,155927326,1296827,170670581,1087312,1495025,5599016,371158871,27794,294889896,2993,5053,26723,882164267,10
973008,246483737,172826565,924331,174382522,925695,352230,2712032,346245578,15254,284018282,2019,4157,20076,782783161,10
14926041,372916965,271761124,1179580,273782331,1195061,2525564,8290066,679734648,136474,378953741,4820,13049,40593,1174627055,10
1135906,92214766,82780278,150923,84436756,147888,875677,4425954,189315521,18848,105436967,2997,6194,21537,344077090,10
1454603,89644026,73412723,129738,73337808,131152,283500,2158715,159452604,11575,99094101,2024,1989,6286,327061506,10
1141789,250774856,188791084,625890,185267683,636762,1076226,5171106,360883993,17054,290188828,2865,19631,34798,832416203,10
1032840,79857564,79882380,149561,80184699,147566,422458,2411428,177577348,14094,96970556,2802,3153,19286,301252249,10
1104486,126299369,58398225,1003544,58458194,847055,2107910,5839370,215944697,38407,95762796,7173,16558,24064,418420161,10
1920506,289391011,189120215,770256,183776048,809835,2645748,7308326,446482306,169744,288672026,3521,6333,29045,906040619,10
2217332,126314817,86705876,167455,86879041,164237,3719738,8418137,293270981,193950,120748619,5894,13766,22664,446321915,10
13204331,63771594,26726790,4936068,26937554,4960992,40326,1884844,224222885,7056,66480958,172,2087,1591,137154927,11
14149943,65315620,26823520,5069187,26784034,4947601,44489,3595928,203892098,8004,65710543,213,1903,786,151526169,11
24200584,739010500,607768854,5835795,607489825,5833113,39097,21145329,1126745917,28637,747032220,221,7684,4804,2565638216,11
24484527,78619114,26679864,5633837,26641483,5634216,9389,21581445,254728117,6523,79425461,231,1594,751,189872105,11
8031334,67133148,28195379,5211336,28028159,5215247,10949,2670002,229912745,5747,69150913,191,1615,1622,148482569,11
25125340,80333528,33044358,4979614,31203296,5041977,79253,19847914,272630746,9534,82141419,210,2097,718,168775089,11
14538794,67301249,27267308,5494236,27275878,5516973,17658,882443,210955243,5650,69013107,169,2248,1620,156491361,11
6635597,83218735,47849904,4929103,47827780,4921373,20737,874482,247376301,6737,85268316,183,2111,867,399219619,11
13947506,69940797,32608469,6131447,32413470,6129286,31501,2276256,237154983,6052,71898363,223,1448,2001,171602606,11
23817094,779418508,611595054,5789692,612497364,5796397,45833,19934905,1122736777,29166,786985581,246,8175,4753,2631858456,11
22212334,91917098,27394259,5057399,27533454,5043337,10660,18743289,242106271,6196,94445961,218,1619,731,176085625,11
19561121,57087404,28852984,4941925,28836615,4943293,30604,14168262,259407000,8147,55922430,332,1706,2164,166059009,11
24563828,78946613,26623636,5547042,26656025,5556827,9916,17361670,252036277,6364,79830423,261,1632,803,158568980,11
20485085,208110589,69732345,9773596,66388831,9979791,86033,2255480,514649923,14251,183827229,172,3083,1507,567889057,11
12995920,64150959,26730296,4613931,26884459,4616913,17074,4428273,221848943,6410,66653747,223,2461,2041,138326583,11
11167231,64585846,39882604,5765798,39902641,5767793,8948,2434839,231474804,6067,66488314,213,2410,1894,186735217,11
28006951,754348465,608836919,5768388,608971403,5771961,48988,33428740,1116086928,29956,760439543,233,7903,4386,2577185757,11
15093673,86419200,40707249,5159632,36132148,5419667,121464,3622913,237073582,6133,91424782,2526,1846,1591,182936085,11
7792395,70134594,26756749,5869615,26653729,5906681,39190,1230982,264742905,6907,71378457,202,2553,1284,239662322,11
22597964,742780434,608053800,5815478,606666188,5816823,93403,21537569,1094061620,30734,747215484,222,7008,4086,2591136681,11
