file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6754640.exe,6793782,504507978,529714846,777382,535507240,794801,319590,17099029,850861305,120569,523374283,638,99013,7045,2135550732
6966964.exe,14658102,416307589,325033655,793581,331959293,788555,90984,39454838,594299853,109240,472893743,634,111461,5610,1087023569
7044970.exe,15609826,426534315,177245375,631291,178515532,633986,94880,36944978,602741675,107571,496442154,633,101779,4734,1397612784
709259.exe,7273790,232498268,261456096,712323,261641782,700243,46483,14365389,462922997,113518,230711298,631,99485,5319,1043639519
7100116.exe,7306993,463942548,403569580,1008278,403189647,1005711,56674,14110006,720263279,122545,440421991,623,107496,8985,1734856105
728955.exe,732516,298973762,412757367,1028782,412597348,1028574,63128,2380148,556541864,15003,310211959,646,4050,3566,1202378008
7298421.exe,16356806,425667736,167733119,405790,167017662,402119,57273,36737437,407946575,10842,434061162,1546,2924,2214,1458320679
7327846.exe,14839147,425022082,186022746,620037,186055183,619778,40935,37526661,669759686,114587,457653300,625,115951,6850,1445993336
771691.exe,6283706,287557029,398070676,531618,394411877,529289,54395,14462033,580199225,14843,286492936,628,4165,3146,1334418498
776425.exe,14581765,496119114,374211446,850346,377107515,848307,88919,38559008,675138865,114075,545696689,625,112579,6272,1309285628
776644.exe,17449048,535716302,346418022,767259,346222996,767345,256677,40917985,800742753,125235,529538523,1122,231723,17208,1507472319
7914657.exe,7042671,354976199,348723277,686622,348674638,690226,54790,13268451,401277786,10840,344969699,631,3000,2517,1418892677
8106119.exe,258527854,525187637,205628122,714898,212216578,709189,147860,83341377,1151945901,127537,554315507,1082,104099,14581,1890140629
8319654.exe,139922596,439439806,136077056,469947,136507842,478465,598898,77791721,1162009749,30351,433050137,2094,9061,4211,1732539045
8377831.exe,16472276,423325077,164046376,397235,163970549,396313,45215,32335109,398428363,10909,428428359,634,2936,2853,1443283769
8485745.exe,17280325,556425868,287730266,516494,287323089,523871,40643,33101501,471574175,13879,554020647,631,4934,3186,1323047710
8601270.exe,16229609,525225296,218775397,639905,218817788,639568,392955,33931381,734951079,124223,523726486,622,110069,80965,1726174873
8645057.exe,16263533,420423099,163329676,393967,163158813,403613,85684,32490715,402088290,12060,427982986,630,2807,3115,1439143112
8668510.exe,6837788,283148505,235851115,366265,236804268,367209,35755,13539553,396130448,10824,292222755,1127,3734,3097,1091055089
971881.exe,17089340,593984263,297438148,758371,297476901,770007,95412,35349496,717014755,125604,572558673,631,104777,7381,1297969000
