file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6417521.exe,27837180,580370771,293351219,573313,294466500,553518,28532106,57085705,1830591745,328714,567372427,98805,304724,451358,4368471255
6551688.exe,6693244,207817460,103081802,71552,99207893,68409,298430,14581212,389919590,9631,205480193,1110,3417,2255,1490138981
6667004.exe,6728985,312907054,212201551,83887,209069601,98811,513275,15865101,529522514,16256,295458692,1106,3431,1446,1861770207
6835408.exe,12785546,203201509,201399516,113794,203988553,105987,8007298,29319224,555855917,211060,208459359,4036,4577,2630,1820637090
690086.exe,6957354,215085245,89763726,81960,95764047,70081,714476,14940251,267763124,7396,220647123,2083,1644,853,1120482024
691289.exe,28112722,581426024,305304083,460535,302726118,470388,27828291,55860559,1436462820,319326,569340634,99790,270544,492875,2691093831
694077.exe,12878001,205287947,106696453,124692,106416554,117968,8305728,30467567,600046923,214030,203954393,2082,3800,1934,1619942500
7074246.exe,12702428,203598105,201845016,124237,205668156,111639,8777848,29594398,560313274,210141,208253283,4036,4478,2478,1817253012
7125391.exe,28081813,571953036,300052121,537850,299390609,534192,27123602,58265435,1873492697,333428,563198701,98806,306337,448117,4415715097
7170748.exe,13057971,208946597,212095156,89475,213562263,106134,7903001,30093943,526815212,189459,199038549,2082,3244,2089,1729113696
7264247.exe,13546041,214986968,102112983,103864,101807218,112637,7617656,27984169,526803579,220147,202653963,4042,7492,2633,1607587465
7356511.exe,12876812,203697677,209244448,118217,209284070,114602,8462366,30780353,604550326,213775,204172581,2090,4116,2015,1718594690
7504661.exe,12909211,207901055,104282712,97497,105763456,107322,8664186,29013017,525179235,213711,201960233,4032,3499,1594,1523463442
7575248.exe,13551807,214323333,98993008,112074,97954176,110034,8085659,28182990,518468652,209946,204529489,2089,3233,1824,1611548694
7793574.exe,13063679,209491135,211129934,91508,213555936,92296,8565021,29398493,531805278,190170,198579176,2085,4359,2152,1714384171
8238023.exe,13117920,211166934,216472025,99627,216285772,108988,8407879,29252654,533678984,186068,198132649,2088,3786,1744,1742994021
8269354.exe,13053027,210273961,215720421,87799,215705278,101524,8288285,30044128,529777557,189213,198562443,2091,3819,1914,1735601120
8509154.exe,28265245,578978990,300965731,446216,301522966,454780,27136987,55801667,1433830775,323279,567552284,99789,283727,463117,2693201752
8617072.exe,28016788,575345551,303846565,460514,302116074,468198,27513848,56001493,1410360956,327113,557603653,99782,313850,596581,2752888418
8629046.exe,12907712,207103665,211841539,88461,214192718,89691,8343560,29662181,529920724,191936,199025761,2088,4602,2849,1712410127
