file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6186538.exe,66696,69038219,47558460,41941,47834249,39947,59630,618666,87135823,3537,79145402,130,759,2979,226397680
6198424.exe,62259,71768886,49979534,17154,49990123,17276,37955,389921,90263859,3014,81359575,127,687,3002,233183886
6200657.exe,369954,17487426,31400920,11205,31369389,10640,11695,264210,54360946,2540,37939972,261,1885,1747,155114730
6265278.exe,169412,4191796,21938303,8460,21926519,11936,24208,284238,40293709,2934,30218810,135,3150,<not counted>,<not counted>
635598.exe,50062,72535044,48699008,26743,49248218,24772,36784,415440,87702536,2569,80905898,129,961,1921,234328629
6426681.exe,47859,74377651,49827799,16727,49746061,16781,11433,341577,86782099,2459,80979654,128,997,2925,233411952
6771116.exe,177050,4935291,21585965,8825,21614138,16611,26705,292425,41269087,2992,30105078,132,7493,<not counted>,<not counted>
6796016.exe,46473,72482965,50605844,22518,50360697,20977,34787,376323,87565550,2417,80995490,127,870,2982,234642447
6828397.exe,130358,75437333,53270286,18357,53315453,20186,50701,425770,96107640,3158,87717069,517,1483,5408,252377970
6841510.exe,254624,8070269,21492201,8746,21278955,17433,25665,319272,39063155,3485,28013453,133,<not counted>,<not counted>,<not counted>
7449568.exe,45850,74605948,49963423,18505,49777885,17554,12061,349411,86687978,2366,80922918,128,657,4209,233978678
7766424.exe,75391,78672661,55445474,19005,54939019,20874,25698,437210,96544373,2847,90138604,325,953,3744,259999833
779257.exe,129081,79087889,55106128,21178,55061255,20745,19807,476914,97888835,2663,90647235,522,950,3551,259479216
779384.exe,156195,4614378,21639778,12592,21763654,19646,34367,327593,40047622,3232,29863257,134,<not counted>,<not counted>,<not counted>
7804624.exe,442884,12368863,20870686,11210,19552083,19999,38643,328307,37690860,3385,25575331,140,<not counted>,<not counted>,<not counted>
791293.exe,139798,80688011,52084924,32669,51918129,30080,72596,591034,99665797,3865,88563806,779,1648,10700,253348580
8327121.exe,91488,71410463,49825607,17620,49821522,18539,16884,362720,88579049,2647,81241344,129,670,4100,233499790
8425383.exe,60229,75316793,51027980,20429,50903436,18532,12967,390854,90381959,2426,82475194,324,859,4558,237986380
8455115.exe,78349,69904676,49565811,17932,49580365,16247,10472,325391,86979788,2301,80894761,128,852,2580,232810099
8540612.exe,142082,75738120,54947141,22909,54680216,22705,29779,436566,95962961,2609,88995843,326,942,4168,256814161
