file,L1-dcache-load-misses,L1-dcache-loads,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,page-faults,iTLB-load-misses,iTLB-loads,instructions
6139086.exe,216406,248552431,156604111,619174,156562968,615118,78013,1915313,504174194,115430,252247924,128,354970,253910,767805973
618530.exe,224769,92350861,62567132,393231,62337271,390386,65786,1240464,336162382,110956,93335655,134,514430,5736,324152611
6317098.exe,220553,248473078,155779314,638481,156056353,632646,132890,1933969,509767796,115705,252327978,127,309230,413544,768727485
640956.exe,209582,245846762,155044841,666180,155366545,666680,67492,1774582,502248554,114722,249669940,130,512340,13812,769359062
668883.exe,228554,243905878,156003767,647213,156071805,654992,76776,1798691,505888289,115355,249897715,129,309175,245924,766915321
6801844.exe,208869,245691475,155521448,627023,155527212,626506,72102,1771762,502346339,114727,249046709,130,308464,198341,767222136
6967734.exe,203674,245726673,155788405,641471,155903585,641332,55681,1792642,498398396,114511,251869706,130,105340,7814,767778258
6977351.exe,234295,247128949,156508335,639933,156462965,638523,77604,1856974,509474647,115473,252594772,128,309472,335354,769334985
6984030.exe,178166,93566191,62446987,394816,62632687,393085,65706,1353679,347359288,111361,95112714,136,309236,411818,327092675
7514518.exe,215642,248130918,155098915,618654,155895471,618774,92247,1923637,512760867,115562,253088737,128,309841,409984,769695517
7693072.exe,171559,90414816,60985604,388967,61049641,389923,47166,1210577,339204667,110503,90951398,133,309352,334275,317167259
7841352.exe,209000,248613505,156199973,621776,156138031,621002,52664,1828805,506821911,114959,252209920,129,309221,357261,770178241
796521.exe,230387,246658820,156513282,621190,156411945,616250,61462,1760023,505668783,114527,252285776,130,308936,384705,768373099
8026156.exe,183649,92530608,62109341,394852,62025040,395737,52369,1272647,342403843,110645,92819283,135,308434,378347,322586178
8048609.exe,140949,62623605,45425639,171872,46213714,168282,69661,682376,93698109,3853,69965675,137,2198,2191,242665462
8130003.exe,520653,248505372,155799390,635358,156206779,639182,74253,1780790,498984097,114677,252359730,131,512446,8577,768447950
81481.exe,227400,244931567,155870590,604797,156130268,604144,56445,1770153,503761781,115392,249915197,128,308961,271676,768228094
8172060.exe,145463,65432889,50124784,110850,49985020,108908,43681,462156,99542740,3125,72221409,135,2301,3894,251249548
8194304.exe,248116,248538225,155793940,615931,155841851,625997,92986,1900506,504561363,115978,251424794,130,308330,312549,767814885
8453236.exe,250921,246739295,156647215,613086,156704983,612204,59630,1819638,508103135,115531,252304604,130,308698,374827,767681940
