file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1402105.exe,526355254,21480176,558323246,1149886,559373466,1138041,6347963,10952782,2643072623,3103346,526574168,726,418846,5322588267,98761,17.91,14.69,780549428,567928000,211973000,828129533
171227.exe,211297854,13157884,29305967,228406,29286678,237711,2618418,7158405,583137564,252077,204122895,169,55524,860898704,4040,4.2,3.38,172622850,164213000,8010000,194506739
2146464.exe,206074586,13232984,206419899,286651,209210830,281095,1198572,4312352,776636098,296432,204119253,390,19908,1710443142,2085,5.41,4.35,230080017,223735000,5992000,250950497
283471.exe,406179237,6823278,204092604,491177,204769188,488450,367171,2608410,1447483543,212841,406047717,334,21444,1418786581,1111,9.78,8.09,426167783,421773000,3997000,446901084
3208130.exe,442756478,16056350,502136297,928109,503946134,927814,5738665,10254803,2341693018,2559499,444873444,762,402282,4974701873,97791,16.19,13.36,690583810,539134000,151037000,712134045
3208532.exe,585595006,30100495,308719419,772293,313021662,790015,6831941,14814905,1579070878,2871538,579761702,1157,430332,2551454992,99782,11.21,9.16,465626232,303073000,162039000,486562363
385049.exe,206778783,6525289,103689530,179430,102797063,178736,161771,1090229,376201367,212168,206003584,179,26065,932938615,2084,2.61,2.15,114871099,110571000,4020000,135522004
511442.exe,244775699,19510813,210262387,397822,210758199,389719,1138680,7012095,928505097,339938,243231147,543,29850,1887095973,2083,6.41,5.18,272001835,268770000,3008000,292959659
5441244.exe,303900658,13264025,303337957,513125,302515737,521255,1113906,3501321,1483616609,311577,305747962,593,27969,3199163919,2086,10.06,8.2,435837676,431349000,4003000,457035062
5448241.exe,208315860,6711982,206063349,252675,203064683,250571,226333,1469256,629112359,195863,206124324,385,27940,1751026527,2081,4.15,3.4,188213132,184990000,2999000,210128373
5524738.exe,210471903,13311969,207681924,295452,203954872,294696,1244981,4259606,780501673,266770,204787501,569,17138,1763206374,2086,5.45,4.4,226267860,220835000,5018000,247277242
5602065.exe,205747938,13189271,205819804,286028,209024738,282588,1207551,4284646,783755331,281728,204953615,658,27183,1712966951,2085,5.35,4.3,231456873,225021000,6027000,252665125
5690648.exe,204402197,6559833,102733429,218757,103258316,201942,203823,1244183,497663855,143213,203303684,394,9294,1222995668,1111,3.38,2.78,149439497,145125000,4003000,170229655
5748937.exe,407619471,6626983,203421676,296380,203495848,300295,259261,1686617,746179105,178833,404056155,109,12233,1927541142,1109,5.16,4.27,223866082,219521000,3991000,245370449
5770138.exe,208951239,6724102,206234008,256693,204197470,257067,219923,1485033,631308483,196341,205630447,176,29015,1752182437,2112,4.18,3.43,189651794,185933000,2998000,212986675
5979726.exe,208452617,13293618,209652162,307451,207660019,313660,1328003,4407875,765860282,304374,202571091,369,22479,1637638147,2085,5.27,4.23,226575595,221867000,3997000,247831215
6551688.exe,208099037,6618937,102130223,234187,100588384,230801,246649,1408216,563595234,175644,209664118,190,8439,1461702840,1111,3.76,3.08,169418711,165123000,4002000,189416197
6835408.exe,206823819,12942918,205702198,306964,207787600,305357,1095754,3981327,834589609,333978,205656239,572,56389,1822577805,4035,5.61,4.5,245591522,238265000,7007000,266094739
691289.exe,588127064,27925155,305825243,853387,305420238,852673,6828358,14387994,1713351015,2761052,596228743,721,562495,2677970956,99788,11.89,9.69,502560865,342108000,160050000,524217594
8238023.exe,206211326,13045724,205136364,303023,205256963,291158,1205679,4207290,781263101,294295,206014261,592,19251,1723015538,2085,5.31,4.24,233599411,228336000,4963000,256958501
