file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1787832.exe,134984195,12046084,222631412,17511416,218210159,17812521,736621,3292050,754847730,723578,131439883,127,44938,914277202,8299,4.88,3.97,227229723,212526000,14034000,274553563
2048785.exe,88965926,236863,132662188,13471890,132422339,13500704,118491,977287,676709039,110249,88935221,119,18660,572533146,131,4.37,3.59,198762018,198418000,0,221873698
2110174.exe,94747731,13685132,179389037,16577306,182482575,16688714,542248,3025941,717512999,1238379,95985595,37,51731,822944247,6287,4.72,3.88,210556601,199260000,11014000,232181506
3080883.exe,70928235,1526840,171061427,15075310,165389585,15109012,198370,953129,507290476,49340,65987993,31,12414,564083764,1604,3.25,2.64,152593715,150206000,2002000,174416693
4900502.exe,88655413,3060649,213134784,15069914,214134154,14877132,496618,1846931,632963339,174973,82739240,90,36366,748522852,7145,4.05,3.3,189081450,176910000,11926000,209286034
4972182.exe,133249824,12725189,154789601,5133523,159073556,4903355,539486,1986953,446704960,1126523,135610932,64,46723,729435886,8300,3.05,2.52,131379924,120041000,11003000,152125792
4998183.exe,167197445,17954405,184219943,5296309,183127411,5366196,936344,3157136,564802762,2371062,176476924,7111,154489,931948495,11176,3.74,3.12,152923826,129575000,20089000,174942867
4999544.exe,64413582,2848400,94198268,2577420,95326926,2472741,428416,1084739,252061185,162381,65982467,135,65628,416491991,7171,1.67,1.36,76805175,56917000,19626000,97400697
5226706.exe,86121371,265893,124355776,13362314,124421308,13382743,119192,904660,624582053,70190,86012341,42,10044,490912147,135,4.01,3.27,188163512,185941000,1988000,208534701
5670639.exe,148919853,17735850,261740741,17878168,262209337,17551147,827212,3159135,821957882,2037892,152272480,482,59556,1074844287,8296,5.41,4.44,241888925,226644000,15042000,263257237
6013525.exe,194168881,16743275,259188189,17600938,259126183,17699059,782756,2821163,850776289,2221059,196869117,244,54161,1210680821,8296,5.66,4.64,249039728,233796000,14986000,270144489
6224408.exe,192770304,18108405,282841689,22613825,278965308,22678856,896615,3211992,905970394,1949222,192456668,449,53454,1122873792,8300,6.04,4.97,265400766,252057000,13002000,285868684
6258569.exe,40921089,191022,119988400,13356577,119723700,13339332,91132,690412,475678316,151305,40657279,36,6732,397455684,134,3.13,2.57,139785504,138573000,1004000,160290456
6608004.exe,67829561,806174,91366605,2109642,91293005,2083589,109874,578300,219489346,52459,69348659,114,19913,438624199,1736,1.45,1.18,68487791,65190000,3008000,88909598
6644544.exe,140727347,16609539,229901635,15561271,229627031,15844849,646659,3549613,762369434,2265132,137813651,275,54843,1050947351,8305,5.18,4.28,223810078,210445000,13027000,244703798
6730647.exe,89634437,818321,109609408,13591442,111431636,13808341,281752,1198983,548518292,110632,89572738,234,35662,552050426,4264,3.59,2.94,163841193,156548000,7024000,184221111
6933552.exe,144861590,17256924,176011914,5044149,172692076,5048698,618674,2144911,499458020,2206917,152626382,74,74021,852070246,8301,3.41,2.8,151311922,135916000,14990000,172336341
7977536.exe,109234732,19830736,219174722,16469670,219017484,16822946,426896,3647605,744467899,1741650,103739013,252,36745,843794012,4235,4.89,4.0,222739066,216477000,5985000,244116280
8465470.exe,152897033,17186331,256882368,17813141,255084876,17809840,848151,2990194,842660052,1988916,148062517,1,55056,1098731730,8301,5.55,4.54,251051743,234683000,15978000,270733772
8485009.exe,75221260,1466196,185488089,14650113,185570897,14290280,317033,1429752,635782720,145423,80250148,204,22946,786135128,3346,4.13,3.37,190109315,184815000,4995000,211844917
