file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
1289148.exe,253211555,323612,154998019,624320,154887937,622826,133626,880248,512335388,1331553,254553081,84,266038,774230865,128,3.58,2.98,150770288,120967000,29233000,196305180
1751629.exe,69903387,203568,45519648,705167,45176296,701301,55881,351539,129001201,17900,70227001,0,338132,245588471,134,0.86,0.7,41522788,38190000,3015000,62341309
2160567.exe,249727800,290079,154439840,860345,154212473,860996,104112,809920,511979850,962686,250668691,1,493570,771405280,127,3.51,2.91,153624696,129248000,24046000,174513930
2219242.exe,249575216,297656,154879786,907597,154746937,911106,108369,809432,509259052,1240899,250631192,40,426352,767158540,129,3.49,2.89,153044537,127772000,24955000,174375800
2346376.exe,252047892,310287,155370307,734875,155157003,733221,103861,778407,502811309,935522,253356243,3,213162,770493530,128,3.46,2.86,152139573,134880000,16984000,172630263
2806108.exe,100523129,270356,66046934,665724,66045735,663913,81524,543123,312848368,1311789,101306193,63,499517,343079621,133,2.11,1.74,95265153,63924000,30963000,116313655
286654.exe,253123005,262760,155457471,698821,155607268,700202,99293,762196,495510566,854494,253572299,54,32432,773281203,127,3.46,2.88,147717660,119368000,28086000,169974841
2920460.exe,251235653,263567,154668607,922370,154398728,923204,111626,857114,513220905,952397,250593074,1,503792,771327956,128,3.62,3.01,152905421,126676000,25933000,173440997
302205.exe,253941115,349461,156844922,723520,156691157,723478,126114,815926,505360634,1089774,251142456,1,277751,772310565,324,3.49,2.89,152065554,120802000,30949000,173083940
3135280.exe,68406910,226298,44959128,316393,45478378,315712,48660,306992,109884803,16140,71026882,29,4939,244650397,135,0.75,0.61,35450372,33122000,2007000,56428963
3439806.exe,253551154,268541,155223861,736732,154929233,737034,106424,817329,514615612,1199435,253951732,3,293091,773194580,128,3.55,2.94,155506967,124150000,31037000,176084063
346060.exe,95700438,1958704,63164933,612209,62756578,620133,757028,1383669,224694458,339935,97291590,10713,159966,339125925,3523,1.11,0.97,35242718,30571000,1972000,54570166
3974796.exe,252603433,303689,155372426,719447,155259142,709881,108801,790673,499168986,1319557,253073081,43,11484,772155430,127,3.4,2.82,149422284,122120000,27026000,170841299
4656783.exe,252703117,294740,155145479,762592,155042224,760534,108519,832184,516000208,1430338,253534585,293,292344,772422229,128,3.53,2.92,155049827,131840000,22972000,175930833
4925138.exe,69447824,185466,45104526,214164,45642327,211676,49725,311647,106025118,19718,70002230,41,4506,242652888,135,0.76,0.62,34212482,33928000,0,54379721
5013886.exe,227672511,277979,139111570,468735,139015816,467912,100227,610654,322019208,35574,228278530,160,9538,691031077,322,2.21,1.83,97585219,95296000,2006000,118763973
5293957.exe,248946753,265346,155045979,903388,154600263,903243,111888,812763,488732404,1161838,247556951,62,220104,766367142,127,3.36,2.78,146560738,123137000,23025000,167642947
640956.exe,250845902,291005,155406281,968017,154893307,970945,111844,845836,517373436,1053403,250310852,24185,508636,771495890,130,3.54,2.93,156344545,124031000,32008000,177887719
668883.exe,249471804,299564,154798652,913055,154476674,913115,106905,791901,499937047,1013447,250813943,44,276002,769737836,129,3.43,2.83,150815963,125779000,24759000,171556556
81481.exe,248808410,300491,154573927,917287,154729799,914603,112555,812628,520494497,1064905,251482860,306,501427,770766078,127,3.66,3.05,152302099,123801000,28182000,173811031
