file,L1-dcache-loads,L1-dcache-load-misses,branch-instructions,branch-load-misses,branch-loads,branch-misses,cache-misses,cache-references,cpu-cycles,dTLB-load-misses,dTLB-loads,iTLB-loads,iTLB-load-misses,instructions,page-faults,power/energy-pkg/,power/energy-cores/,duration_time,user_time,system_time,perf_time
2267323.exe,534599934,2278694,331758267,1692237,327692378,1712752,761164,3198473,825282310,608722,525465569,367,28550,1609434700,2239,5.71,4.75,244426342,233857000,9993000,291605865
3323785.exe,526926041,2532048,327162559,1709109,325078439,1706091,619030,2764593,805807739,429398,529729057,268,24053,1574566802,2261,5.6,4.67,237880833,233524000,4009000,259196876
3587345.exe,163667427,2414850,112471779,954328,113540539,949846,499154,1930534,327729170,502245,166591885,73,14824,561211540,2240,2.25,1.87,96433190,90049000,6003000,117206548
3827594.exe,532356993,2116070,330262917,1683822,326287395,1646412,721849,2995041,818541712,619905,521596820,456,26608,1593823024,2238,5.66,4.7,244519334,239207000,5004000,265475911
4646477.exe,169565086,2320729,114111397,1003054,111477452,1002735,640984,2208835,330198300,410210,171497133,73,15624,592361467,2339,2.25,1.84,100703408,90373000,9931000,121783331
4656918.exe,217021592,8305730,196761665,1941350,199587125,1856131,3356525,6048734,768953505,1563838,213314320,34472,526157,934242671,17815,3.87,3.33,125466249,119353000,4973000,146594057
4870731.exe,174854013,2519648,116711874,845100,112364765,877285,664287,2923387,336585753,643106,173925658,787,17464,602632125,2497,2.28,1.86,103937319,88662000,14943000,125262700
4990217.exe,536499606,2459028,338997649,2141096,338641546,2256055,655170,2902344,834065458,687940,525060342,134743,28296,1583891176,2235,5.77,4.79,248674101,241419000,7012000,269887035
5120159.exe,532533142,2212280,330796905,2064068,328037598,2069049,777560,3071088,837409639,650510,521221150,199095,28154,1584374491,2432,5.92,4.94,245343241,239034000,6000000,266020570
5768294.exe,163836889,2398101,112306824,960972,111389582,960564,629449,2086088,329234969,381172,171885811,56,15137,575829976,2243,2.23,1.83,100407273,91137000,9013000,121605352
6207480.exe,168092172,2329641,113438322,1016813,110926794,1014650,633357,2120726,322703587,388094,172175043,475,16426,585106798,2243,2.22,1.82,99922537,94555000,5029000,121723481
6345129.exe,533243647,2187418,328998838,1695157,326147798,1658377,753398,2997342,820322412,592056,524937163,516,25636,1593207538,2237,5.67,4.71,243860472,237611000,6015000,264595999
6761058.exe,531836063,2238506,329070388,1757781,326676455,1669852,748035,3013022,817073348,580968,523329207,384,25666,1588610461,2237,5.66,4.69,243682657,238333000,5007000,265160804
6947711.exe,163752435,2424855,112758128,958203,111485838,954587,620708,2064740,325376830,380434,170936194,363,18399,569515301,2270,2.22,1.82,99148328,88670000,10076000,120689707
6963176.exe,165670612,2403258,113462205,952386,111262010,953911,618626,2082177,323336440,383140,169545378,181,15481,571528072,2244,2.22,1.83,98859233,92551000,6035000,120950127
7254933.exe,531386165,2257444,329294748,1723872,326987276,1647803,734696,3079833,819712233,572816,525828026,224,26280,1593961443,2234,5.71,4.74,244245504,236735000,6992000,266182334
7256574.exe,529851849,2432886,336066541,1914149,335116228,2074215,626307,2770939,836970764,600063,521102611,618,26523,1591103537,2238,5.83,4.84,249418830,245906000,3011000,270717046
7857074.exe,166810420,1993013,116407409,961641,115925587,928029,435148,1959690,304532971,462423,160063151,294,13521,570017980,1836,2.09,1.72,93039435,86725000,5913000,114327928
7954781.exe,163187064,2431850,113630974,986211,112994089,980738,611168,2060795,324548373,401797,170108082,79,16538,569361022,2240,2.22,1.82,98934607,90668000,7884000,119454073
8388087.exe,180446495,2148787,120564891,1061195,114187061,1085756,681320,2315747,341441638,569878,168544314,122,19755,624390800,2436,2.34,1.92,103026060,96639000,6039000,123999639
