file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1016334.exe ,  1.10,  1.07,  0.07,  0.00,  2.97,   97616329,   91098000,    6073000,  110244703
1135440.exe ,  1.22,  1.19,  0.07,  0.00,  3.06,  105046651,  101022000,    4000000,  117223059
1147117.exe ,  1.26,  1.22,  0.07,  0.00,  3.21,  109857736,  100841000,    8985000,  122165683
1199099.exe ,  1.02,  0.98,  0.06,  0.00,  2.70,   92193973,   88153000,    4006000,  104432174
1379278.exe ,  2.51,  2.42,  0.14,  0.00,  7.14,  246130924,  201045000,   45010000,  259170317
1400532.exe ,  1.75,  1.69,  0.09,  0.00,  4.57,  150903798,  148814000,    1997000,  163323507
1604299.exe ,  3.07,  2.96,  0.16,  0.00,  8.43,  282368542,  228264000,   54062000,  294702642
1779544.exe ,  3.05,  2.95,  0.16,  0.00,  8.44,  282441409,  219327000,   63094000,  294668202
1963979.exe ,  1.74,  1.69,  0.09,  0.00,  4.63,  151210788,  143114000,    7950000,  163468857
2024525.exe ,  1.03,  0.99,  0.06,  0.00,  2.83,   95685991,   91660000,    3985000,  108016381
212795.exe  ,  1.05,  1.02,  0.07,  0.00,  2.79,   95364726,   91335000,    4014000,  107601730
2265396.exe ,  3.25,  3.15,  0.16,  0.00,  8.29,  289252415,  227173000,   62047000,  301658082
2286318.exe ,  1.27,  1.23,  0.08,  0.00,  3.35,  114593245,  110505000,    4018000,  126803697
2349449.exe ,  2.41,  2.33,  0.13,  0.00,  6.48,  229089726,  153045000,   76022000,  241350342
2375147.exe ,  3.15,  3.05,  0.16,  0.00,  8.04,  282104002,  216968000,   64990000,  294451880
2381481.exe ,  2.39,  2.31,  0.14,  0.00,  6.45,  229043157,  174977000,   53993000,  241352111
2490986.exe ,  2.30,  2.23,  0.13,  0.00,  6.60,  227902923,  162896000,   64958000,  240104179
2614346.exe ,  2.45,  2.37,  0.13,  0.00,  6.37,  231443123,  187516000,   43886000,  243723020
2807545.exe ,  0.98,  0.94,  0.06,  0.00,  2.60,   90738792,   82653000,    8063000,  103047934
3007872.exe ,  1.07,  1.03,  0.06,  0.00,  2.78,   95873869,   90853000,    4991000,  108024225
3050670.exe ,  1.04,  1.01,  0.07,  0.00,  2.76,   95291204,   94259000,    1002000,  107513570
3121765.exe ,  1.03,  0.98,  0.06,  0.00,  2.83,   95439710,   88451000,    6956000,  107697348
3401505.exe ,  2.35,  2.27,  0.13,  0.00,  6.29,  222658240,  152774000,   69896000,  235207801
3509617.exe ,  1.68,  1.64,  0.09,  0.00,  4.41,  146743429,  140732000,    5988000,  160941104
3585983.exe ,  3.07,  2.96,  0.16,  0.00,  8.36,  284632186,  230485000,   54114000,  296884274
369842.exe  ,  3.76,  3.63,  0.23,  0.00,  9.83,  344294962,  271189000,   73050000,  356623336
3753295.exe ,  0.98,  0.95,  0.06,  0.00,  2.67,   93780469,   89772000,    3989000,  107228005
3836836.exe ,  1.70,  1.65,  0.09,  0.00,  4.52,  147898592,  140875000,    6993000,  160135131
3871862.exe ,  3.06,  2.95,  0.16,  0.00,  8.08,  278475521,  215340000,   63099000,  290834430
3930881.exe ,  3.12,  3.02,  0.16,  0.00,  8.12,  280950786,  224941000,   55985000,  294264540
4327769.exe ,  1.06,  1.02,  0.07,  0.00,  2.80,   96825341,   92796000,    3991000,  109200865
4462753.exe ,  1.08,  1.04,  0.07,  0.00,  2.82,   97042319,   94000000,    3000000,  109331154
4547977.exe ,  1.81,  1.76,  0.10,  0.00,  4.89,  157368276,  148320000,    9019000,  170953365
4713330.exe ,  3.31,  3.21,  0.17,  0.00,  8.62,  297595370,  231662000,   65904000,  309878494
4760452.exe ,  1.04,  1.00,  0.07,  0.00,  2.83,   96494297,   93445000,    3014000,  108776140
4981872.exe ,  3.03,  2.93,  0.16,  0.00,  8.12,  280581292,  221642000,   58904000,  292819055
5118033.exe ,  2.34,  2.25,  0.13,  0.00,  6.72,  227259227,  178094000,   49026000,  240665756
5445231.exe ,  1.19,  1.16,  0.07,  0.00,  3.25,  109556344,  102482000,    6964000,  122966547
5686669.exe ,  1.06,  1.02,  0.07,  0.00,  2.81,   95921904,   89848000,    6057000,  108164926
5734497.exe ,  3.34,  3.24,  0.17,  0.00,  9.23,  307930899,  254907000,   52980000,  320221433
584976.exe  ,  3.25,  3.15,  0.17,  0.00,  8.87,  297888401,  232886000,   64968000,  310106945
5890862.exe ,  1.19,  1.14,  0.07,  0.00,  3.22,  107205952,  103061000,    4002000,  119513696
5919264.exe ,  2.97,  2.87,  0.16,  0.00,  8.32,  277091295,  220956000,   55989000,  289421462
5945162.exe ,  1.07,  1.04,  0.06,  0.00,  2.79,   96319813,   91244000,    5013000,  108576267
6049277.exe ,  1.05,  1.01,  0.07,  0.00,  2.86,   96744586,   90728000,    5982000,  108995181
6070349.exe ,  3.23,  3.12,  0.17,  0.00,  8.55,  290229126,  248058000,   42009000,  302583789
610376.exe  ,  1.08,  1.03,  0.07,  0.00,  3.00,  102203270,   99172000,    3005000,  115929462
6388784.exe ,  3.96,  3.81,  0.26,  0.00, 11.20,  375264015,  322138000,   53022000,  387758406
6522713.exe ,  3.04,  2.94,  0.16,  0.00,  8.57,  283986010,  219886000,   63966000,  296293088
662138.exe  ,  2.37,  2.28,  0.14,  0.00,  6.64,  229206132,  162083000,   67034000,  242589326
6856892.exe ,  1.04,  1.00,  0.07,  0.00,  2.89,   95790533,   90774000,    4987000,  108047617
700618.exe  ,  2.05,  1.98,  0.12,  0.00,  5.45,  182671172,  170668000,   11976000,  196094186
714426.exe  ,  1.06,  1.03,  0.07,  0.00,  2.81,   95700101,   94660000,    1007000,  107865616
7406977.exe ,  2.40,  2.31,  0.14,  0.00,  6.84,  235137017,  169076000,   66029000,  247462021
7414994.exe ,  3.15,  3.04,  0.17,  0.00,  8.76,  289679218,  239703000,   49938000,  301955499
7457204.exe ,  2.46,  2.37,  0.13,  0.00,  6.57,  231092351,  172054000,   59018000,  243254612
784074.exe  ,  0.96,  0.93,  0.06,  0.00,  2.69,   91963300,   87933000,    3996000,  104126651
7875893.exe ,  0.99,  0.96,  0.06,  0.00,  2.63,   90839532,   82824000,    7983000,  103090868
7954751.exe ,  1.02,  0.98,  0.07,  0.00,  2.83,   94838625,   84828000,    9979000,  107115744
7972688.exe ,  2.34,  2.26,  0.13,  0.00,  6.36,  225901866,  169900000,   55967000,  238063753
7974210.exe ,  3.01,  2.91,  0.16,  0.00,  8.47,  282835932,  232829000,   49963000,  296222989
7977254.exe ,  1.02,  0.98,  0.07,  0.00,  2.89,   95505111,   87526000,    7956000,  107930802
8177882.exe ,  1.35,  1.30,  0.09,  0.00,  3.66,  123903435,  117884000,    5994000,  137175867
8190404.exe ,  1.05,  1.01,  0.07,  0.00,  2.91,   96430707,   91387000,    5021000,  108654695
8224401.exe ,  2.30,  2.22,  0.13,  0.00,  6.48,  224095903,  170044000,   54014000,  237825119
8300854.exe ,  3.06,  2.96,  0.16,  0.00,  8.29,  282582577,  218420000,   64123000,  294913907
8324953.exe ,  1.03,  0.99,  0.07,  0.00,  2.74,   94872030,   88845000,    5989000,  107248335
8344240.exe ,  3.09,  2.98,  0.16,  0.00,  8.53,  285721641,  214765000,   70922000,  298040959
8346271.exe ,  1.06,  1.02,  0.07,  0.00,  2.93,   97339719,   91299000,    6019000,  109616450
8380396.exe ,  1.10,  1.07,  0.07,  0.00,  3.02,   98047821,   91018000,    7001000,  110278837
8407108.exe ,  2.30,  2.22,  0.13,  0.00,  6.53,  226562235,  167391000,   59138000,  238756935
8457226.exe ,  2.24,  2.16,  0.13,  0.00,  6.38,  215690375,  148767000,   66895000,  227880973
8459541.exe ,  1.78,  1.72,  0.10,  0.00,  4.71,  153713615,  146699000,    6985000,  166001267
8492597.exe ,  3.09,  2.99,  0.16,  0.00,  8.54,  284960231,  242935000,   41988000,  297262949
850185.exe  ,  3.25,  3.14,  0.17,  0.00,  8.88,  298009018,  231851000,   65957000,  310337391
8536161.exe ,  1.01,  0.98,  0.07,  0.00,  2.86,   96625977,   90636000,    5976000,  111344779
8545589.exe ,  2.34,  2.26,  0.13,  0.00,  6.42,  224608227,  163687000,   60883000,  236958464
8546342.exe ,  0.97,  0.94,  0.06,  0.00,  2.79,   90969782,   86939000,    3997000,  103265257
8693929.exe ,  3.06,  2.97,  0.16,  0.00,  8.52,  287352963,  222251000,   65073000,  299634966
8739063.exe ,  1.04,  1.00,  0.07,  0.00,  2.88,   96338649,   95299000,    1003000,  108534909
