file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
2307838.exe ,  1.09,  1.03,  0.13,  0.00,  2.80,   90343584,   87046000,    3036000,  102869370
2409014.exe ,  1.65,  1.59,  0.08,  0.00,  4.07,  143882617,  137863000,    5994000,  156245827
2451062.exe ,  1.58,  1.54,  0.08,  0.00,  4.04,  146518014,  140476000,    5977000,  160002091
2516802.exe ,  1.25,  1.20,  0.10,  0.00,  3.69,  134072084,    6248000,          0,  148065901
2538223.exe ,  1.75,  1.69,  0.09,  0.00,  4.51,  163093492,  160053000,    3001000,  176498942
2838507.exe ,  0.86,  0.83,  0.04,  0.00,  2.16,   74980623,   70927000,    3995000,   87170820
3425234.exe ,  1.46,  1.41,  0.07,  0.00,  3.83,  139942202,  135922000,    3997000,  152990198
3760856.exe ,  1.65,  1.59,  0.08,  0.00,  4.11,  143783639,  139767000,    3993000,  156065683
3881005.exe ,  1.56,  1.50,  0.08,  0.00,  4.00,  144658668,  141646000,    2992000,  157320429
421866.exe  ,  1.64,  1.59,  0.08,  0.00,  4.07,  139986897,  135904000,    3968000,  153668760
4782128.exe ,  1.70,  1.64,  0.08,  0.00,  4.31,  152213828,  149197000,    3003000,  164363081
5172847.exe ,  1.54,  1.49,  0.08,  0.00,  3.99,  143187786,  139161000,    4004000,  155405873
5945339.exe ,  1.78,  1.73,  0.08,  0.00,  4.34,  148801717,  146795000,    2010000,  161111662
6012416.exe ,  3.40,  3.26,  0.25,  0.00,  8.49,  290366571,  156641000,  133694000,  302659940
6086206.exe ,  4.48,  4.35,  0.19,  0.00, 10.62,  363912062,  357897000,    5998000,  376061304
6111112.exe ,  1.34,  1.30,  0.06,  0.00,  3.40,  119024390,  116006000,    3000000,  132227904
6114886.exe ,  1.43,  1.38,  0.07,  0.00,  3.81,  140392724,  138342000,    2004000,  152639240
6677723.exe ,  1.77,  1.71,  0.08,  0.00,  4.36,  153223661,  148199000,    5006000,  165427718
7474778.exe ,  3.64,  3.53,  0.16,  0.00,  8.87,  308204894,  302856000,    4997000,  321554415
8445631.exe ,  1.76,  1.71,  0.08,  0.00,  4.28,  147096572,  144076000,    3001000,  159353145
