file,pkg,cores,ram,gpu,psys,duration_time,user_time,system_time,perf_time
1141757.exe ,  0.58,  0.56,  0.03,  0.00,  1.53,   50272076,   45836000,    3900000,   62937177
1194834.exe ,  1.28,  1.23,  0.09,  0.00,  3.58,  122478921,  114482000,    7964000,  134746076
1334614.exe ,  0.59,  0.57,  0.03,  0.00,  1.55,   50382647,   49336000,    1006000,   62561280
1369810.exe ,  0.60,  0.59,  0.03,  0.00,  1.56,   52020840,   45992000,    5998000,   64253887
1376527.exe ,  0.58,  0.56,  0.03,  0.00,  1.55,   49478095,   46408000,    2962000,   61682572
1394267.exe ,  0.21,  0.21,  0.01,  0.00,  0.58,   20458734,   18303000,    2033000,   32650234
1702636.exe ,  0.60,  0.58,  0.03,  0.00,  1.58,   50936569,   40818000,    9955000,   63207143
1828655.exe ,  1.62,  1.57,  0.07,  0.00,  4.02,  127940276,  126792000,     998000,  140144115
1993016.exe ,  0.63,  0.61,  0.03,  0.00,  1.65,   53979808,   49965000,    3997000,   68143810
200463.exe  ,  1.63,  1.58,  0.07,  0.00,  4.07,  129069883,  127960000,     999000,  141283126
215691.exe  ,  0.63,  0.61,  0.03,  0.00,  1.61,   53757013,   52706000,    1013000,   65791290
2182933.exe ,  0.59,  0.58,  0.03,  0.00,  1.66,   51380055,   46403000,    4936000,   63634617
2283561.exe ,  0.62,  0.60,  0.03,  0.00,  1.59,   54420153,   49363000,    5037000,   66671037
2317321.exe ,  0.56,  0.54,  0.03,  0.00,  1.51,   48945444,   45921000,    2994000,   61092700
2473888.exe ,  1.72,  1.67,  0.07,  0.00,  4.26,  133766243,  132771000,     998000,  146099216
2557813.exe ,  0.58,  0.56,  0.03,  0.00,  1.55,   53805712,   51710000,    1988000,   67562235
2870679.exe ,  0.56,  0.54,  0.03,  0.00,  1.47,   49267257,   47191000,    2008000,   61471873
2876767.exe ,  0.56,  0.55,  0.03,  0.00,  1.48,   50340992,   49281000,    1005000,   62544603
2956436.exe ,  0.57,  0.56,  0.03,  0.00,  1.47,   48149818,   46118000,    2005000,   60479415
2961485.exe ,  2.19,  2.12,  0.12,  0.00,  5.80,  183760215,  178736000,    4992000,  195964905
315901.exe  ,  0.57,  0.56,  0.03,  0.00,  1.50,   49130111,   48108000,    1002000,   61266221
3310511.exe ,  0.57,  0.56,  0.03,  0.00,  1.49,   49608582,   47612000,    1983000,   61797891
3448452.exe ,  0.58,  0.56,  0.03,  0.00,  1.50,   49307319,   45265000,    4023000,   61384594
3533053.exe ,  1.70,  1.65,  0.07,  0.00,  4.15,  130995903,  126976000,    3968000,  143309277
3576195.exe ,  0.56,  0.55,  0.03,  0.00,  1.56,   48646496,   45584000,    3038000,   61033570
3581799.exe ,  1.64,  1.60,  0.07,  0.00,  4.07,  130155768,  129135000,    1001000,  142483271
3642321.exe ,  0.61,  0.59,  0.03,  0.00,  1.65,   51767817,   48766000,    2985000,   63946175
3707962.exe ,  0.57,  0.56,  0.03,  0.00,  1.49,   48100079,   45093000,    3006000,   60361918
3753320.exe ,  0.61,  0.59,  0.03,  0.00,  1.55,   50348032,   47304000,    3019000,   62563947
385823.exe  ,  0.93,  0.90,  0.04,  0.00,  2.37,   80343700,   75355000,    4957000,   92600167
4010334.exe ,  0.61,  0.59,  0.03,  0.00,  1.55,   52206279,   50179000,    2007000,   64451709
402806.exe  ,  0.56,  0.54,  0.03,  0.00,  1.46,   47779101,   46776000,     995000,   61458944
4110986.exe ,  1.69,  1.65,  0.07,  0.00,  4.33,  138693402,  136691000,    1995000,  153280796
4292167.exe ,  1.65,  1.60,  0.07,  0.00,  4.11,  129750613,  124734000,    4989000,  142013784
4327744.exe ,  3.77,  3.67,  0.18,  0.00,  9.10,  292300394,  284111000,    8003000,  304576636
4340748.exe ,  0.58,  0.56,  0.03,  0.00,  1.52,   49256861,   43205000,    6028000,   61451968
4455594.exe ,  0.61,  0.60,  0.03,  0.00,  1.60,   51215064,   48190000,    3011000,   63468729
4555067.exe ,  0.64,  0.61,  0.03,  0.00,  1.66,   53351754,   52325000,    1006000,   65562324
4625115.exe ,  1.65,  1.61,  0.07,  0.00,  4.05,  129134369,  127115000,    2001000,  141311143
4646902.exe ,  0.64,  0.62,  0.03,  0.00,  1.67,   55052896,   52965000,    1998000,   68419262
466493.exe  ,  0.93,  0.90,  0.05,  0.00,  2.35,   81716386,   76750000,    4983000,   94950305
4699989.exe ,  0.59,  0.57,  0.03,  0.00,  1.55,   51104697,   49079000,    2003000,   63271464
4888119.exe ,  0.55,  0.55,  0.03,  0.00,  1.44,   47808830,   43807000,    3982000,   60135344
4909871.exe ,  0.88,  0.85,  0.06,  0.00,  2.26,   73647774,   67570000,    5962000,   86006151
4958343.exe ,  1.68,  1.64,  0.07,  0.00,  4.16,  131234104,  130159000,    1001000,  143526648
5160992.exe ,  0.60,  0.59,  0.03,  0.00,  1.56,   52408389,   50386000,    2015000,   65910660
5253674.exe ,  1.60,  1.56,  0.06,  0.00,  3.95,  126242193,  120210000,    6010000,  138413080
5470489.exe ,  0.58,  0.56,  0.03,  0.00,  1.50,   47897799,   46858000,     996000,   60156960
